text,pred
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",[]
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",[]
Definately check it out!!!,[]
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).","[('downtown', None)]"
"Their calzones are horrific, bad, vomit-inducing, YUCK.","[('calzones', None), ('yuck', None)]"
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,"[('drink', None)]"
The place itself is beautiful the bar scene seems to be happening.,"[('place', None)]"
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",[]
"Good spreads, great beverage selections and bagels really tasty.","[('bagels', None), ('beverage selections', None), ('spreads', None)]"
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.","[('specials', None)]"
We will be back.,[]
"Also, top the meal with a delicious and perfect slice of tiramisu.","[('slice', None), ('meal', None)]"
It seems like this is a place the locals like and the people working here liked it too.,[]
Check out the secret back room.,"[('secret', None), ('room', None)]"
"It's also attached to Angel's Share, which is a cool, more romantic bar...","[('bar', None)]"
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.","[('food', None), ('door', None), ('service', None)]"
Stick to the gulab jamun.,[]
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.","[('prices', None), ('service', None), ('reviews', None), ('area', None), ('wine list', None), ('atmosphere', None)]"
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,"[('staff', None), ('table', None), ('heads', None), ('diner', None), ('trays', None)]"
With the theater 2 blocks away we had a delicious meal in a beautiful room.,"[('meal', None), ('room', None)]"
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.","[('line', None)]"
We were not dissappointed in the least bit by this little gem.,"[('bit', None)]"
Also very inexpensive.,[]
"We've only eaten in the restaurant once, but we have ordered many times for dinner.","[('times', None)]"
I got enough reasons to keep coming back!!!,"[('reasons', None)]"
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"[('america', None), ('vinegar', None), ('desserts', None)]"
The food is great and reasonably priced.,"[('food', None)]"
The characters really make for an enjoyable experience.,"[('experience', None), ('characters', None)]"
I would definitely recommend SEA if you like thai cuisine!,"[('sea', None), ('cuisine', None)]"
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","[('crew', None), ('visitor', None), ('vittorio', None), ('host', None)]"
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.","[('buck', None), ('groups', None), ('tables', None), ('restuarant', None)]"
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","[('portion', None), ('fries', None)]"
You cannot go wrong with this place.,"[('place', None)]"
"It is the type of place to run into old friends and have a late, raucus dinner.","[('friends', None), ('dinner', None)]"
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","[('food', None), ('fare', None)]"
Prices are in line.,[]
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.","[('basil', None), ('mozz cheese', None), ('tomato sauce', None), ('dough', None), ('combination', None)]"
The food is prepared quickly and efficiently.,"[('food', None)]"
and for this i had to shell out a small fortune?,[]
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.","[('paneer roll', None), ('food', None)]"
The food looked very appetizing and delicious since it came on a variety of fancy plates.,"[('food', None), ('plates', None)]"
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,"[('mozzerella slices', None), ('plain cheese slice', None)]"
I have tried literally every restaurant on curry row.,[]
"The food is terrible and overall, I would have to say avoid at all costs.","[('costs', None), ('food', None)]"
"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.","[('23rd st', None)]"
"Unfortunately, the food was NOT something to get worked up about.","[('food', None)]"
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).","[('cabbies', None)]"
I had Filet Mignon with garlic mash.,[]
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","[('tomato soup', None)]"
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.","[('quarters', None), ('waitstaff', None)]"
Go inside and you won't want to leave.,[]
I loving bringing friends here - and I do so every chance I get.,[]
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","[('margarite pizza', None), ('bread', None), ('sizes', None), ('salad', None), ('beginning', None), ('prosciutto', None), ('baby arugula', None), ('favourite pizza', None)]"
"Yes, the prices are high, but I felt it was worth it.","[('prices', None)]"
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","[('bruschettas', None), ('selection', None), ('paninis', None)]"
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.","[('way', None), ('lots', None), ('fact', None), ('waiters', None)]"
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.","[('life', None), ('outs', None), ('cuisine', None), ('dishes', None)]"
The owner truly caters to all your needs.,"[('owner', None)]"
He takes real pride in his food and his business.,[]
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,"[('restaurant saul', None), ('smith street', None)]"
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,"[('birthday', None), ('boyfriend', None)]"
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.","[('montparnasse', None), ('fixe', None), ('meal', None)]"
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.","[('quality food', None), ('dining experience', None), ('wine', None)]"
I would go back tho.,[]
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.","[('touch', None), ('photobook menu', None)]"
too large for just two people but nothing was left.,"[('people', None)]"
I cannot imagine better Indian food in all of the city.,"[('food', None)]"
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,"[('date', None), ('privacy', None), ('corner booth table', None), ('place', None)]"
A pleasant surprise.,"[('surprise', None)]"
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"[('cheese sandwich', None), ('business', None), ('manager', None)]"
If you don't mind all that noise then go to the Chart House.,"[('chart house', None)]"
We got most of it back at home with us.,"[('home', None)]"
Get there before 7pm.,"[('pm', None)]"
very good breads as well.,"[('breads', None)]"
"if this happens, just ask for real naan.","[('naan', None)]"
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,"[('squid', None), ('visit', None)]"
"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.","[('yo', None)]"
"Pizza is terrific, as is homemade pasta.","[('pasta', None), ('pizza', None)]"
Definitely a neighborhood favorite.,[]
This is a wonderful place on all stand points especially value ofr money.,"[('points', None), ('place', None)]"
My first encounter happened one friday evening with a friend.,"[('encounter', None)]"
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,[]
"Service is not exactly five star, but thats not really a big deal.","[('service', None)]"
There are other people waiting!,"[('people', None)]"
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.","[('chocolate souffle', None), ('appetizers', None), ('taste sensations', None), ('scallops', None)]"
OU MUST TRY THIS RESTAURANT.,"[('restaurant', None), ('ou', None)]"
"We left, never to return.",[]
Consistently good Japanese Tapas.,"[('tapas', None)]"
No apologies during restaurant week.,[]
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",[]
"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).","[('restaurants', None), ('nyc', None), ('place', None)]"
They also do a great job for restaurant week.,"[('job', None)]"
I went to this restaurant with a woman that I met recently.,[]
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","[('pistachio ice cream', None), ('shrimp', None), ('lamb sausages', None)]"
This is where the aforementioned line was.,"[('line', None)]"
The food is reliable and the price is moderate.,"[('food', None), ('price', None)]"
"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....","[('hipsters', None), ('mix', None), ('boys', None), ('blazer professor type', None)]"
"While the ambiance and atmosphere were great, the food and service could have been a lot better.","[('atmosphere', None), ('ambiance', None)]"
We always go there on the weekends and leave extremely full and satisfied.,[]
i dont how this place is still running.,"[('place', None)]"
The server was really cool and served us our food and drinks with a smile.,"[('server', None)]"
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,"[('block', None), ('restaurants', None), ('east sixth street', None)]"
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","[('food', None)]"
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.","[('term chef jason narone', None)]"
Excellent experience.,"[('experience', None)]"
"Well worth the trip, close to City Hall and downtown subway stops.","[('city hall', None), ('downtown subway', None), ('trip', None)]"
I had to share my table with a loud group of kids and the service was rude an unattentive.,"[('table', None), ('group', None), ('service', None)]"
What more could you want?,[]
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",[]
"All in all, I don't see how you can go wrong.",[]
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"[('garlic', None), ('sauce', None), ('tomatoes', None), ('pizza', None)]"
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","[('seating', None), ('location', None)]"
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",[]
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,[]
The food is usually good but it certainly isn't a relaxing place to go.,"[('food', None)]"
I'm told that it is open 24hrs which is good.,"[('hrs', None)]"
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","[('chilaquiles', None), ('bistro fare', None), ('staff', None), ('jazz brunch', None)]"
The prices were fantastic.,"[('prices', None)]"
What a great place!,"[('place', None)]"
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","[('measures', None), ('liquers', None)]"
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.","[('service industry', None), ('table service', None)]"
"It's not mind-blowing, but to me, thai food never is and never will be.","[('food', None)]"
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","[('food', None)]"
"Although, one night we went it was super cheesy, and another night it was less cheesy.",[]
"Even though it is a little loud, you don't have to yell at each other to talk.",[]
"i've been to sapphire twice and both times the food was fine, if not good.","[('food', None)]"
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"[('dinner', None), ('tables', None)]"
Was surprisingly disappointed.,[]
I love the fact that the pizza tastes so good and is so cheap.,"[('pizza', None)]"
Nicky the Nose at the bar is a treat.,[]
I went to Ruby Foo's after work with a group of 6.,[]
I'm amazed we haven't been kicked out of this place yet.,[]
"Service was prompt, friendly and great.","[('service', None)]"
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","[('salads', None), ('virgnin olive oil', None), ('lamb chop', None)]"
The sushi was awful!,"[('sushi', None)]"
Katz's has been a NYC original for over 100 years.,[]
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,"[('meal', None), ('restaurants', None), ('dishes', None), ('lexington avenue', None), ('cost', None)]"
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","[('experience', None), ('pickles', None), ('buttah', None), ('beer', None)]"
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,"[('generation', None), ('pizza', None)]"
"Late nite omelletes are not good here, there is no variety!","[('omelletes', None)]"
Everything at Sala Thai is tasty and well-portioned.,"[('sala thai', None)]"
"After all that, they complained to me about the small tip.","[('tip', None)]"
It's a great place to pick up a cheap lunch or dinner.,"[('lunch', None), ('dinner', None), ('place', None)]"
"Behind this counter, two men are squeezed in.",[]
Great find!!!,"[('find', None)]"
"If only they delivered, they'd make a mint!","[('mint', None)]"
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","[('quality fish', None), ('service', None)]"
"Our waitress was sweet and accomodating, not overbearing.","[('waitress', None)]"
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"[('table', None), ('reservation sigh', None)]"
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"[('ant', None), ('food', None)]"
The website and rating makes this place look wonderful but in reality it was very disappointing.,"[('reality', None), ('place', None)]"
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[('ultra', None), ('menu', None)]"
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"[('avenue', None), ('world', None), ('atmosphere', None), ('feet', None)]"
"A large is $20, and toppings are about $3 each.",[]
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",[]
I definitely wouldn't go back.,[]
It is not worth for that bucks.,"[('bucks', None)]"
brick oven gallery is My pick for best pizza restaurant anywhere.,"[('brick oven gallery', None), ('pizza restaurant', None)]"
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[('service', None), ('food', None), ('price', None)]"
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.","[('nyc arent', None), ('people', None), ('places', None), ('aunthentic thai food', None)]"
"Growing up in NY, I have eaten my share of bagels.",[]
"Oh, don't even let me start with how expensive the bills were!",[]
A hearty two thumbs up!,"[('thumbs', None)]"
The scallion pancakes and fried dumplings were nothing out of the ordinary.,"[('dumplings', None), ('scallion pancakes', None)]"
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!","[('pasta', None), ('appetizers', None), ('salads', None)]"
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.","[('restaurant patrons', None)]"
Service is top notch.,"[('notch', None), ('service', None)]"
The food now is inconsistent.,"[('food', None)]"
All pretty good.,[]
"You can also special order any kind of dumpling,etc.",[]
you guys rock.,[]
Chance is a joke.,[]
I was pretty much full after our fondue appetizer.,"[('fondue appetizer', None)]"
BE CAREFUL before you request extra spice.,"[('careful', None), ('spice', None)]"
The octopus eaters were floored by the Octopus salad.,[]
We thought that this place is using too much of MSG cooking in the foods.,"[('msg', None)]"
I was at Rao's last Wed.,[]
And the Tom Kha soup was pathetic.,"[('tom kha soup', None)]"
I started out with a Bombay beer which was big enough for two.,[]
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","[('date', None), ('boths', None), ('side', None), ('dining hall', None), ('decor', None)]"
Service was quick.,"[('service', None)]"
Tends to turn people away.,"[('people', None)]"
We thought this a prelude to what the evening will be like.,[]
"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.","[('foodie friend', None), ('mine', None)]"
Drawbacks: service is slow and they don't toast!,"[('service', None)]"
Went there for an office lunch.,[]
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,[]
"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.","[('zucchero pomodori', None), ('place', None)]"
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,"[('lassi', None), ('rasamalai', None), ('lamb chettinad', None), ('garlic naan', None)]"
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",[]
The best thing I tasted were the lambchops.,[]
it's delicious!,[]
The spicy tuna and salmon are the best we've ever had.,"[('tuna', None), ('salmon', None)]"
"Even though its good seafood, the prices are too high.","[('seafood', None), ('prices', None)]"
"In addition, the food is very good and the prices are reasonable.","[('prices', None), ('food', None), ('addition', None)]"
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.","[('way', None), ('hosts', None)]"
"If you live outside the neighborhood, don't bother!",[]
Been going here since it opened have seen the quality value decrease considerably.,[]
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.","[('choices', None), ('number', None), ('meat dishes', None)]"
I never had anything I didn't like here.,[]
Reasonable prices.,"[('prices', None)]"
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"[('bouche', None), ('tables', None), ('dessert', None)]"
"Try the crunchy tuna, it is to die for.","[('tuna', None)]"
It won't break the bank but I also wouldnt come back for the food.,"[('food', None), ('bank', None)]"
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","[('sushi restaurants', None)]"
I've been to Joya twice and I will never go again.,[]
So rushing us out was absolutely unnecessary!,[]
However it is the ONLY Taiwanese restaurant in town.,"[('town', None)]"
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,"[('kinds', None), ('entertainment', None), ('effects', None)]"
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).","[('combinations', None), ('sushi', None), ('side', None)]"
"No refills on fountain drinks, though.","[('fountain drinks', None)]"
Wow over 100 beers to choose from.,"[('beers', None)]"
Be careful of portions - they're HUGE.,"[('portions', None)]"
"The Steak Tartare is a great bet, they fix it for you at the table.","[('steak tartare', None), ('bet', None)]"
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,"[('deal', None), ('time', None), ('crab croquette', None)]"
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,"[('groups', None), ('waiter', None), ('celebrations', None)]"
Did I mention the wine?,[]
"Plus, on Wednesday nights the house wine is unlimited!","[('house wine', None)]"
It is by far my favorite restaurant in Brooklyn.,"[('brooklyn', None)]"
Now it's so crowded and loud you can't even talk to the person next to you.,"[('person', None)]"
Love Pizza 33..,[]
Even my Indian friend couldn't believe how good and tasty everything was.,[]
"I'm from England, and Haru's was the best I had in NYC.",[]
Less = More in their case.,[]
Ruby Foo's is a tourist trap.,[]
I've been here a couple of times and have not been impressed.,[]
I've been many time and have never been disappointed.,"[('time', None)]"
Ciao Bella,[]
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"[('manhathan', None), ('bakery', None)]"
The dim sum servings here are a bit larger than I'm used to.,"[('sum servings', None)]"
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.","[('getup', None), ('door', None)]"
We won't go to this place again for a good meal.,"[('meal', None), ('place', None)]"
It's a much more grown up restaurant compared to the rest of the street.,[]
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.","[('texture', None), ('codfish', None), ('sauce', None), ('herb mix', None)]"
We were treated with attitude ever since the moment we stepped into the restaurant!,[]
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","[('date', None), ('dance floor', None), ('ny', None), ('dinner', None)]"
Taj Mahal offeres gret value and great food.,"[('gret value', None), ('food', None)]"
Has the chef and owner changed???,[]
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,"[('experience', None), ('dinner', None), ('artisanal', None)]"
I absolutely Loved this place.,[]
I wish I lived there as I would eat at this place as often as possible!,"[('place', None)]"
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.","[('matter', None), ('nite', None), ('platter', None), ('bacon', None), ('sandwiches', None), ('molars', None)]"
"Outstanding Bagels, but you get what you pay for.","[('bagels', None)]"
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","[('bread', None), ('nyc', None), ('toppings', None)]"
"If you're in town, it's worth searching for another place.",[]
I have tried the various slice joints around the village but this is by far the best one.,"[('slice joints', None), ('village', None)]"
"I found it on a cold night, the perfect spot to warm up.","[('spot', None)]"
They even have a section in the menu called American Chinese food!,[]
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.","[('portion', None), ('service', None), ('beef carpaachio', None)]"
kalbi and nebbiolo do work together.,"[('nebbiolo', None), ('kalbi', None)]"
"Best Italian food I ever had (and being Italian, that means alot).","[('food', None)]"
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,"[('food', None), ('place', None), ('scopa', None)]"
Located at the end of a magnificent block.,"[('block', None), ('end', None)]"
"This restaurant is not worth the time, effort, or money to say the least.","[('effort', None), ('restaurant', None), ('time', None), ('money', None)]"
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","[('new yorkers', None), ('restaurant', None), ('meal', None), ('room', None)]"
Keep up the good work guys!,"[('guys', None)]"
Hurley's is terrific!,"[('hurley', None)]"
They don't walk around with the trays of Dim Sum.,"[('trays', None)]"
Took my sister here before attending a show one evening.,[]
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).","[('bartenders', None)]"
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"[('dessert', None), ('waitress', None)]"
Really.,[]
I really loved the different and inovated touch that's the cheff gives to the food.,"[('touch', None)]"
Our friends have not arrived yet.,"[('friends', None)]"
They came out over cooked and the cheese was almost non existant.,[]
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.","[('price range', None), ('meal', None), ('wine', None)]"
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","[('times', None), ('svc', None), ('group', None), ('esp', None)]"
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.","[('hyde pub', None), ('anniversary', None), ('surprise', None), ('jekyll', None), ('husband', None)]"
Never once did I leave feeling unwelcome or impressed.,[]
"The food is good, especially their more basic dishes, and the drinks are delicious.","[('food', None)]"
But the main hit was the whole grilled fish.,"[('fish', None), ('hit', None)]"
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.","[('mushroom ravioli', None), ('pinot', None)]"
On a hot day it was fabulous to stop in and enjoy lunch.,"[('lunch', None)]"
The food is delicious and beautifully prepared along with the friendly and personable service.,"[('food', None), ('service', None)]"
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,"[('crowds', None), ('lines', None)]"
Pizza here is consistently good.,[]
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,"[('food', None), ('tiem', None)]"
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","[('beers', None)]"
Wouldn't recomend it for dinner!,"[('dinner', None)]"
Sauce was watery and the food didn't have much flavor.,"[('flavor', None), ('food', None), ('sauce', None)]"
My husband and I enjoy Sangria.,[]
"But after last night, Spice Grill is the only place I'm eating indian cuisine.","[('spice grill', None), ('cuisine', None), ('place', None)]"
We both opted for a pasta dish and they were served timely and fresh.,[]
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...","[('bread', None), ('glass', None), ('course', None)]"
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","[('neighborhood', None), ('food', None), ('saul', None), ('reviewer', None)]"
"In an area sadly lacking in decent Thai food, this is one of the best spots.","[('food', None)]"
Tell them Herky sent you and get a free confused look from the waiter.,"[('look', None)]"
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,"[('time square', None), ('walk ins', None), ('lot', None), ('reservations', None)]"
The food was average or above including some surprising tasty dishes.,"[('food', None)]"
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,"[('specials', None), ('emphasis', None), ('thai', None), ('ingredients', None)]"
Other apetizers and food,"[('apetizers', None), ('food', None)]"
The noodle and rices dishes taste great.,"[('rices dishes', None), ('noodle', None)]"
The food's as good as ever.,"[('food', None)]"
"The crust is thin, the ingredients are fresh and the staff is friendly.","[('crust', None), ('staff', None), ('ingredients', None)]"
Your friends will thank you for introducing them to this gem!,"[('friends', None)]"
Also a little more expensive than your average bagel place.,"[('bagel place', None)]"
"the food was undercooked-the sauce watery, and the vegetables raw.","[('sauce', None), ('vegetables', None)]"
And the fried clams had just enough kick to them to make 'em worth eating.,"[('kick', None)]"
The sauces used are also not that exciting.,"[('sauces', None)]"
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,"[('entree', None), ('appetizer', None)]"
I absolutely love this place!!!,[]
The rice was poor quality and was cooked so badly it was hard.,"[('rice', None), ('quality', None)]"
We had champagne and caviar and felt like princesses!,[]
The shrimp scampi was excellent and the antipasti were plentiful.,"[('antipasti', None), ('shrimp scampi', None)]"
I am surprised to say the least and find such practice not worth the effort.,"[('effort', None), ('practice', None)]"
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","[('occassion', None), ('sort', None)]"
"I got the $10 10-piece dim sum combo, every bite of which was great.","[('bite', None), ('sum combo', None)]"
There are other Vietnamese restaurants in the chinatown area and you can forget about those.,"[('restaurants', None), ('chinatown area', None)]"
There is also very limited seating and there can be a substantial wait in getting food at peak times.,"[('seating', None)]"
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!","[('mind', None), ('bar', None), ('village', None), ('chicken', None)]"
No thanks!!!,[]
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.","[('wait', None), ('sun', None)]"
I would definently recommend this restaurant.,"[('restaurant', None)]"
The prices are wonderfully low.,"[('prices', None)]"
If you like spicy food get the chicken vindaloo.,"[('chicken vindaloo', None), ('food', None)]"
I lOVE THIS PLACE!,[]
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,"[('strength', None), ('lunch specials', None)]"
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.","[('menu', None), ('bar food', None)]"
"A big disappointment, all around.",[]
And its absolutely DELICIOUS.,[]
No free drink.,"[('drink', None)]"
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,[]
This is my first time writing a review for a restaurant because the food and service was excellent.,"[('time', None), ('food', None), ('service', None)]"
Definitely Highly NOT recommended.,[]
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.","[('bagels', None), ('cash', None)]"
I had a huge group for my birthday and we were well taken care of.,"[('birthday', None), ('group', None)]"
The two star chefs left quite some time ago to open their own place.,"[('place', None), ('star chefs', None)]"
Don't waste money on decor.,"[('money', None), ('decor', None)]"
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,"[('seating', None)]"
"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!","[('st rules', None), ('restaurant', None), ('india strip', None)]"
I have never before eaten 40 pieces of relatively good nigiri.,"[('nigiri', None)]"
"Given the incredible architecture surrounding it, this place has no character.","[('architecture', None)]"
I'd call it an 'italian dinner'.,"[('dinner', None)]"
my first time here was with my gf for our 12 month anniversary.,"[('gf', None), ('time', None)]"
