text,pred
With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,"[('viruses', None), ('things', None), ('freesecuritysoftware', None)]"
The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,"[('cost', None)]"
I visited the Apple Store and was impressed with the 17-inch MacBook Pro.,"[('inch macbook pro', None)]"
"The driver updates don't fix the issue, very frustrating.","[('driver updates', None)]"
I will never go back to Windows!,"[('windows', None)]"
Do your research on this issue.,"[('research', None)]"
"Looking to take my video and photo editing to the next level, I decided to purchase the MBP 15in Intel Core i5 after reading consumer reviews as well as professional reviews of this laptop.","[('laptop', None), ('level', None), ('mbp 15in intel core i5', None), ('consumer reviews', None), ('photo editing', None), ('video', None)]"
It doesnt work worth a damn.,[]
"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.","[('hp pavilion dv9000 notebook pc', None)]"
It works really well.,[]
It has happened again and I'm being told that it's $175.,[]
"Bigger HD, better graphics card, and a bid HD.",[]
Lord HAVE MERCY!,[]
The built in camera is very useful when chatting with other techs in remote buildings on our campus.,"[('techs', None), ('buildings', None), ('campus', None)]"
No big deal.,"[('deal', None)]"
"Mine came at $1,700 w/o a DVD burner (!).",[]
The DVD burner broke after burning 3 DVD'd during that time!,[]
It works fine with our wireless and they've had not problems.,[]
But you must get the 15 inch.,"[('inch', None)]"
i will be returning it and switching brands when i get to best buy.,[]
Product support very poor as each phone call costs me long distan,"[('product support', None), ('distan', None)]"
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","[('screen', None), ('computer', None)]"
  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,[]
It does not keep internet signals no matter where you bring it.,"[('internet signals', None)]"
apple is one of the best computer companies in the country.,[]
PLEASE MAKE THESE!,[]
Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,[]
"After the first few months, the computer started crashing about every week.",[]
"My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.","[('time', None), ('son', None), ('family', None), ('school', None)]"
It's a great product for a great price!,"[('price', None), ('product', None)]"
"Again, the same problem, the right speaker did not work.","[('speaker', None)]"
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,"[('macbook pro', None), ('software', None), ('price tag', None), ('future updates', None)]"
"Before i bought my new i5, I did my research for about 2 weeks and determined to move for HP to Apple for reliability, dependable, and long lasting operations.","[('reliability', None), ('i5', None), ('hp', None), ('apple', None)]"
Dell wanted to charge us for everything everytime I called them with a problem.,"[('dell', None), ('everytime', None)]"
THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,[]
i have had my dell latitude for almost three years.,[]
May be better for the occasional web surfer.,"[('web surfer', None)]"
and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,"[('screen', None), ('time', None), ('button', None), ('page viewer', None)]"
This was the 3rd day and part still had not been shipped.,[]
Obviously we both got new Macs.,"[('macs', None)]"
"My Iphone synced right up just like a person would expect, unlike the PCs in our lives.","[('iphone', None), ('person', None), ('pcs', None)]"
That being said after 2 weeks of owning every time I start it up now it gives me a black screen for 5-8 seconds stating pxe-e61 media test error check cable.,"[('screen', None)]"
"It's fun to take to a bookstore, sit in the coffee shop area, sign in to WiFi and look up book reviews of books I might buy.","[('book reviews', None), ('coffee shop area', None), ('bookstore', None)]"
"Not super fancy, but not super expensive either.",[]
Keyboard good sized and wasy to use.,"[('keyboard', None)]"
HP said it was out of warranty.,[]
"-Stay away from Apple, or hope you laptop does not break down.","[('apple', None)]"
It's a great prodcut to handle basic computing needs.,"[('prodcut', None), ('computing needs', None)]"
"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",[]
wonderful features.,"[('features', None)]"
the laptop was really good and it goes really fast just the way i thought it would of run.,"[('laptop', None)]"
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,"[('disk', None), ('hp', None), ('computer', None)]"
Im glad that it has such great features in it.,"[('features', None), ('im', None)]"
it's just a great toy to have around.,[]
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,"[('files', None)]"
Great wifi too.,"[('wifi', None)]"
"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.","[('words', None), ('sentences', None)]"
"  Only a few days after I received the computer back, the screen froze again.","[('screen', None)]"
It is not ideal for children because of the temp.,"[('children', None), ('temp', None)]"
"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!","[('money', None)]"
  When this happened I would have to completely power off my computer and restart it.,"[('computer', None)]"
Although i do believe that Windows operating system may be to fault for some of the problems.,[]
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.","[('line', None), ('os', None)]"
I or my dad paid over twenty four hundred dollars for everything.,[]
  The lcd screen stopped working on mine after 10 months.,[]
That includes transferring my music and movies.,[]
Images are crisp and clean.,"[('images', None)]"
"Took that one home, same thing.","[('thing', None)]"
I'm going back to PC.,"[('pc', None)]"
"Great, quick laptop for the money.","[('laptop', None), ('money', None)]"
although its windows vista compared to windows xp sucks.,[]
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.","[('vista', None), ('internet', None), ('windows update', None)]"
The Dell mini was the first Dell product that I had ever purchased.,"[('dell mini', None), ('dell product', None)]"
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"[('combination', None)]"
My Mac has gone from being a trusted friend to an adversary.,[]
"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10","[('gb stick', None), ('tip', None), ('model', None)]"
"By week two, my laptop had overheated and was completely dead even though I did not use it too much.",[]
And it is impossible to get them back in.,[]
My last laptop gave me a constant battle even though it was also completely new.,"[('laptop', None), ('battle', None)]"
I have been a mac user since the mid 90s.,"[('mac user', None), ('90s', None)]"
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,"[('keyboard', None), ('hardrive', None), ('touch control buttons', None)]"
  After the bad experience with this computer went back to compaq.,"[('compaq', None), ('experience', None), ('computer', None)]"
Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,"[('research', None), ('box', None)]"
It doesn't heat up like my old laptop.,"[('laptop', None)]"
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,"[('performance', None)]"
It's solid.,[]
"Before I got my macbook, I owned a Dell laptop.",[]
This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.,"[('laptop', None), ('peice', None), ('machinery', None)]"
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","[('computer', None)]"
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,"[('system board', None), ('toshiba', None)]"
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.","[('deal', None)]"
I don't know how I could ever live without my Qousmio.,"[('qousmio', None)]"
"It has plenty of memory, lots of hard drive, and great graphics.","[('drive', None), ('graphics', None), ('lots', None)]"
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,[]
"  It lasted for many years of travel, kids and abuse and if I fired it up today, it would work.","[('travel', None)]"
"been a PC user for many, many years.","[('pc user', None)]"
"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.",[]
"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.","[('times', None)]"
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).","[('hinge', None), ('girlfriend', None)]"
My problem was with DELL Customer Service.,[]
"There are so many things wrong with this product, it just makes me want to set my self on fire!","[('things', None), ('self', None), ('product', None), ('fire', None)]"
"It is not even a year old yet, so I would definitely not recommend it to anyone.",[]
Amazing machine.,"[('machine', None)]"
"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.","[('mail', None), ('tech stuff', None), ('papers', None), ('games', None)]"
"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.","[('rma service', None), ('saturday', None)]"
I'm very impressed.,[]
Dell sucks,[]
Design: very durable.,"[('design', None)]"
It is easy to go from one keyboard to another.,"[('keyboard', None)]"
I spoke to 4 different people and was told they needed to transfer me to a 5th person!,"[('people', None), ('person', None)]"
The Mac Book Pro performs flawlessly.,"[('mac book pro', None)]"
Has a 5-6 hour battery life.,[]
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,"[('video resolution', None)]"
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.","[('time', None), ('dreamweaver', None), ('applications', None), ('cut pro', None)]"
I have owned many computers and laptops.,"[('computers', None), ('laptops', None)]"
I recently purchased the mini and absolutely love it!,[]
Does a great job with video shot on a Canon 5D MKII.,"[('job', None), ('video shot', None)]"
"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.","[('computer', None)]"
Ive had to call tech support many times.,"[('tech support', None), ('ive', None)]"
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!","[('apple applications', None), ('competition', None)]"
"Yes, I have it on the highest available setting.","[('setting', None)]"
Not to mention it has shit gigs.,"[('gigs', None)]"
Hieroglyphics are quite common.,"[('hieroglyphics', None)]"
This worked just fine.,[]
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.","[('inch screen', None), ('memory', None)]"
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.","[('hiccups', None)]"
I was so happy with my new Mac.,"[('mac', None)]"
"Quality Display  I love HP,, it's the only computer/printer we will buy.","[('printer', None)]"
"Despite the inconvenient weight, I opted for the 12 cell battery.","[('weight', None)]"
My MacBook is faster than any comparable PC.,"[('pc', None)]"
The case is carved out of a single block of aluminum.,"[('block', None), ('aluminum', None)]"
I'm very happy with this machine!,"[('machine', None)]"
I do not recommend this company or their products!!!!,"[('company', None), ('products', None)]"
I like this machine because its very lightweight...,[]
     First it burned or fused the power adapter plug.,[]
"the features are great, the only thing it needs is better speakers.","[('features', None), ('thing', None)]"
"It was still working, but there was nothing on the screen.",[]
I bought this laptop and found its TAB is not functioning.,[]
  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,"[('warrenty', None), ('toshiba', None)]"
HP said I had done the damage.,[]
"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",[]
"Navigation through the computer is far superior compared to Windows operating systems, as well.","[('navigation', None), ('computer', None)]"
I would recommend this product.,"[('product', None)]"
"If I had to buy another computer, I would most definetly buy an acer one computer.","[('computer', None)]"
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.","[('inch margin', None)]"
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.","[('grade software im', None), ('music software', None), ('video', None), ('picture', None)]"
I previously owned an HP desktop and a Dell laptop.,[]
Everything else just install and go.,[]
  This thing is a lemon.,[]
My laptop is almost 2yrs old and I have never had any problems with it.,"[('laptop', None)]"
All the customers that come in hate Dell.,[]
"We now own two of these, identical.",[]
I've already recommended this laptop to a friend who eye'd the computer when I took it out of my bag.,[]
"I enjoy very much my new Toshiba, purchased specifially for attending online schooling.","[('schooling', None), ('toshiba', None)]"
"Once you go Mac, you can't go back!","[('mac', None)]"
"I brought this laptop last friday, and originally it worked fantastic.","[('friday', None)]"
The much lauded combined touch pad and clicker is a nightmare.,"[('touch pad', None), ('clicker', None)]"
"The Unibody construction is solid, sleek and beautiful.","[('construction', None)]"
"They're easy, fun, powerful and will last a long time.",[]
I WANT MY L505-s5988 BACK!,[]
"I let my friend borrow it, and she knows nothing about computers, and she used it with ease.","[('friend', None)]"
This MacBook is an outstanding product with great value.,"[('macbook', None), ('product', None), ('value', None)]"
"If that is the case for you, I would suggest a pull-behind solution when looking at cases.","[('behind solution', None)]"
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,"[('windows', None)]"
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,[]
and plenty of storage with 250 gb(though I will upgrade this and the ram..),[]
"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.","[('time', None), ('store', None), ('apple', None)]"
"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.","[('computers', None), ('replacements', None)]"
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,"[('warranty', None)]"
I respond that I do not have the old computer...,"[('computer', None)]"
I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,"[('desk', None)]"
"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.","[('programs', None)]"
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,[]
"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.","[('size', None), ('websites', None), ('browser problems', None), ('consistancy', None)]"
I work with kids and they love making short videos on there.,"[('videos', None)]"
"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",[]
"the key bindings take a little getting used to, but have loved the Macbook Pro.","[('bindings', None)]"
Keyboard is reasonable size.,"[('size', None), ('keyboard', None)]"
Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.,"[('ups', None), ('computer', None), ('box', None)]"
I'm now trying to decide on another Dell model.,"[('dell model', None)]"
I find myself using the 10-key more than I thought I would.,[]
The Macbook is a fantastic laptop.,"[('macbook', None), ('laptop', None)]"
Fan noise: The fan made a constant hissing noise in the background.,[]
"I believe this is because I was more active than the average user, meaning I average about three ""tabs"".","[('tabs', None), ('user', None)]"
Best Buy Rocks!,[]
A couple things you should know:,"[('couple things', None)]"
"bought the first asus laptop in san francisco, returned it in santa maria, thinking it was just a problem with that computer.","[('asus laptop', None), ('computer', None)]"
"The screen is bright and clear, the operating system is solid and friendly to a novice.","[('screen', None), ('novice', None), ('operating system', None)]"
It has a .1 ghz faster processor and a stock 500gb hard drive.,"[('processor', None), ('drive', None)]"
The feature are good enough for what I need.,"[('feature', None)]"
All the yada-yada.,[]
"Finally, the biggest problem has been tech support.",[]
this laptop is great for work and doing my pictures.,"[('laptop', None)]"
I had the computer for a full year and it was a new computer.,[]
""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.","[('dvds', None), ('media', None)]"
I love it!,[]
With Windows laptops a wireless mouse is an absolute must.,"[('mouse', None), ('must', None)]"
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","[('screen', None)]"
But if you're willing to pay another 200 dollar for a windows disc.,"[('dollar', None), ('windows disc', None)]"
Very good quality and well made.,"[('quality', None)]"
"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",[]
"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.","[('computer', None), ('reurn', None), ('help', None)]"
Two of the times was in one month.,[]
"So needless to day, I'm not happy.",[]
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,"[('web games', None), ('video card', None)]"
"Although I was promised about 10 hours, I found myself to a limited 7 hours (which is still amazing).",[]
It had the full sized touch pad with 2 buttons instead of just one.,"[('touch pad', None)]"
It was also cheaper than the Pro which made it even more appealing to me.,[]
"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.","[('laptop', None), ('mouse', None)]"
Consumer Report recommended Toshiba.,[]
Needless to say I told them No and have a nice day and hung up!,[]
It was super easy to set up and Is really easy to get used to.,[]
"The only thing that can be updated is the video, other than that you're all set.","[('video', None), ('thing', None)]"
It wasn't worth it.,[]
Its a good laptop for its value.,"[('laptop', None), ('value', None)]"
ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,[]
Probbly the worst decision we ever made!,[]
Then the hard drive failed;,"[('drive', None)]"
  This computer literally takes about five minutes to start up and to be able to use without it crawling and I DO mean crawling.,"[('computer', None)]"
I had less problems.,[]
It will be returned in the state to which it was shipped Michigan.,[]
"Plain and simple, it(laptop) runs great and loads fast.",[]
This machine rocks!,[]
of course my warranty runs out next month.,"[('warranty', None)]"
My next laptop will also be a Mac!,"[('laptop', None)]"
But not in this case.,[]
"taking notes, research, an online class and such and didn't want to spend too much on my first machine.","[('machine', None), ('class', None)]"
The capabilities using that program alone made me want a Mac.,"[('mac', None)]"
"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.","[('time', None), ('school', None)]"
I do not know for sure.,[]
No machine has come remotely close to causing as many problems.,"[('machine', None)]"
Every single one we've gotten we've had problems with.,"[('one', None)]"
it is the worst computer dell ever made.,[]
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.","[('activity monitor', None), ('spinning beachball', None)]"
"I have found also, it is very easy to be able to access wireless internet access;",[]
About 1/2 of the sites I need to visit because of my work contain some type of Flash.,[]
This is a great value for the money.,"[('money', None), ('value', None)]"
"It was a great laptop, ran great and was really fast.","[('laptop', None)]"
The battery has never worked well.,"[('battery', None)]"
return it.,[]
I can guarantee this will be the last Dell I will ever purchase!,[]
  They said it was a computer error on this type of computer.,[]
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,"[('dell', None), ('computer', None)]"
My review mainly talks about the difference I have felt between an early 2011 and late 2011 mac book pro.,"[('mac book pro', None), ('review', None)]"
  That was a big mistake.,[]
The only problem is a lack of screen resolutions!,[]
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.","[('airports', None), ('desktop', None), ('flight', None), ('business trips', None)]"
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,"[('typing', None), ('edges', None), ('use', None)]"
If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,"[('asus', None)]"
"It has many great programs, such as ILife, iPhotos and others.","[('programs', None)]"
Other Thoughts: Received replacement 16 Days later.,"[('thoughts', None)]"
"If the number of patrons in the Apple store are any indication, HP and other PC manufacturers need to take note.","[('pc manufacturers', None), ('hp', None), ('note', None)]"
"The processor went on me, the fan went and the motherboard went.",[]
I bought my first MacBook after seeing the product demonstrated.,"[('macbook', None)]"
It is very well built.,[]
Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,"[('gamer', None)]"
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,"[('door', None), ('performance', None)]"
The screen resolution was exactly what I was looking for.,[]
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.","[('spinning wheel', None), ('cpu', None)]"
seriously why haven't they just replaced it by now.,[]
There is no number pad to the right of the keyboard which is a bummer.,[]
After 20-30 min the screen of the notebook switched off.,[]
"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.","[('upgrade', None), ('windows', None)]"
I have used both PCs and Macs and I have to say that I really really love my Mac Book Pro.,"[('mac book pro', None)]"
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.","[('pc documents', None), ('files', None), ('programs', None)]"
"It is a big big, but since it has a 18.4"" screen what would you expect!",[]
I have never had an experience like this.,[]
We haven't had any problems with it at all.,[]
returned it to walmart.,[]
10 hours of battery life is really something else....,[]
I love everything about it.,[]
It's slow and one day i hope to have the money to get rid of it and buy something else.,"[('money', None)]"
It meets all my needs for work and pleasure while traveling.,[]
Runs fast and the regular layout keyboard is so much better.,"[('layout keyboard', None)]"
All was well.,[]
"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.","[('macbook pro', None), ('programs', None)]"
He said quite a number of people had encountered this problem and said it is a common issue.,[]
Not worth it one bit.,"[('bit', None)]"
I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.,"[('environment', None), ('competition', None), ('products', None), ('students', None), ('employees', None), ('dell', None), ('laptops', None)]"
Much of which HP ended up paying for.,[]
I reinstalled windows through the recovery discs and everything seemed good again.,[]
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.","[('starter', None), ('background', None)]"
Support has been lackluster and now I just want a refund.,[]
"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.","[('documents', None), ('chat service', None)]"
"I hate to say this, but if I could take this back to the shop and get my money back, then I would.","[('back', None), ('shop', None), ('money', None)]"
It makes doing schoolwork at night so much easier.,[]
"Being only 2 months old, I am not a happy camper!",[]
""">  iPhoto is probably the best program I have ever worked with: easy and convenient.","[('iphoto', None)]"
I love to write and play with graphics and html programming and my new Toshiba works great on both!,"[('html programming', None), ('graphics', None), ('toshiba', None)]"
THis computer may be small but it is one heck of a power horse.,[]
"They would repair one thing, send it back and it would still have the same problem.","[('thing', None)]"
"Such as PAGES, NUMBERS, and so on.",[]
My laptop now has no battery.,"[('laptop', None)]"
"Beta had better quality, but VHS became the industry standard.",[]
It made the computer much easier to use and navigate.,"[('computer', None)]"
":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",[]
"Needs longer lasting battery, More than 1 to 2 Hrs.",[]
in May I started having problems with the USB ports not working.,[]
10 plus hours of battery...,[]
If only Bill Gates would read some of what is said here MS would do a better job.,"[('job', None), ('ms', None)]"
"The design is awesome, quality is unprecedented.","[('design', None), ('quality', None)]"
I'm going to try and keep my old G4 on the road for as long as possible.,"[('road', None), ('g4', None)]"
The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,[]
"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.","[('time', None), ('pc', None)]"
Its hard to encounter a problem on a mac that would require such abrupt action.,"[('action', None)]"
The Toshiba Net book operates very well.,"[('toshiba net book', None)]"
  I loved it.,[]
"the touch pad is fine - again, it's a real touch pad.","[('touch pad', None)]"
The pictures are clear as can be.,"[('pictures', None)]"
"It is also very lightweight, making transporting this computer very easy.",[]
"If anything, I would only suggest using one of these laptops if only you have to.",[]
I sit down and use my husband's work PC and I don't like it one bit.,"[('bit', None), ('pc', None)]"
It's wonderful for computer gaming.,"[('computer gaming', None)]"
You have to toss out the wifi card and replace it just to have any sort of network capability.,"[('wifi card', None), ('sort', None)]"
"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!","[('printer', None), ('offer', None)]"
the place we bought it from said that after they send it out to gateway 4 times they would give us a new one.,"[('one', None)]"
it is very easy for anyone to use an apple and specially the mcbook pro notebook.,"[('apple', None)]"
I like it better than my big Dell Laptop.,"[('dell laptop', None)]"
"The flaws are, this computer is not for computer gamers because of the OS X.","[('computer', None)]"
"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS",[]
They really do have the worlds very worst repair service.,[]
They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,[]
  I was also able to install and use my Photoshop and AfterEffects programs easily.,"[('photoshop', None), ('aftereffects programs', None)]"
It's perfect for everything and runs faster than an average pc!,"[('pc', None)]"
for being so small it is amazing that it is as fast as it is.,[]
"Heck, I like all Mac computers, but they're all WAY too pricey for the kind of economy the U.S. is going through.","[('way', None), ('kind', None)]"
 Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,[]
They claim that I should be happy because I am getting a new laptop to replace my two-month old laptop.,"[('laptop', None)]"
I'm already hooked on the sleek look and dependability that this laptop has shown.,"[('look', None), ('dependability', None)]"
The machine itself is alright.,"[('machine', None)]"
It seems to have some opions that are intalled but do not work like I thought they would.,"[('opions', None)]"
And having to deal with the company has been a even worse nightmare.,"[('company', None)]"
  I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!,"[('laptop', None), ('warranty', None), ('situation', None)]"
I also experience the same with my MacBook Air.,[]
It has all the features that are necessary for college and if not they are able to be added onto the computer.,"[('college', None)]"
I have owned many different brands of laptops in my life.,"[('brands', None), ('laptops', None)]"
I did an internet search and this is a very common problem with this  laptop.,"[('laptop', None)]"
"I've owned this labtop for less then two months, already the mouse button has broke.","[('mouse button', None)]"
"It did fairly well, other than it's poor performance, overheating and occational blue screen.","[('screen', None), ('performance', None)]"
"The touchpad is very intuitive, so much so that I never want to use buttons to click again!","[('buttons', None), ('touchpad', None)]"
tons of bloatware and junk programs.,[]
its sad because their commercials are great.,"[('commercials', None)]"
lots of extra space but the keyboard is ridiculously small.,"[('space', None), ('keyboard', None)]"
"Luckily, Dell said they would replace my laptop with a new one, but instead I got a refund and bought a mac.","[('one', None), ('laptop', None), ('dell', None)]"
I decided to get this pile of crap on a whim and totally freaking regret it.,"[('whim', None), ('pile', None)]"
Never been hacked.,[]
It's so bad that I'm thinking I only got half a battery or something.,[]
"Good keyboard, long battery life, largest hard drive and windows 7.","[('keyboard', None), ('drive', None), ('windows', None), ('battery life', None)]"
I think it was seventy nine plus tax.,[]
"In summary, take your money elsewhere.","[('money', None), ('summary', None)]"
The processor is very quick and effective as I load webpages and applications.,"[('processor', None)]"
My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!,"[('battery', None)]"
"I will NEVER buy (Refurbished) again, I don't cae how cheap it is.",[]
"It pretty much does everything we could ever need, and looks great to boot.",[]
  It is just slow slow slow.,[]
"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.","[('line', None)]"
"As a lifelong Windows user, I was extremely pleased to make the change to Mac.","[('windows user', None), ('change', None)]"
"So, owing to these problems, I went out and got myself an Apple MacBook Pro, which I am using with great satisfaction at this very moment.","[('satisfaction', None)]"
The Macbook Pro is extremely thin and light compared to those heavy Windows Laptop.,"[('macbook pro', None)]"
So this was great for me.,[]
This is the first macbook I have ever had.,"[('macbook', None)]"
The acer one compuer is a great computer.,"[('compuer', None), ('computer', None)]"
another problem.,[]
"The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.","[('laptop', None), ('computer', None)]"
"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!","[('needs', None)]"
"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.","[('machine', None), ('price', None)]"
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.","[('performance', None), ('netbook', None), ('quality', None), ('battery life', None)]"
"I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.","[('laptop', None)]"
MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,[]
"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",[]
Pay attention to the specs if you want these options.,"[('attention', None), ('specs', None)]"
"  Stupidly, mind-numbingly slow--then I found it can only be loaded with 2GB *maximum*.","[('mind', None)]"
It also does not have bluetooth.,"[('bluetooth', None)]"
