text,terms,lab_sim
"i don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so i can't reccomend it if you are in the computer field.",[],0.49919993
"newegg's rma service was great as always, i contacted them late friday night, and they issued me an rma number and a prepaid ups shipping label the very next morning on saturday.",[],0.329919
i'm very impressed.,[],0.19210856
i spoke to 4 different people and was told they needed to transfer me to a 5th person!,[],0.077728234
i have owned many computers and laptops.,[],0.5188093
i recently purchased the mini and absolutely love it!,[],0.4237996
"yes, i have it on the highest available setting.",[],0.207308
not to mention it has shit gigs.,[],0.4129526
"i paid for extra memory and the 17-inch screen, as well as the top of the line dvd and cd burners.",[],0.49188662
"its pretty fast and does not have hiccups while i am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",[],0.5129535
the case is carved out of a single block of aluminum.,[],0.15798369
i bought this laptop and found its tab is not functioning.,[],0.41891932
"if i had to buy another computer, i would most definetly buy an acer one computer.",[],0.57876426
i previously owned an hp desktop and a dell laptop.,[],0.63586897
this thing is a lemon.,[],0.21063352
my laptop is almost 2yrs old and i have never had any problems with it.,[],0.59212023
"we now own two of these, identical.",[],0.21480238
i've already recommended this laptop to a friend who eye'd the computer when i took it out of my bag.,[],0.6763576
"once you go mac, you can't go back!",[],0.40969154
the much lauded combined touch pad and clicker is a nightmare.,[],0.4333329
"they're easy, fun, powerful and will last a long time.",[],0.26363236
"i let my friend borrow it, and she knows nothing about computers, and she used it with ease.",[],0.6561385
"if that is the case for you, i would suggest a pull-behind solution when looking at cases.",[],0.16682968
"i had to call apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",[],0.4721116
i respond that i do not have the old computer...,[],0.47863838
i homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,[],0.3763231
"programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",[],0.6336784
i work with kids and they love making short videos on there.,[],0.2926593
"it is very durable, i am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",[],0.340586
instead it is sitting in west verginia waiting for ups to take two days to send me a box and two days for them to ship the computer some 691 miles by air? to louisville ky.,[],0.3075707
i find myself using the 10-key more than i thought i would.,[],0.3492239
fan noise: the fan made a constant hissing noise in the background.,[],0.19196591
"i believe this is because i was more active than the average user, meaning i average about three ""tabs"".",[],0.2631917
best buy rocks!,[],0.39684418
a couple things you should know:,[],0.1841802
"bought the first asus laptop in san francisco, returned it in santa maria, thinking it was just a problem with that computer.",[],0.5849134
it has a .1 ghz faster processor and a stock 500gb hard drive.,[],0.5426981
all the yada-yada.,[],0.061630137
i had the computer for a full year and it was a new computer.,[],0.5955603
""" this isn't a big deal, i haven't noticed the issue with dvds or other media, only through usb output.",[],0.33244914
i love it!,[],0.15960014
"i bought a logitech desktop set in anticipation for using with the mbp, but i use the touchpad 90% of the time.",[],0.42806256
two of the times was in one month.,[],0.09334167
"so needless to day, i'm not happy.",[],0.17217171
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,[],0.33905697
"although i was promised about 10 hours, i found myself to a limited 7 hours (which is still amazing).",[],0.24830355
it was also cheaper than the pro which made it even more appealing to me.,[],0.4554901
"typically, when i purchase a new laptop i always end up using an external mouse for convenience.",[],0.47896942
consumer report recommended toshiba.,[],0.6380684
needless to say i told them no and have a nice day and hung up!,[],0.0713589
"the only thing that can be updated is the video, other than that you're all set.",[],0.20379315
it wasn't worth it.,[],0.23438607
and i babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,[],0.41185436
this computer literally takes about five minutes to start up and to be able to use without it crawling and i do mean crawling.,[],0.5116393
i had less problems.,[],0.39068985
it will be returned in the state to which it was shipped michigan.,[],0.15095827
my next laptop will also be a mac!,[],0.5576357
but not in this case.,[],0.16810326
"taking notes, research, an online class and such and didn't want to spend too much on my first machine.",[],0.50308925
"when i got this laptop in 2007 to help me with school, i had a hard time from beginning.",[],0.65642095
i do not know for sure.,[],0.117760375
every single one we've gotten we've had problems with.,[],0.20731023
"(if you ever see the spinning beachball come up when you think it shouldn't, check the ""activity monitor"" app to see if the disk throughput has temporarily dropped to zero.",[],0.3333099
about 1/2 of the sites i need to visit because of my work contain some type of flash.,[],0.21683368
"it was a great laptop, ran great and was really fast.",[],0.6884147
return it.,[],0.26079097
my review mainly talks about the difference i have felt between an early 2011 and late 2011 mac book pro.,[],0.5138219
that was a big mistake.,[],0.10402956
"the processor went on me, the fan went and the motherboard went.",[],0.37665376
"even though it is running snow leopard, 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.",[],0.44551194
seriously why haven't they just replaced it by now.,[],0.36577648
there is no number pad to the right of the keyboard which is a bummer.,[],0.29937857
"it is a big big, but since it has a 18.4"" screen what would you expect!",[],0.35488656
i have never had an experience like this.,[],0.21042775
we haven't had any problems with it at all.,[],0.35694516
returned it to walmart.,[],0.39593977
i love everything about it.,[],0.21831314
it's slow and one day i hope to have the money to get rid of it and buy something else.,[],0.51872855
all was well.,[],0.22913054
"all the programs are easy and straight forward on my macbook pro, it is clean and organized, which i always strive to be myself.",[],0.5265471
he said quite a number of people had encountered this problem and said it is a common issue.,[],0.21402705
not worth it one bit.,[],0.2689105
"first of all, they had no record of me having the 3 year warranty i'd paid almost $400 for, and i had to call in, spend hours on their online chat service, and fax in multiple documents.",[],0.3518917
"i hate to say this, but if i could take this back to the shop and get my money back, then i would.",[],0.31533644
it makes doing schoolwork at night so much easier.,[],0.21218595
"being only 2 months old, i am not a happy camper!",[],0.094257616
i love to write and play with graphics and html programming and my new toshiba works great on both!,[],0.5674146
"such as pages, numbers, and so on.",[],0.20588745
"the mac takes about the same amount of starting-up time as the average pc, but keeps itself cleaned up and ready to use.",[],0.4899933
its hard to encounter a problem on a mac that would require such abrupt action.,[],0.36101606
i loved it.,[],0.1207721
"if anything, i would only suggest using one of these laptops if only you have to.",[],0.6068689
i sit down and use my husband's work pc and i don't like it one bit.,[],0.5474119
you have to toss out the wifi card and replace it just to have any sort of network capability.,[],0.25012785
"and the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",[],0.4722436
the place we bought it from said that after they send it out to gateway 4 times they would give us a new one.,[],0.40638807
"the flaws are, this computer is not for computer gamers because of the os x.",[],0.5850425
"i tried giving it 0 stars but i had to choose at least one, but imo no stars",[],0.16128874
they need to stop outsoucing and send some complaint calls to us based customer service agents for those who live in the united states.,[],0.19069651
then after paying for it to be examined i was told it was same problem cited on website but i'd have to pay anyways since it was past warrenty.,[],0.26810804
they claim that i should be happy because i am getting a new laptop to replace my two-month old laptop.,[],0.6701486
and having to deal with the company has been a even worse nightmare.,[],0.25706995
i have owned many different brands of laptops in my life.,[],0.7001797
tons of bloatware and junk programs.,[],0.4969679
i decided to get this pile of crap on a whim and totally freaking regret it.,[],0.30982268
never been hacked.,[],0.22303367
it's so bad that i'm thinking i only got half a battery or something.,[],0.43108782
i think it was seventy nine plus tax.,[],0.04677155
"in summary, take your money elsewhere.",[],0.13578631
the processor is very quick and effective as i load webpages and applications.,[],0.5154667
"i will never buy (refurbished) again, i don't cae how cheap it is.",[],0.5486861
"so, owing to these problems, i went out and got myself an apple macbook pro, which i am using with great satisfaction at this very moment.",[],0.6277078
so this was great for me.,[],0.2602973
another problem.,[],0.21564864
"so, if you're thinking of a laptop, i would heartily recommend theapple 13.3 macbook pro notebook computer (z0j80001) notebook for all your needs!",[],0.6138885
"the ""time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",[],0.109670945
pay attention to the specs if you want these options.,[],0.31147343
"stupidly, mind-numbingly slow--then i found it can only be loaded with 2gb *maximum*.",[],0.43091193
it also does not have bluetooth.,[],0.38617676
i can do pretty much 75% of what i do on my desktop on my kitchen table.,[],0.397522
"during that time, i had to send it back 3 times.",[],0.2892223
i left the place angrily.,[],0.06408012
i my wife is also now the proud owner of a macbook as well!,[],0.5783517
very annoying.,[],0.16090073
my main reason to convert was the imovie program.,[],0.2947781
"if you need an affordable, entry-level laptop, this will fit the bill.",[],0.63648415
it may take a little getting used to but you don't have to worry about viruses or other headaches.,[],0.42802846
i still have that stupid bluetooth mouse to!,[],0.45909187
"it is so great, i can hardly ever take my hands off it!",[],0.34656844
i remind myself from time to time to take off my watch when ever i look at the small scratch that it has caused.,[],0.23141684
"i got it back again and was told the motherboard had been replaced, so i was now on the second motherboard within 3 months.",[],0.45220044
2nd best computer in the world only one way this computer might become the best is that it needs to upgreade patches to make less easier for people to hack into,[],0.4951358
"not only are the versions of these programs able to be saved, worked on and opened on both a pc and mac, the versions of these programs on a mac are graphically and functionally superior.",[],0.38031068
by air sounds more like by truck to me.,[],0.024310078
so far it has been five months since the last problem was fixed and i am praying it has finally stopped.,[],0.33921123
it's outstanding too.,[],0.30799806
so i'm disappointed in that because communicating with my relatives out of the area is a priority.,[],0.13259548
"a month later, we reinstall the os (vista).",[],0.48864684
"some problems can be fixed if you purchase new software, but there is no guarentee.",[],0.4471614
just chill and enjoy.,[],0.08672637
it is her first laptop and she is thrilled.,[],0.5969203
i should have sent it back to them then.,[],0.24677
if this would be your first mac purchase then i would highly suggest that you take advantage of the class that they offer to learn about the differences between mac and pc's.,[],0.5137244
i bought this laptop so that the entire family had a computer in the living room;,[],0.61850727
don't waste your money or time.,[],0.26551512
"well, i bought this laptop a month or two ago.",[],0.71052754
this is starting off good.,[],0.16289943
the large screen also helps when you are working in design based programs like adobe creative suite.,[],0.45288068
the only pro to this computer is it was under $600!,[],0.66639197
moral of the story:-do not buy anything from companies that do not respect their customers.,[],0.20883368
"after 3 pleasant weeks of use, the laptop just died.",[],0.62894887
each time taking about 1 day or so.,[],0.17051528
second hdd cover has walls inside that need to be broken if you what to install one.,[],0.20832482
if you want more information on macs i suggest going to apple.com and heading towards the macbook page for more information on the applications.,[],0.45833674
"so a couple of years later, i was a dumb college girl and had to have the wireless internet.",[],0.38998553
"in my line of work, i often have to take work home, and this makes it so easy.",[],0.2836229
"they told me to reprogram the computer, and i didn't need to do that, and i lost pictures of my oldests first 2 years of her life.",[],0.30202925
i bought this laptop for my son in 2007 for his christmas present.,[],0.6773809
i hate it.,[],0.13736334
i will have to purchase spy ware or nortell for privacy protection.,[],0.32325372
you will not regret buying such a great thing like this!,[],0.32822856
i was said it's videocard.,[],0.5024125
plus stylish.,[],0.28484002
i took the computer into best buy where i purchased it and they kept it over night to study it.,[],0.47199374
"if your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",[],0.48179436
"unless you don't care how long it takes to get going, find something else.",[],0.21029983
(you may be reading one now!,[],0.13158941
the only thing i wish is the 15 inch macbook pro has much better speakers on the side of the keyboard.,[],0.5235487
this is the first apple product that i have purchased.,[],0.42843783
this causes my wrist to scrape up against it.,[],0.20743293
enough said.,[],0.19614491
i do not plan on going back.,[],0.11529543
"no laptop is perfect, but sometimes you just find a computer that works for you.",[],0.6529914
"called tech support and got the usual acer ""we don't support software but for $$$ we can help you"" i explained there was no software involved in booting.",[],0.2913032
i would never tell anyone to buy one either.,[],0.35951877
i can't say enough good for it!,[],0.2165832
comfterbale to use light easy to transport.,[],0.1842419
i was tired of going without my laptop every few weeks.,[],0.67211246
"it crashes, and when it goes flat, it just dies (like a pc, maybe worse) and i loose all my open documents!",[],0.41029876
i also like that you can scroll down in a window using two fingers on the trackpad.,[],0.43574473
i am now making a point to avoid their products and i hope my experience can serve as a warning to you as well.,[],0.24372941
i'v spent as much for shipping as i would to buy a new netbook -- of course a different brand.,[],0.6054416
"when you look at the specs on apple products in comparison to a dell or a hp, yes they do seem to offer less for a higher cost.",[],0.48361027
""" then i proceed to tell her that i checked out other retail stores that carry the netbook and it wasn't like that.",[],0.38753867
then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,[],0.06969632
what a mistake!,[],0.11552363
"three years is a decent life, but this must make it to graduation and beyond.",[],0.17894067
then it ceased charging at all.,[],0.26918712
"i am not much of a computer techie, so i can understand some of the internal problems, though i do have trend micro as an antiviral program.",[],0.4291973
"the computer continued to give me issues and in late june it completely died again and i tried to call acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",[],0.5288237
i've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,[],0.4529387
i like it!,[],0.12959307
so we got a good deal on hsn for an ascer notebook and we bought it for him.,[],0.41832986
its still going.,[],0.20391184
i have not had a problem with the applications quitting or freezing.,[],0.36949265
"prior to this computer, i owned a powerbook g4 for 6 years (quite a long time for a laptop).",[],0.6799097
the advantages of owning 'a 'mac are numerous.,[],0.54610366
i challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,[],0.2799764
this wiped out several programs that were installed on the computer when it was bought.,[],0.4418423
the computer blinks it shuts off at will.,[],0.37032816
"i have vista, so i am unable to install and uninstall some programs.",[],0.2066045
"i can do everything i could before, only faster and more efficiently.",[],0.3409499
i dont understand why i spent twice as much to get a laptop rather than a desktop when my lap top is completely immoble.,[],0.6057817
here we are another year later and the computer is doing the same thing.,[],0.42970443
"despite the plethora of problems, i managed to use technological trickery to keep the machine operational for two years.",[],0.46347865
"i had my iworks, itunes, email, ms office, network and printers set up and completely working perfectly within an hour.",[],0.46628833
two times with in one month.,[],0.10973949
"if it's not shipped on the next business day, called on a friday they are closed on weekends, what was the next step.",[],0.07109545
") i also purchased applecare for $300, which is a three year extended warranty, since i ve never seen any laptop that lasted more than two.",[],0.55280477
"c'mon, lg.",[],0.20197667
"if you faintly come close to touching this thing while typing, all craziness may break loose.",[],0.29452375
finally was able to reach a young lady in california and ordered the machine and was subsequently given a delivery date.,[],0.24022053
i definitely will buy a mac again if and when this computer ever fails.,[],0.61973953
take your time and go through the tutorials patiently.,[],0.18153204
"when i got it, i immediately noticed that it was quite heavy and thick and not really attractive.",[],0.2213943
they only stay charged a little over an hour.,[],0.15409888
i had never owned a mac before;,[],0.6247134
"the 4 usb ports are nice, but the two on the side only work now and then.",[],0.36868793
i could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,[],0.21543719
i try to use it today and i can't logon.,[],0.30560496
i returned the computer to hp and they kept it for 3 months.,[],0.67298347
"when i am next to my router on my hp i get full service, on my eee pc i get 3 bars.",[],0.2953704
i got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,[],0.43888196
the letter a stopped working after the first week.,[],0.24874736
this is what i call a good after sales service.,[],0.30553028
i took off a star because the machine has a lot of junk software on it.,[],0.421298
i would buy one of these for every person in my office if i could.,[],0.3628058
tried to make a recovey disk wouldnt get passed the first recovery disk.,[],0.23045847
"i have never had it crash, randomly turn off,",[],0.46768287
however the frozen screens kept happening.,[],0.35906568
ive owned apple computers and laptops for as long as i could remember.,[],0.603303
i had the bulk of problems with my lap top within the first six months.,[],0.5992087
with what i paid for this computer it should have had everything on it.,[],0.5340702
i went to my local best buy looking for a new laptop since mine broke.,[],0.58248276
"not a bad laptop, it's a bit slow, but gets the job done.",[],0.7206369
"honestly, i spent more time waiting for it to unfreeze then actually doing what i got on there for!",[],0.28870964
this a starter notebook.,[],0.5501035
no i am generous calling it slow.,[],0.26520377
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",[],0.27797312
"i called back to ensure that received it, they had.",[],0.19483271
"if you can afford a new laptop, and are in the market for one, of course, then definitely go for this.",[],0.62665796
got the computer back a month later and it was still broken sent it out again and they repaired it.,[],0.5745428
"now, the next issue i had freaked me out.",[],0.099593975
i love ths notebook.,[],0.49344197
this is not a serious gaming laptop or a serious media machine;,[],0.60552174
"even if apple replaces whatever needs replacing i wonder if, since i seem to be doubling the amount of time i get out of it each time it's ""like new,"" i might have 8 months next time.",[],0.46023956
i got this laptop on black friday.,[],0.5804553
they replaced my hard drive as well as my mother board.,[],0.4398056
i fell in love with it.,[],0.3429024
"it was just one problem after another for me, and that's reason we had forked out so much money was so we wouldn't have anything to worry about.",[],0.22615685
and it comes with the new osx that comes with new features that makes the use more easy.,[],0.5585091
as a graphic arts a retired instructor i still love to play with the graphic with photos and clip art .....,[],0.19933477
my wife also has problems with her asus - different model.,[],0.45648313
both computers started acting extremely slow within the first year of owning them.,[],0.56896603
"bought from wal-mart, i believe that this laptop was a repaired item.",[],0.57512707
couldnt not use it.,[],0.33322167
"i sent it back and found this time that the battery was faulty, so i got a new one and some other fixes they found.",[],0.39114603
they didn't even try to assist me or even offer a replacement.,[],0.2763961
the people there just changed for me on the spot and i got a new arm piece and they didn't even request for a receipt.,[],0.16842002
i take it everywhere with me because it's so easy to carry.,[],0.14514497
the first fell apart right after the 1-year-warranty.,[],0.381182
i am finding my way around this laptop better than my last one.,[],0.70998806
"they told me it was my loss even though it was the computer, not what i've done.",[],0.49516267
"about 2 months ago i bought the 2011 macbook pro, which was an upgrade from my 2010 macbook pro.",[],0.5395379
oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all i use the old word processer which works good.,[],0.3757818
"they went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",[],0.36315715
"*4 weeks after giving the computer for repair*-annoyed at machouse amsterdam, decided to send complaint email to apple.",[],0.46346855
"while there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on pc computers and laptops that i've used.",[],0.37373614
bought with a credit card.,[],0.25183588
""" i've had it now about 2 months and absolutely love it.",[],0.31513697
i returned the 2nd laptop for a full refund.,[],0.62632334
really no problems with the hand me down computers i received from my children.,[],0.60748976
i did not take the class and wish that i would have.,[],0.1393555
it would be a load on long trips where a lot of walking is required.,[],0.18435052
not good for a person who gets online daily.,[],0.34539592
"i can't even remember how i finally got it taken care of, but i was done with sony after that!",[],0.43780956
so it was only about 2 weeks ago.,[],0.14849606
there is nothing better.,[],0.23224466
"it is known as safari, and if you are doing any website work, you should know that many hosting companies do not support it.",[],0.23720615
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,[],0.29894632
i have used a couple of others on the job as well.,[],0.25980434
"posted nov 8, 2010 - two weeks ago i bought this notebook.",[],0.5588536
i am also upset with cr for giving a good rating.,[],0.14934397
the so called laptop runs to slow and i hate it!,[],0.6672033
"this is the first laptop i've owned, althougth i used several at my previous job.",[],0.6700649
"those moments in thime where you want to throw something against the wall? yeah, i wanted to throw that lap top out the window and light it on fire.",[],0.30191097
i don't really have a complaint.,[],0.3002384
i'm pretty sure it's not newegg's fault but when you turn on a computer you just bought you want it to at least get to desktop.,[],0.4430936
best buy ended up junking the computer and giving me a replacement computer.,[],0.621876
if i have a problem with any of my apple items i make an appointment at one of my local stores and they work on correcting it right there.,[],0.35268956
"so i called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, i just chose to hide the message.",[],0.30020714
enough said.,[],0.19614491
my son said it popped up and he clicked update.,[],0.30313942
i lost two items i was working on until i figured out what was happening.,[],0.21523401
stopped booting up less than a week after my one-year warranty was up.,[],0.45224553
i have used a computer at work but having your own personal laptop is awsome!,[],0.58420485
later it held zero charge and its replacement worked for less than three months.,[],0.29072583
"the second issue i had with it occured a month later and it kept overheating, even if on for less than an hour!",[],0.41643092
good luck with your purchase options.,[],0.37673768
"buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old mac.",[],0.5417473
very disappointed!,[],0.17227273
they are asking me to ship the unit back to fix it at their site.,[],0.2989423
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,[],0.4558811
unless you need the bluetooth 3.,[],0.36733943
that is pretty sad when they name them specifically.,[],0.01041596
no viruses.,[],0.45935395
it is everything that i would want in a computer.,[],0.53526896
do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,[],0.62540495
"however, if i sound enthusiastic about this, i am!",[],0.17269552
you will fall in love with it in no time.,[],0.16956154
i give this laptop a five star review i love it and it has done chams for me.,[],0.62407446
they removed them and returned the computer to me.,[],0.47410947
"on 3 july 2004, i purcased this model at best buy for about $150",[],0.4136527
i went with him and we picked this one.,[],0.004579199
best thing is i can use existing 32 bit old programs.,[],0.34873468
"mom, dad, brother, sister, you name it!",[],0.03863103
i have to keep turning it until it decides to lower and there is no mute.,[],0.25750902
after that i turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,[],0.28134227
"u can do what u want in just few seconds, even to start up your computer takes few seconds.",[],0.4117175
it's the most wonderful thing in the entire world.,[],0.19532539
"so i'd pop them off to see what the problem was, well guess what? the darn thing wouldn't go back on.",[],0.13897204
getting the apple care plan is a must.,[],0.40959162
"i've saved a lot of time and headaches so far, using my new macbook pro.",[],0.6634224
-apple offers to send replacement and after 10 days i send them the old computer.,[],0.51060855
"so far, i have no complaints.",[],0.43655947
his was worth $36.,[],0.13162015
"i spent 2200 dollars on a ""top of the line laptop"".",[],0.64395833
"i am constantly trying to uninstall programs, clean cookies, and delete unused files.",[],0.24264723
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",[],0.44526675
i think that if it is the motherboard again so soon that they should replace it.,[],0.44689375
"the computer loads in about a 1/10th of the time that my pc did, and i have all of the programs that were on my pc.",[],0.33388737
i made the right decision.,[],0.20060194
"overall, it's ok.",[],0.2867537
"the newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",[],0.54702705
i am very happy!,[],0.1732296
"as with any laptop not purchased with software options, it comes with a lot of what i consider useless applications.",[],0.56528026
i occassionaly use it for work via vpn and it has not given me any problems.,[],0.3327561
i sent it back and they lost it.,[],0.31326932
"do you think i purposely ""destroy"" my netbook, so that i can demand a new set? do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? or rather no solution.",[],0.37735787
i'm having the laptop returned unrepaired since paying $176 every 3 months just isn't worth it (that's about how long the port seems to last).,[],0.6431669
ok first.,[],0.13640252
"so if you move laptop a lot, it might get loose, however it sits pretty tightly.",[],0.36129776
another satisfied customer.,[],0.36726627
highly recommended!,[],0.24635585
"the cool thing about the mac book was that i went on my honeymoon and shot a bunch of pictures and movies with my iphone, then i came back and put them onto my macbook and made a pretty good dvd movie with all the pictures and videos from my trip.",[],0.44649234
"for two months, when you guessed it.",[],0.13618064
"as it turns out, i just didn't know any better.",[],0.25709102
what can i say.,[],0.20057797
what's also interesting is this survey changed my ratings the first time i submitted it in case it doesn't keep what i put here are my aratings,[],0.15561014
"now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",[],0.36651856
she can't tell the difference between it and her regular desktop system.,[],0.4504587
with in weeks of purchasing my computer is began to slow down.,[],0.6033561
it doesn't bother me though.,[],0.1899767
i've had this laptop for about a month now.,[],0.71616995
it was okay for over a week before the blue screens started occuring again.,[],0.4191722
english must have been his third or fourth language.,[],0.011026692
battery is not upgradable to a longer life battery.,[],0.28685427
i am just one of the million customers.,[],0.3499111
it has times were it freezes for 10 seconds and then starts again.,[],0.3559451
returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,[],0.47992533
i am taking back today.,[],0.15887518
"my parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",[],0.26672134
"-complied to their protocol, called number, made ""case"", got an email address to send complaint.",[],0.07134118
but after i got used to it i love it.,[],0.32397106
"after 4 days, being denied 6 times and told off once, i managed to get through and was able to send them a scanned copy of the receipt.",[],0.14092992
"overall, i experienced a huge change in that my mac runs pretty fast compared to my old pc.",[],0.6066743
they are closed at 9pm eastern.,[],0.014642041
"in those three years, i've had a couple of minor problems and both were resolved by apple quickly and easily.",[],0.547747
"i was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",[],0.49643552
the machine has a bluray player the book has no mention of it or how to connect it to your hdtv.,[],0.27597123
they are by far the easiest systems to actually learn about computers with.,[],0.46362284
i will be patient for few months.,[],0.29663283
this apple navigates you thru the unexplored world of the internet.,[],0.42842284
this was purchased for my daughter and i was pleasantly surprised.,[],0.37887532
finally set the unit back to hp after a month of hell.,[],0.45953152
"i couldn't afford a new mac, so i bought a pc instead.",[],0.61524546
it was always getting froze up.,[],0.3243016
"my information was all lost (my fault, i know, but i never thought i would need to back up my information on a brand new mac, the paragon of all computers!",[],0.4509415
but no one could tell me when my part would be shipped nor could they tell me where to buy it on their website!!!,[],0.13679819
i got the blue screen of death the first month i got it.,[],0.4294958
"i had of course bought a 3 year warranty, so i sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",[],0.28383294
"apparently there is a manufacturing defect, something with the amount of thermal paste.",[],0.24904841
despite the claims of the apple apologists (a vice of which i am recently myself reformed) the internals of mac laptops are no different from pcs' at this point.,[],0.56798506
now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag.,[],0.42047402
"otherwise, all other features are a 1",[],0.3087117
"so in late march, early april 2009 i was without it again for a couple weeks while i had online courses i had to complete and my fiance was in afghanistan and web conferencing was the best communication method we had.",[],0.25185534
i pondered very long over this decision.,[],0.15834752
this thing sucks!,[],0.3055876
"okay, let's just start out by saying i am in no way a computer techy.",[],0.3858798
it was a waste of money from day one!,[],0.28023878
but in fact it is totally the opposite.,[],0.09342374
it's a joke.,[],0.10038954
i started hainv problems with it within the first month.,[],0.28551906
"i'm honestly afraid that it will burn me, it's that hot!",[],0.13135275
but i don't see it as a problem.,[],0.193964
numerous problems over the next 3 weeks until i got the blue screen of death and had to send the pc back to hp.,[],0.52640194
i think this will happen to any new version of computer/phone released and i need to wait for the next set of updates to have all of this fixed.,[],0.2919353
i found this laptop on sale for under 6000 at best buy which was a great deal!,[],0.5590749
i got my macbook pro because i wanted to do all the stuff i need to do without worrying about the system quitting on me or freezing for a few minutes.,[],0.6529484
"they're absolutely useless, unless you count the joy of releasing anger while smashing into little peices against the wall.",[],0.17852852
was a great deal i will give that.,[],0.31078568
i have used pc's and converting to this macbook pro was easy.,[],0.5044448
"if what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",[],0.56643635
"-apparently, contactus@euro.apple.com is not a good address to send complaints.",[],0.43521193
"it doesn't have a lot of frills, but i didn't need any, and being able to buy what i needed, and not more than i needed was very important.",[],0.13443296
i am sorry that i purchased this laptop.,[],0.6527595
i am a college student and it has been very useful.,[],0.38012138
"i needed a new computer for graduate school (had never owned a laptop before), and the only reason i didn't purchase a mac was because my school's website strongly recommended students purchase pcs.",[],0.58754367
"i have had another mac, but it got slow due to an older operating system.",[],0.53250575
"i'ts nice to have the higher-end laptops, but this fits my budget and the features i need.",[],0.72027457
"was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",[],0.517885
"but, at the same time they (the company) would not and could not do anything about my problem.",[],0.16911174
just a black screen!,[],0.3804201
"eventually my battery wouldn't charge, so unless i had it plugged in it wouldn't even power on.",[],0.31385842
recently there are a few incidents that annoy the hell out of me.,[],0.0801876
"purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",[],0.7227785
without having to have extra equipment and/or complicated routes to take to be able to do so.,[],0.17892708
my first problem was with the pre-loaded norton firewall/security program.,[],0.23456898
"i had a usb connect but, i can't use it because it is not compatible.",[],0.21318343
i ordered four d620 laptops.,[],0.48057565
"i know that everyone thinks macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that best buy offers).",[],0.4285302
i love the multi-touch trackpad.,[],0.47129336
i was psyched.,[],0.1338569
"not too much ""junk"" software to remove.",[],0.4653231
"the difference in the apple keyboard from a pc's keyboard took a bit of tim to get used to, but overall it's worth it!",[],0.56099284
