text,terms,lab_sim
this is a great laptop and i would recommend it to anyone.,"[('laptop', None)]",0.70680666
they definitely have a superior product!,"[('product', None)]",0.31510508
a great computer for light home use and business use.,"[('home use', None), ('computer', None)]",0.68306977
bought it to use mostly for oline classes.,"[('oline classes', None)]",0.3029629
"also consider the ms office apps are all trial versions, hope you have your own copies.","[('ms office apps', None)]",0.3185429
this computer was awful!,"[('computer', None)]",0.5675953
the battery life is amazingly long at 7hrs and 5hrs if you use it.,"[('battery life', None)]",0.41410115
my previous purchases were with dell and hp.,"[('hp', None), ('dell', None)]",0.52622485
i purchased an hp right after my high school graduation.,"[('hp', None)]",0.52400756
it is very user friendly and not hard to figure out at all.,"[('user friendly', None)]",0.41663805
"lightweight, long battery life, excellent transition from pc;","[('transition', None), ('battery life', None)]",0.57590264
the price is another driving influence that made me purchase this laptop.,"[('laptop', None), ('price', None)]",0.56589985
i am first time mac buyer and am amazed at features and ease of use the mac offers.,"[('features', None), ('use', None)]",0.6233293
"i noticed windows has a new system called windows 7, what about us vista users? they should get all the bugs out of vista before investing in a new system.","[('windows 7', None)]",0.36571434
"when we bought our new hp comouter in dec. of 2008, we wanted windows xp, but were told it would cost an extra $159, so we went with vista.","[('windows', None)]",0.47437358
"the only thing that i have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.","[('keys broad', None)]",0.24766044
"i'm still within the one year warranty but the repair ""depot"" has deemed that this time it was caused by physical abuse and is not covered.","[('repair', None)]",0.31475383
the computer was delivered as promised.,"[('computer', None)]",0.48894346
this is the complete opposite to an ergonomic design.,"[('ergonomic design', None)]",0.27026314
i would like at least a 4 hr. battery life.,"[('battery life', None)]",0.39062324
"wireless has not been a issue for me, like some others have meantioned.","[('wireless', None)]",0.3748461
"macbook notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.","[('background programs', None), ('battery life', None)]",0.56735015
i guess the only good thing that came out of these were the speakers and the subwoofer.,"[('subwoofer', None)]",0.35222334
all for such a great price.,"[('price', None)]",0.27458245
"i already own an iphone, and so the move just made more sense.","[('iphone', None)]",0.39568835
"this computer gets very hot, before shutting down.","[('computer', None)]",0.3775673
another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,"[('left mouse key', None)]",0.55159247
it is trash!,"[('trash', None)]",0.2793903
it has good speed and plenty of hard drive space.,"[('hard drive space', None), ('speed', None)]",0.59930307
clear picture on it and everything.,"[('picture', None)]",0.33258614
"overall though, for the money spent it's a great deal.","[('money spent', None)]",0.43076998
it's so useable and responsive.,"[('useable', None), ('responsive', None)]",0.61027485
"a little pricey but it is well, well worth it.","[('pricey', None), ('it is well', None), ('value', None)]",0.41415757
very long-life battery (up to 10-11 hours depending on how you configure power level settings).,"[('power level settings', None)]",0.20953615
"screen is awesome, battery life is good.","[('screen', None), ('battery life', None)]",0.624569
the black model also has a very nice seamless appearance - one of the better looking notebooks i've seen.,"[('notebooks', None), ('look', None)]",0.4347768
in my opinion it was not as user friendly as i expected either.,"[('user friendly', None)]",0.3326239
the technical service for dell is so 3rd world it might as well not even bother.,"[('technical service', None)]",0.5401927
the graphics were awful and the warranty isn't even worth the cheap payment on the computer.,"[('warranty', None), ('graphics', None)]",0.63387185
"i've had the macbook pro 15 for about three weeks, and it really is a great computer.","[('macbook', None)]",0.6220021
"they gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.","[('battery', None)]",0.4722481
i'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.,"[('machine', None)]",0.43092456
but other then that i would give this product a 4 in hafe stars.,"[('product', None)]",0.11628665
"if you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, i bought the white one from best buy.","[('looks', None)]",0.29434064
the reaction of toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,"[('toshiba', None)]",0.48834044
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.","[('applications', None), ('price', None), ('performance', None), ('look', None)]",0.55768645
excellent speed for processing data.,"[('processing data', None), ('speed', None)]",0.4187412
i am not happy at all with the product i purchased.,"[('product', None)]",0.36454603
when you call tech support you were routed to someone who was in another country and did not know what they were doing.,"[('tech support', None)]",0.25073937
"it has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.","[('scheduling', None), ('use', None), ('parents business expenses', None)]",0.5623891
it's a mac!!,"[('mac', None)]",0.5223806
it was weird.,"[('weird', None)]",0.047152802
the apple pro notebook will not let you down.,"[('apple pro notebook', None)]",0.5565259
i tried out another mac for a few months before buying this one and it is a great machine.,"[('machine', None)]",0.733515
somehow the system clock got messed up after reboot.,"[('system clock', None)]",0.2980128
i visited the apple store and was impressed with the 17-inch macbook pro.,"[('17-inch macbook pro', None)]",0.6487062
i will never go back to windows!,"[('windows', None)]",0.39454177
"looking to take my video and photo editing to the next level, i decided to purchase the mbp 15in intel core i5 after reading consumer reviews as well as professional reviews of this laptop.","[('mbp 15in intel core i5', None)]",0.5364203
it doesnt work worth a damn.,"[('work', None)]",0.33408588
"hp pavilion dv9000 notebook pc when i first got this computer, it really rocked.","[('hp pavilion dv9000 notebook pc', None)]",0.6361528
it works really well.,"[('works', None)]",0.3977869
lord have mercy!,"[('lord', None)]",0.08477586
the built in camera is very useful when chatting with other techs in remote buildings on our campus.,"[('built in camera', None)]",0.35268146
it works fine with our wireless and they've had not problems.,"[('works', None)]",0.19484787
product support very poor as each phone call costs me long distan,"[('product support', None)]",0.36744943
"overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","[('screen', None), ('computer', None)]",0.5626023
the casing of the power cord fried and shocked my husband when he pulled it out of the socket.,"[('casing of power cord', None)]",0.2810094
it does not keep internet signals no matter where you bring it.,"[('internet signals', None)]",0.21997732
apple is one of the best computer companies in the country.,"[('apple', None)]",0.60076153
frustrated i hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,"[('turnaround time', None)]",0.20543963
"my son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.","[('kyle', None)]",0.17079501
it's a great product for a great price!,"[('product', None), ('price', None)]",0.33088344
but see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,"[('price tags', None), ('price tag', None), ('software', None)]",0.48528147
dell wanted to charge us for everything everytime i called them with a problem.,"[('dell', None)]",0.45324904
i have had my dell latitude for almost three years.,"[('dell latitude', None)]",0.6461655
may be better for the occasional web surfer.,"[('web surfer', None)]",0.42192018
obviously we both got new macs.,"[('macs', None)]",0.47296005
"my iphone synced right up just like a person would expect, unlike the pcs in our lives.","[('iphone', None)]",0.3612389
keyboard good sized and wasy to use.,"[('use', None), ('keyboard', None), ('size', None)]",0.51590306
hp said it was out of warranty.,"[('hp', None)]",0.46238878
"i never had this kind of quality issue with dell (not to say dell is that great), not with a brand new laptop.","[('quality issue', None), ('dell', None)]",0.52816975
wonderful features.,"[('features', None)]",0.3560177
the laptop was really good and it goes really fast just the way i thought it would of run.,"[('laptop', None)]",0.6940612
im glad that it has such great features in it.,"[('features', None)]",0.48586312
it's just a great toy to have around.,"[('toy', None)]",0.32871103
great wifi too.,"[('wifi', None)]",0.49916878
when this happened i would have to completely power off my computer and restart it.,"[('power off', None)]",0.30633917
although i do believe that windows operating system may be to fault for some of the problems.,"[('windows operating system', None)]",0.43722478
"great os, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.","[('os', None), ('processor speed', None), ('improvements', None), ('line', None)]",0.6453176
the lcd screen stopped working on mine after 10 months.,"[('lcd screen', None)]",0.42182544
images are crisp and clean.,"[('images', None)]",0.26431587
i'm going back to pc.,"[('pc', None)]",0.374179
although its windows vista compared to windows xp sucks.,"[('windows xp', None)]",0.5559871
"we have had numerous problems with vista, such as adobe flash player just quits and has to be uninstalled and then reinsalled, internet explore just quits and you lose whatever you were working on, also, the same windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.","[('windows update', None)]",0.3431934
the dell mini was the first dell product that i had ever purchased.,"[('dell mini', None)]",0.47101986
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"[('switch', None)]",0.28143564
my mac has gone from being a trusted friend to an adversary.,"[('mac', None)]",0.36817622
it doesn't heat up like my old laptop.,"[('heat up', None)]",0.53430325
i always have used a tower home pc and jumped to the laptop and have been very satisfied with its performance.,"[('performance', None)]",0.56133354
"before i got my macbook, i owned a dell laptop.","[('dell laptop', None)]",0.6132273
this laptop is the most amazing little peice of machinery i have owned outside of the iphone.,"[('iphone', None)]",0.6200285
"the computer runs very fast with no problems and the ilife software that comes with it (iphoto, imovie, iweb, itunes, garageband) is all very helpful as well.","[('ilife software', None), ('computer', None)]",0.49409685
at first it worked well for a month or so then the system board failed and i send it in to toshiba some complaints and three weeks later i then receive my laptop back only to discover that it still has the same problem so now i have to send it back again to get it fixed again.,"[('system board', None)]",0.5526031
"until i bought the dell, i thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.","[('software', None), ('hardware', None), ('options', None), ('size', None)]",0.56828296
i don't know how i could ever live without my qousmio.,"[('qousmio', None)]",0.09797726
"it has plenty of memory, lots of hard drive, and great graphics.","[('memory', None), ('hard drive', None), ('graphics', None)]",0.60780436
it didn't take me long to get switched over to the mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"[('functions', None)]",0.6530245
"been a pc user for many, many years.","[('pc user', None)]",0.53958356
"i have never had any issues or problems with my macbook pro so far, and it is still as fast as it was when i first bought it.","[('macbook', None)]",0.51139945
my problem was with dell customer service.,"[('dell customer service', None)]",0.4593855
"there are so many things wrong with this product, it just makes me want to set my self on fire!","[('product', None)]",0.23811658
amazing machine.,"[('machine', None)]",0.40470108
dell sucks,"[('dell sucks', None)]",0.62276185
design: very durable.,"[('design', None)]",0.41051176
it is easy to go from one keyboard to another.,"[('go from one keyboard to another', None)]",0.31196114
the mac book pro performs flawlessly.,"[('mac book pro', None)]",0.6506585
has a 5-6 hour battery life.,"[('battery life', None)]",0.52856076
my only issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,"[('resolution', None), ('screen/video resolution', None)]",0.44345167
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.","[('msn messenger', None)]",0.36754164
does a great job with video shot on a canon 5d mkii.,"[('canon 5d mkii', None)]",0.16112483
"i was told by many that it was a great computer, but we got one of these, and it worked great for one year, and as soon as the warrenty was up, then it got really bad.","[('worked', None)]",0.7415287
ive had to call tech support many times.,"[('tech support', None)]",0.42357245
"the apple applications (ex.iphoto) are fun, easy, and really cool to use (unlike the competition)!","[('use', None), ('apple applications', None)]",0.50345254
hieroglyphics are quite common.,"[('hieroglyphics', None)]",0.08897115
this worked just fine.,"[('worked', None)]",0.23495655
i was so happy with my new mac.,"[('mac', None)]",0.6737521
"quality display i love hp,, it's the only computer/printer we will buy.","[('quality display', None)]",0.5586538
"despite the inconvenient weight, i opted for the 12 cell battery.","[('weight', None), ('battery', None)]",0.35833362
my macbook is faster than any comparable pc.,"[('macbook', None)]",0.5605703
i'm very happy with this machine!,"[('machine', None)]",0.4841079
i do not recommend this company or their products!!!!,"[('products', None)]",0.25481078
i like this machine because its very lightweight...,"[('machine', None)]",0.4545864
first it burned or fused the power adapter plug.,"[('power adapter plug', None)]",0.28160158
"the features are great, the only thing it needs is better speakers.","[('features', None), ('speakers', None)]",0.532506
"it was still working, but there was nothing on the screen.","[('working', None)]",0.31455913
toshiba is aware of the issue but unless the extended warrenty is bought toshiba will do nothing about it.,"[('toshiba', None)]",0.44221163
hp said i had done the damage.,"[('hp', None)]",0.25279728
"-called headquarters again, they report that tft panel is broken, should be fixed by the end of the week (week 3).","[('tft panel', None)]",0.19829586
"navigation through the computer is far superior compared to windows operating systems, as well.","[('windows operating systems', None)]",0.5216786
i would recommend this product.,"[('product', None)]",0.29164222
"the screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.","[('screen size', None)]",0.22781672
"though the picture, video, and music software is nowhere close to professional grade software im used to (cs5) but does the job for beginner and even intermediate media designers.","[('music software', None), ('picture', None), ('video', None)]",0.31225446
everything else just install and go.,"[('install', None), ('go', None)]",0.34779933
all the customers that come in hate dell.,"[('dell', None)]",0.5383125
"i enjoy very much my new toshiba, purchased specifially for attending online schooling.","[('toshiba', None)]",0.6568187
"i brought this laptop last friday, and originally it worked fantastic.","[('worked', None)]",0.6428448
"the unibody construction is solid, sleek and beautiful.","[('unibody construction', None)]",0.26523715
i want my l505-s5988 back!,"[('l505-s5988', None)]",0.38857055
this macbook is an outstanding product with great value.,"[('value', None), ('product', None)]",0.7688572
i had to re-install windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,"[('windows', None)]",0.45456007
a second problem involves the battery which is advertised as having a storage life of 11 hours but when fully charged shows only 7 hours of service.,"[('storage life', None), ('battery', None)]",0.3095902
and plenty of storage with 250 gb(though i will upgrade this and the ram..),"[('storage', None)]",0.4446613
"no temporary replacement, they are out of replacements because ""many computers had problems with the nvidia chipset""-inquired status of repair.","[('nvidia chipset', None)]",0.34223697
i took it to friend who temporarily fixed it and i finally paid about 1500 for the extended warranty.,"[('warranty', None)]",0.39829004
i bought this lap top and the charge time dosen't last as long as they say it will more like 2 hours,"[('charge time', None)]",0.40669817
"also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.","[('browser', None), ('computer', None), ('size', None)]",0.51230127
"the key bindings take a little getting used to, but have loved the macbook pro.","[('keys bindings', None)]",0.5784329
keyboard is reasonable size.,"[('keyboard', None), ('size', None)]",0.4594645
i'm now trying to decide on another dell model.,"[('dell model', None)]",0.6563342
the macbook is a fantastic laptop.,"[('macbook', None)]",0.72071403
"the screen is bright and clear, the operating system is solid and friendly to a novice.","[('operating system', None), ('screen', None)]",0.5568509
the feature are good enough for what i need.,"[('feature', None)]",0.39668024
"finally, the biggest problem has been tech support.","[('tech support', None)]",0.4705992
this laptop is great for work and doing my pictures.,"[('laptop', None)]",0.6395503
with windows laptops a wireless mouse is an absolute must.,"[('windows laptops', None)]",0.44880304
"(i had been a windows/linux user before this) i love the size because the screen is big enough for what i use it for (internet, artwork), and yet it is small enough to be reasonably portable.","[('screen', None), ('size', None)]",0.5286305
but if you're willing to pay another 200 dollar for a windows disc.,"[('windows disc', None)]",0.47926828
very good quality and well made.,"[('quality', None), ('made', None)]",0.24967238
"when calling dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.","[('dell', None)]",0.53388155
it had the full sized touch pad with 2 buttons instead of just one.,"[('touch pad', None)]",0.19962932
it was super easy to set up and is really easy to get used to.,"[('set up', None)]",0.4101922
its a good laptop for its value.,"[('laptop', None), ('value', None)]",0.70812196
probbly the worst decision we ever made!,"[('decision', None)]",0.11514385
then the hard drive failed;,"[('hard drive', None)]",0.41057032
"plain and simple, it(laptop) runs great and loads fast.","[('loads', None), ('runs', None)]",0.685779
this machine rocks!,"[('machine', None)]",0.40174004
of course my warranty runs out next month.,"[('warranty', None)]",0.38534218
the capabilities using that program alone made me want a mac.,"[('capabilities', None)]",0.51973975
no machine has come remotely close to causing as many problems.,"[('machine', None)]",0.4703819
it is the worst computer dell ever made.,"[('computer dell', None)]",0.65310764
"i have found also, it is very easy to be able to access wireless internet access;","[('access wireless internet access', None)]",0.42531213
this is a great value for the money.,"[('value', None), ('money', None)]",0.29375815
the battery has never worked well.,"[('battery', None)]",0.41914532
i can guarantee this will be the last dell i will ever purchase!,"[('dell', None)]",0.55421066
they said it was a computer error on this type of computer.,"[('computer error', None)]",0.4301347
i will never buy another computer from dell ever again do to how awful it worked and how i was treated by the company.,"[('dell', None)]",0.66568744
the only problem is a lack of screen resolutions!,"[('screen resolutions', None)]",0.5578329
"small enough to use on a long flight, light enough to carry through airports and powerful enough to replace my desktop while on long business trips.","[('desktop', None), ('light', None), ('use', None)]",0.27701747
typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,"[('edges', None), ('keyboard', None)]",0.3156339
if you are looking for a netbook pc do not buy from asus!!!,"[('netbook pc', None)]",0.54730105
"it has many great programs, such as ilife, iphotos and others.","[('ilife', None)]",0.44203386
other thoughts: received replacement 16 days later.,"[('replacement', None)]",0.36575818
"if the number of patrons in the apple store are any indication, hp and other pc manufacturers need to take note.","[('pc manufacturers', None)]",0.52390605
i bought my first macbook after seeing the product demonstrated.,"[('product', None)]",0.65486896
it is very well built.,"[('built', None)]",0.33220136
might not make the avid gamer happy but i don't really think that is what this computer is designed for.,"[('computer', None)]",0.45349473
i highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,"[('laptop', None), ('performance', None)]",0.70102984
the screen resolution was exactly what i was looking for.,"[('screen resolution', None)]",0.3098051
after 20-30 min the screen of the notebook switched off.,"[('screen', None)]",0.48233742
"if upgrade is possible to the full windows 7, then i will truly be a very happy geek.","[('windows 7', None)]",0.48454943
i have used both pcs and macs and i have to say that i really really love my mac book pro.,"[('pcs', None), ('macs', None)]",0.574623
"i was originally concerned that i couldn't view work i had done in college on my mac because of the pc formatting, but i was even more thrilled to learn of programs like ilife and iwork that allow you to convert your pc documents into readable files on macs.","[('iwork', None), ('ilife', None)]",0.36860105
10 hours of battery life is really something else....,"[('battery life', None)]",0.44225627
it meets all my needs for work and pleasure while traveling.,"[('work', None), ('pleasure', None)]",0.4294951
runs fast and the regular layout keyboard is so much better.,"[('runs', None)]",0.5515794
i just can't fathom that the celebrated dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.,"[('dell', None)]",0.5384497
much of which hp ended up paying for.,"[('hp', None)]",0.42271355
i reinstalled windows through the recovery discs and everything seemed good again.,"[('windows', None)]",0.32120392
"windows 7 starter is terrific (no you can't change the background) but i don't need to, i use it just for school work.","[('windows 7', None)]",0.472642
support has been lackluster and now i just want a refund.,"[('support', None)]",0.26665747
"""> iphoto is probably the best program i have ever worked with: easy and convenient.","[('iphoto', None)]",0.29098645
this computer may be small but it is one heck of a power horse.,"[('computer', None)]",0.60200894
"they would repair one thing, send it back and it would still have the same problem.","[('repair', None)]",0.3548054
my laptop now has no battery.,"[('battery', None)]",0.33761904
"beta had better quality, but vhs became the industry standard.","[('quality', None), ('vhs', None)]",0.29545352
it made the computer much easier to use and navigate.,"[('use', None), ('navigate', None)]",0.5841079
":-)if you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.","[('battery life', None)]",0.5513285
"needs longer lasting battery, more than 1 to 2 hrs.","[('battery', None)]",0.42138383
in may i started having problems with the usb ports not working.,"[('usb ports', None)]",0.36239576
10 plus hours of battery...,"[('battery', None)]",0.3980451
if only bill gates would read some of what is said here ms would do a better job.,"[('bill gates', None)]",0.32889587
"the design is awesome, quality is unprecedented.","[('quality', None), ('design', None)]",0.36592042
i'm going to try and keep my old g4 on the road for as long as possible.,"[('g4', None)]",0.26598284
the mac version of microsoft office is cheaper than buying the actual and works just as well.,"[('microsoft office', None)]",0.5268432
the toshiba net book operates very well.,"[('toshiba net book', None)]",0.67102486
"the touch pad is fine - again, it's a real touch pad.","[('touch pad', None)]",0.3330116
the pictures are clear as can be.,"[('pictures', None)]",0.12641804
"it is also very lightweight, making transporting this computer very easy.","[('transporting computer', None)]",0.47610807
it's wonderful for computer gaming.,"[('computer gaming', None)]",0.5554605
it is very easy for anyone to use an apple and specially the mcbook pro notebook.,"[('mcbook pro notebook', None)]",0.57541925
i like it better than my big dell laptop.,"[('dell laptop', None)]",0.70077163
they really do have the worlds very worst repair service.,"[('repair service', None)]",0.30971178
i was also able to install and use my photoshop and aftereffects programs easily.,"[('install', None), ('photoshop', None), ('use', None)]",0.4171674
it's perfect for everything and runs faster than an average pc!,"[('runs', None)]",0.60662633
for being so small it is amazing that it is as fast as it is.,"[('speed', None), ('size', None)]",0.3004493
"heck, i like all mac computers, but they're all way too pricey for the kind of economy the u.s. is going through.","[('pricey mac computers', None)]",0.6082282
i'm already hooked on the sleek look and dependability that this laptop has shown.,"[('laptop', None), ('dependability', None), ('look', None)]",0.6201987
the machine itself is alright.,"[('machine', None)]",0.5242155
it seems to have some opions that are intalled but do not work like i thought they would.,"[('opions', None)]",0.31498677
i will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when i do so i don't run accross a situation like this again!,"[('warranty', None)]",0.6424141
i also experience the same with my macbook air.,"[('macbook', None)]",0.5448714
it has all the features that are necessary for college and if not they are able to be added onto the computer.,"[('features', None)]",0.4721953
i did an internet search and this is a very common problem with this laptop.,"[('internet search', None)]",0.47054148
"i've owned this labtop for less then two months, already the mouse button has broke.","[('mouse button', None)]",0.5678696
"it did fairly well, other than it's poor performance, overheating and occational blue screen.","[('occational blue screen', None), ('performance', None), ('overheating', None)]",0.61219674
"the touchpad is very intuitive, so much so that i never want to use buttons to click again!","[('touchpad', None)]",0.36021996
its sad because their commercials are great.,"[('commercials', None)]",0.19506936
lots of extra space but the keyboard is ridiculously small.,"[('keyboard', None)]",0.44202968
"luckily, dell said they would replace my laptop with a new one, but instead i got a refund and bought a mac.","[('dell', None)]",0.7044833
"good keyboard, long battery life, largest hard drive and windows 7.","[('windows 7', None)]",0.72091186
my battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!,"[('battery', None)]",0.43412557
"it pretty much does everything we could ever need, and looks great to boot.","[('looks', None)]",0.388311
it is just slow slow slow.,"[('slow slow slow', None)]",0.39611378
"bottom line, i doubt you'd be overly disappointed if you invest in this machine.","[('machine', None)]",0.43774718
"as a lifelong windows user, i was extremely pleased to make the change to mac.","[('windows', None)]",0.51238376
the macbook pro is extremely thin and light compared to those heavy windows laptop.,"[('windows laptop', None)]",0.5924077
this is the first macbook i have ever had.,"[('macbook', None)]",0.6988266
the acer one compuer is a great computer.,"[('acer one compuer', None)]",0.68164
"the macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day i bought it.","[('macbook', None)]",0.6384719
"i wiped nearly everything off of it, installed openoffice and firefox, and i am operating an incredibly efficient and useful machine for a great price.","[('machine', None), ('price', None)]",0.5700607
"overall i feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.","[('quality', None), ('netbook', None), ('performance', None), ('battery life', None)]",0.6454181
"i picked it out because it was inexpensive ($400) and i thought it would be a good, easy to use first laptop.","[('use', None)]",0.68724406
my only problem is i can not reg. the product key.,"[('product key', None)]",0.2911035
sure it has the one touch keys but that was the best feature of the computer.,"[('feature', None), ('one touch keys', None)]",0.4190412
being a pc user my whole life....,"[('pc user', None)]",0.4845104
great battery life.,"[('battery life', None)]",0.5495957
the real stand out on this computer is the feel of the keyboard and it's speed.,"[('keyboard', None), ('speed', None), ('computer', None)]",0.5796662
"at first, the computer seemed a great deal--seemingly high-end specs for a low, low price.","[('price', None), ('computer', None)]",0.69373447
delivery was early too.,"[('delivery', None)]",0.15344611
"although i opted for the lowest end macbook pro, this thing holds its own.","[('macbook', None)]",0.5795428
love the stability of the mac software and operating system.,"[('operating system', None), ('stability', None), ('software', None)]",0.6113671
and that probably explains why i've already had my sata controller go bad within a year of buying it.,"[('sata controller', None)]",0.50711936
i've had a toshiba laptop in the past;,"[('toshiba', None)]",0.7257215
it's also very capable of doing moderate video editing (although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing).,"[('performance boost', None), ('video editing', None)]",0.4611301
asus said my net-book was working properly.,"[('working', None)]",0.46032718
i received this laptop as a gift and let me just tell you that its the worst.,"[('laptop', None)]",0.7052236
it has a faster processor and more ram.,"[('processor', None), ('ram', None)]",0.5583615
"laptops are usually used on the go, so why not give you a better battery?","[('battery', None)]",0.48984575
i will never complain about the price since i believe you get what you pay for and my macbook pro was worth every dollar.,"[('price', None), ('macbook', None)]",0.653471
i wasn't a big fan of the netbooks but this one was very well designed.,"[('netbooks', None)]",0.49749056
and the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,"[('macbook pro', None), ('warranty', None)]",0.49331486
"would like more trendy, high tech features.","[('high tech features', None)]",0.44370976
keyboard is great but primary and secondary control buttons could be more durable.,"[('secondary control buttons', None), ('keyboard', None)]",0.42138848
"screen is a bit glossy, but that's not too bad.","[('screen', None)]",0.45434505
received the product promptly and without any issues.,"[('product', None)]",0.3009389
but reasons we chose this apple computer.,"[('apple computer', None)]",0.60654175
processor - when compared to my 3 week old early 2011 edition there i barely experience any difference in performance (2.3 ghz v/s 2.4 ghz).,"[('performance', None)]",0.48305038
"they say it could be the motherboard again, but dell","[('dell', None)]",0.46943647
i upgraded from a 5 year old laptop and was amazed to find out that this computer is much slower then my old laptop.,"[('computer', None)]",0.58144206
"love the speed, especially!","[('speed', None)]",0.32825774
it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of ddr3.,"[('radeon 5850', None)]",0.5637648
"the speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.","[('speed', None)]",0.3288622
awesome laptop and the perfect size to carry around in college.,"[('laptop', None), ('size', None)]",0.6562051
my real problem with it? the statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,"[('7 hour battery life', None)]",0.44590887
the battery life is also relatively good.,"[('battery life', None)]",0.6126982
"i definitely suggest getting an extended warranty, you will probably need it!","[('extended warranty', None)]",0.3573304
"this laptop leaves alot to be desired, i have had it only 5 months and have had to send it away to be repaired twice...","[('laptop', None)]",0.69796175
"i have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.","[('programs', None), ('tutorials', None), ('use', None), ('feature', None), ('features', None)]",0.45557404
"i don't have stupid pop up windows (even when i have pop ups blocked), i don't have to wait 5 minutes for a webpage to download, and best of all i can run all the web programming software i need to use all at once without slowing me down.","[('pop up windows', None)]",0.2953049
it has spent more time in repair shops than i can possibly recount here.,"[('repair shops', None)]",0.34141347
memory is upgradable.,"[('memory', None)]",0.44906983
"web access through the 3g network is so slow, it's very frustrating and very disappointing.","[('web access', None)]",0.29937214
my macbook pro has been a huge disappointment.,"[('macbook', None)]",0.69800764
received all four in good order;,"[('order', None)]",0.055818856
the computer first started malfunctioning 3 months after purchasing it.,"[('computer', None)]",0.6357368
this is my first dell i heard their customer service was lacking and that they were working on improving it!,"[('customer service', None)]",0.65346056
as well as having the plug in the computer come loose.,"[('plug', None)]",0.5711314
very small and portable i've had this netbook about 12 hrs now and it's better than expected.,"[('netbook', None)]",0.5187041
she said wal mart rants and raves abouy carring dell because it's a big name but they are a piece of garbage.,"[('wal mart rants', None), ('raves', None)]",0.42259762
not with apple.,"[('apple', None)]",0.45385706
this netbook went bad on me after 3 days.,"[('netbook', None)]",0.546232
probably won't work either.,"[('work', None)]",0.21188451
great product by apple with the new great looking design.,"[('design', None), ('product', None)]",0.50158876
i love the keyboard.,"[('keyboard', None)]",0.5082462
"probably as good as you can get in a netbook, does everything i ask for and has some very good unexpected pluses.","[('netbook', None)]",0.5071085
overall i am very satisfied with the purchase.,"[('purchase', None)]",0.42591035
"i use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","[('iphoto', None)]",0.25451148
it took so much time.,"[('time', None)]",0.23801325
"the screen isn't huge, but that doesn't matter when i output media to the 50 inch lcd tv.","[('screen', None)]",0.22561309
i'll stick to tashiba.,"[('tashiba', None)]",0.5527814
for the price and what i get out of it has exceeded my expectations.,"[('price', None)]",0.4514511
"and, if you are going to deal with hp be careful.","[('hp', None)]",0.41023782
my macbook pro is no exception.,"[('macbook', None)]",0.54144156
i will have to say that i love my macbook pro!,"[('macbook', None)]",0.7252462
"in fact, he said, about 10% of their products fail.","[('products', None)]",0.18347152
"now, as easy as it is to use, and i do think it is a great starter laptop.","[('use', None), ('starter laptop', None)]",0.6483501
