text,labs,lab_sim
it is much faster than my desktop which is a core2 quad running at 2.83 ghz.,[],0.50332755
if this would be your first mac purchase then i would highly suggest that you take advantage of the class that they offer to learn about the differences between mac and pc's.,[],0.5031125
"i don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so i can't reccomend it if you are in the computer field.",[],0.50297433
my review mainly talks about the difference i have felt between an early 2011 and late 2011 mac book pro.,[],0.5028301
computer has been at service facility more than in my hands.,[],0.5026425
little short on ram but you get what you pay for.,[],0.501517
it was old but it was not till we bought the dell did we realize how great it was.,[],0.500958
"all the problems i have had with pc's are solved with a mac: the issue of overheating-my dell was always overheating and not working properly or simply shutting off, and the issue of viruses and contaminants-my hp completely quit working within2 years of purchasing it, with no inexpensive way of fixing it.",[],0.5005037
thank you best buy for putting my computer together and installing my first software - you guys were great too!,[],0.5002933
but while this is one big advantage (as you may know from the company s recent commercials) there are other things to consider before going with apple.,[],0.4993892
"still under warrenty so called toshiba, no help at all.",[],0.49923712
it's a mac!!,[],0.49914908
it's a mac!!,[],0.49914908
after about a week i finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,[],0.49902704
i've had friends with acers who seem to have had similar or exact same problems.,[],0.4988726
"another three weeks later i had my laptop back with a new mousepad, keys, and casing.",[],0.49876818
"browsing, also, was no problem for me when i used itunes ( which usually slows down my pc ).",[],0.49861917
my brother is a computer wiz and would laugh at me because he used an apple.,[],0.49850112
i returned it to best buy on the ninteenth of april.,[],0.4983902
i already have a hp laptop i bought last year that's standard size.,[],0.49697968
its good for playing my apps on facebook or watching movies.,[],0.4968655
then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running.,[],0.49657074
then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running.,[],0.49657074
with what i paid for this computer it should have had everything on it.,[],0.4963486
once i removed all the software the laptop loads in 15-20 seconds.,[],0.49576715
"i think part of the problem with this computer is vista, yet i know vista isn't the entire issue because my latest purchase was my acer and it also has vista (i should have waited the few months to get the next operating system).",[],0.4954925
"when calling dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",[],0.49535644
i have had to send in my laptop three times to get it fixed.,[],0.4953388
spent 2 hours on phone with hp technical support.,[],0.49517977
if you have any creativity in you do yourself a favor and get a mac!,[],0.4950609
"as a lifelong windows user, i was extremely pleased to make the change to mac.",[],0.4947695
"i'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and apple does, indeed, have the better idea.",[],0.49418575
"the best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant amount off the price.",[],0.4940512
"but to be honest, i don't use my computer for anything like graphics editing and complex data analysis and gaming.",[],0.49370578
me and my boyfriend bought the gateway nv78 in nov of 09.,[],0.49317214
"in due course, i'll remove the hard disc from this new macbook pro and dump it where it belongs - in the trash.",[],0.4928688
"i use the computer to basically check emails, surf the web, print coupons and for my college papers.",[],0.491905
"in the three years i've had my macbook pro, i have never had a virus on my computer, and i do a lot of work on the internet.",[],0.49154696
"the apple will run internet explorer, but at an amazingly slow rate.",[],0.49146867
"i thought learning the mac os would be hard, but it is easily picked up if you are familiar with a pc.",[],0.49137196
i thought the white mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,[],0.49135023
numerous problems over the next 3 weeks until i got the blue screen of death and had to send the pc back to hp.,[],0.49119848
hp is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,[],0.49110147
"being a pc user my whole life, it's taking a bit of time to adapt to the os of a mac but i'm finding my way around.",[],0.49100137
this just keeps having it's hard drive replaced!,[],0.49085647
runs hot i thought we were paying for quality in our decision to buy an apple product.,[],0.4903946
the macbook rarely requires a hard reboot.,[],0.4903855
"one, owning a mac is essentially a full production studio (in the case of a mac book a portable version).",[],0.49029177
the i5 blows my desktop out of the water when it comes to rendering videos.,[],0.4902634
"i'm just really happy that i waited to buy, because this thing kicks a$$!",[],0.4896482
-touchpad will take a bit of time to get used to.,[],0.4895447
i have owned many computers and laptops.,[],0.48942778
i purchased an hp right after my high school graduation.,[],0.4893152
at least those computers didn't just die on me like this one.,[],0.48921198
i continued to take the computer in again and they replaced the hard drive and mother board yet again.,[],0.4891769
"the only thing i didn't learn in my research was the software i would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",[],0.48836938
"i was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",[],0.4882946
believe me apple has a reputation.,[],0.48803803
"the mac takes about the same amount of starting-up time as the average pc, but keeps itself cleaned up and ready to use.",[],0.48795304
"it's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",[],0.4878777
"i went from bestbuy to dell, windows to apple.",[],0.48777047
i had in the past a dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,[],0.48775405
we are addicted to the mac.,[],0.48726654
currently if i use the laptop i can't sit it on my lap because it will burn my legs.,[],0.48716688
"after years of using pcs, a new mac user is basically forced to re-learn how to use a computer.",[],0.4871201
"if the number of patrons in the apple store are any indication, hp and other pc manufacturers need to take note.",[],0.48676434
"the 13"" macbook pro is portable, durable, and very capable.",[],0.48633102
i will be returning it and switching brands when i get to best buy.,[],0.48597163
i looked around and based off my price/features comparison from a brand i trusted i landed here.,[],0.48503974
my friends or children use that when they need to borrow the net =) when i out grow this meaning when its old and my oldest child is ready for one she will get this one and i will be buying only toshiba!,[],0.48313865
it has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,[],0.4828725
"the processor screams, and because of the unique way that apple osx 16 functions, most of the graphics are routed through the hardware rather than the software.",[],0.48268393
tons of bloatware and junk programs.,[],0.48247087
i always swore by pcs and would never consider a mac.,[],0.48207766
i have had no problems with it unlike some hardware defects on past models.,[],0.4818277
it has a overheating issue - nearly to the point of being dangerous.,[],0.48157358
4gb of ram...,[],0.48155823
with notes saying they replaced the hard drive.,[],0.48145962
it is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on pc's.,[],0.48144832
"was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",[],0.4814351
it has all the features that are necessary for college and if not they are able to be added onto the computer.,[],0.4802644
needless to say a pc that can't support a cell phone is less than useless!,[],0.48000082
"this is what they told me: it heats up, and that is the reason we no longer call them laptops, and simply categorize them as portables.",[],0.47932398
i can't imagine ever buying a pc again!,[],0.47875893
"i will never again buy another acer, not will i buy gateway, or emachine as they are all from the same company.",[],0.4782207
with a mac computer i have more free time as i don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,[],0.47800693
i was said it's videocard.,[],0.47743833
the computer was shipped to their repair depot on june 24 and returned on july 2 seems like a short turn around time except the computer was not repaired when it was returned.,[],0.4767781
"this is my second laptop,and it is head and shoulders above my first.",[],0.47673392
"and in 6 months, there have been no freezing up and no blue, purple, black or any other type of screen.",[],0.47668535
this is a review of windows vista system.,[],0.47573784
i only used it to browse the internet and and i dont know how many times it has spontaniously shut down and it is just a blank screen now.,[],0.47573656
it still heats up like mad and i am unable to use it with the computer directly on my lap for more than five to ten minutes at a time.,[],0.4755873
my previous purchases were with dell and hp.,[],0.47544104
"that being said, it still runs video in full screen decently.",[],0.47450152
"i was ready to take it back for a refund, but the geek squad camed through and pointed me in the right direction to get it fixed.",[],0.4743105
""" for one, i noticed that from turning on my mac to logging on only took about 25 seconds.",[],0.47382668
"so you might ask, what did apple do for me?",[],0.47378305
"i paid for extra memory and the 17-inch screen, as well as the top of the line dvd and cd burners.",[],0.47375876
my hp g60-244dx died after only 16 months.,[],0.47350442
be safe buy a sony.,[],0.473245
"i had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",[],0.47280687
"1) payed $2200 for a ""premium"" laptop",[],0.4712397
i have been a mac user since the mid 90s.,[],0.4703867
i have now had it for 1.5 months and love it.,[],0.47037262
i have only had pcs with windows before so this takes a little getting use to.,[],0.4702056
"obviously one of the most important features of any computer is the ""human interface.",[],0.47015217
"might have to buy one for me now, since i use it all the time.",[],0.4698341
you better believe my next computer will be a mac!,[],0.46880978
"i use that alot on my desktop, so i am adjusting to not having it.",[],0.46838915
i had to have these computers in my school.,[],0.46826062
they should have included more memory on their computers if they knew vista would run slowly.,[],0.46783942
-apple offers to send replacement and after 10 days i send them the old computer.,[],0.4675012
"(beware, their staff could send you back making you feel that only they know what a computer is.",[],0.46724546
basic computer.,[],0.46719056
"typically, when i purchase a new laptop i always end up using an external mouse for convenience.",[],0.4671426
after 20-30 min the screen of the notebook switched off.,[],0.46694103
might not make the avid gamer happy but i don't really think that is what this computer is designed for.,[],0.46346185
"it is sleek, smooth, and lightweight.",[],0.46312737
"theres always something wrong with it, wether it be some virus you can't track down, or it overheats, sometimes even catches on fire, you just can't use it.",[],0.46312466
"yeah, of course smarty pants ""fix it now"")software - compared to the early 2011 edition i did see inbuilt applications crashing and it prompted me to send the report to apple (which i promptly did).",[],0.4630344
this is not best buy's fault.,[],0.46291652
"i asked many people, search on the net and also read reviews here in best buy.",[],0.46274093
the first time it crashed was maybe going on a year and a half of having it.,[],0.46241635
"i actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they finally agreed to replace it, (all of this in less than 1 1/2 years!",[],0.4621147
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,[],0.46184584
"if your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",[],0.46153504
i have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,[],0.46140307
acer won't replace the laptop.,[],0.46085584
if you want more information on macs i suggest going to apple.com and heading towards the macbook page for more information on the applications.,[],0.46067777
being a pc user my whole life....,[],0.46062768
"before i bought my new i5, i did my research for about 2 weeks and determined to move for hp to apple for reliability, dependable, and long lasting operations.",[],0.46050975
i have had a mac for 6 years and won't go back to pc.,[],0.45975286
"it was loaded with windows vista home premium--delivered with only 1gb of ram, and it was a *dog*.",[],0.45972064
"i previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (if i am not mistaken) and it had major heating issues.",[],0.4594853
the only thing i can imagine is that sony jumped on early specifications for vista requirements from microsoft and designed it to those inadequate requirements.,[],0.45804462
"if i have a few hundred dollars to spare, i'd buy the pro line though, the 2.53 and 2.66 ghz model.",[],0.4575114
"the dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",[],0.45680177
"my macbook pro works like a dream, it has never overheated, or even been slightly warm for that matter.",[],0.45647588
i am loyal to apple.,[],0.45643052
but guess what? (you have to buy an external dvd drive it doesn't have a built in type) the notebook can't be used because it doesn't read anything for an external drive.,[],0.45614624
i can use it for all of my needs.,[],0.4557572
i ordered four d620 laptops.,[],0.45550907
"they don't seem to be susceptible to viruses, which is one less big thing to worry about when it comes to computers.",[],0.45531842
"it has many great programs, such as ilife, iphotos and others.",[],0.45523202
i will never purchase a hp again ever.,[],0.45453212
i had to pay $100 for a universal charger for this cheap $300 laptop.,[],0.4543307
"love the graphics, awesome programs (including garageband), and really cool default background.",[],0.45425695
i took it back to best buy where they were so helpful and immediately gave me a new one.,[],0.45414472
"not too much ""junk"" software to remove.",[],0.4540041
with windows laptops a wireless mouse is an absolute must.,[],0.4539169
"it had a seventeen inch screen which i wanted, but i didn't realize at the time it would be such a monster!",[],0.45384383
"seems to slow down occassionally but can run many applications (ie internet tabs, programs, etc) simultaneously.",[],0.45375985
i work on a pc at home and have used pc all through college.,[],0.45372686
it was also cheaper than the pro which made it even more appealing to me.,[],0.45320117
i swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,[],0.4532003
*5 weeks after giving the computer for repair*-apple offers to send replacement after they receive the old computer.,[],0.45268553
it was returned on the third day i owned it.,[],0.45173094
i did an internet search and this is a very common problem with this laptop.,[],0.45171812
"i have never had it crash, randomly turn off,",[],0.4515877
the dell mini was the first dell product that i had ever purchased.,[],0.45155942
it meets all my needs for work and pleasure while traveling.,[],0.4513458
i will never buy anything from hp again!,[],0.450753
i also like that you can scroll down in a window using two fingers on the trackpad.,[],0.4506989
the only thing that i don't like about my mac is that sometimes there are programs that i want to be able to run and i am not able to.,[],0.4503761
but if you're willing to pay another 200 dollar for a windows disc.,[],0.45037445
overall i am very satisfied with the purchase.,[],0.4503571
i have had it for almost four years now and i have only had a few problems with it.,[],0.4498759
"if you had pc for four years i can almost gaurentee that something would of gone wrong by now, maybe even forcing you to replace your entire computer.",[],0.44968542
when i took it back to best buy i asked them if they were seriously trying to drive me insane!,[],0.44963148
i took the computer into best buy where i purchased it and they kept it over night to study it.,[],0.4492627
the genius at the apple store advised me that there was nothing about my use of the computer that caused this failure.,[],0.4481485
my wife also has problems with her asus - different model.,[],0.44795072
"a coupla months later, they change my hard drive.",[],0.44783926
"after 2 months of complaints, asus finally sent the right power supply to my techies.",[],0.4475524
asus said my net-book was working properly.,[],0.44744906
"all apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",[],0.44744056
will probably never buy a hp again.,[],0.44742796
"the cool thing about the mac book was that i went on my honeymoon and shot a bunch of pictures and movies with my iphone, then i came back and put them onto my macbook and made a pretty good dvd movie with all the pictures and videos from my trip.",[],0.4469965
"i considered i may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",[],0.44696632
no viruses.,[],0.44652638
"i had to call apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",[],0.44634333
lots of preloaded software.,[],0.44536397
mac is not made for gaming.,[],0.44533023
dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,[],0.44531178
"with a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",[],0.44500634
and its really cheap and you wont regret buying it.,[],0.44489974
"a month later, we reinstall the os (vista).",[],0.44441608
summary: dont buy hp.,[],0.4442641
if you could stretch by a few 100 dollars i highly recommend you should replace your windows laptop with this one.,[],0.44418103
i wanted something that had a new intel core processors and hdmi port so that we could hook it up directly to our tv.,[],0.443026
i think just going from pc to mac has gotten me totally spoiled and i can't imagine ever going back.,[],0.4429888
she said its very user friendly.,[],0.44278103
"even though it is running snow leopard, 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.",[],0.44194683
"they told me it was my loss even though it was the computer, not what i've done.",[],0.44144702
the laptop was returned but audio issue was not fixed.,[],0.44142535
i recently purchased the mini and absolutely love it!,[],0.44119167
"overall though, for the money spent it's a great deal.",[],0.4411869
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,[],0.44093496
again i sent it back and they replaced the motherboard and some fan inside.,[],0.44051668
i respond that i do not have the old computer...,[],0.44009474
"when we bought our new hp comouter in dec. of 2008, we wanted windows xp, but were told it would cost an extra $159, so we went with vista.",[],0.43962273
i should have bought one a long time ago.,[],0.43875906
i've been a pc user and i just finally switched and i am never going back.,[],0.43853816
my smart phone is faster!,[],0.43851835
"i love this 13"" mac white unibody.",[],0.4383749
"so far, i have no complaints.",[],0.43799314
"i loved it then, but unfortunately it was before the days of wireless internet.",[],0.43773153
i recommend for word processing and internet users.,[],0.43739438
it is very user friendly and not hard to figure out at all.,[],0.4372488
"despite the plethora of problems, i managed to use technological trickery to keep the machine operational for two years.",[],0.4372154
i have owned it only two months!,[],0.4371422
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install mozzilla firfox i love every single bit about it.,[],0.4358672
i still have that stupid bluetooth mouse to!,[],0.4357224
it has everything i would need for a home computer.,[],0.43563288
i've been having endless problems since i bought the computer - only 1 month ago,[],0.43553022
"returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and usb ports inoperative.",[],0.43548268
"i am definitely sold, and not going back to pcs for home use!",[],0.43538985
she can't tell the difference between it and her regular desktop system.,[],0.43538463
now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag.,[],0.43533555
"i had upgraded my old macbook to lion, so i kind of knew what i was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",[],0.43532804
may be better for the occasional web surfer.,[],0.43491682
i was constantly having to roll back the computer after doing updates.,[],0.43452838
a key contributor that led me to mac is the art aspect.,[],0.43415877
plus it is small and reasonably light so i can take it with me to and from work.,[],0.43373942
is this partially due to the fact that it is running windows vista?,[],0.43316603
i had my computer custom built from sonystyle.com.,[],0.43315965
"so i called compaq, and after being on the phone for 3 hours, i finally got a replacement which i shouldn't have had a problem getting since it was under warranty.",[],0.43275982
the computer is currently in west verginia doe to the method of shipping choosen by toshiba.,[],0.43224937
not with apple.,[],0.43220332
they were totally unconcerned that the computer was not correctly repaired in the first place.,[],0.4318859
"i also purchased iwork to go with it which has programs for word processing, spreadsheets, and presentations (similar to microsoft office).",[],0.4313657
"they say it could be the motherboard again, but dell",[],0.4312788
"take the simple, easy solution to your computer problems and stop waiting and smacking your old computer around.",[],0.4311803
the online tutorial videos make it super easy to learn if you have always used a pc.,[],0.4311616
i took the computer back in yet again except this time they kept it to send into their geek squad headquarters.,[],0.4309968
obviously we both got new macs.,[],0.43065038
"applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",[],0.4304725
"laptop was in new condition and operational, but for the audio problem when 1st sent for repair.",[],0.4293315
i bought it for really cheap also and it's amazing.,[],0.42919758
you can call hp and they want you to buy more software to fix it.,[],0.42847854
it may take a little getting used to but you don't have to worry about viruses or other headaches.,[],0.42822173
they have done absolutely nothing to fix the computer problem.,[],0.42801705
"i even got my teenage son one, because of the features that it offers, like, ichat, photobooth, garage band and more!",[],0.42785373
"even if apple replaces whatever needs replacing i wonder if, since i seem to be doubling the amount of time i get out of it each time it's ""like new,"" i might have 8 months next time.",[],0.42751426
i went to toshiba online help and found some suggestions to fix it.,[],0.4275028
"whenever i call dell about an unrelated problem, they ask me if my laptop is running slowly and if i'd like to purchase more memory for $75.",[],0.42748606
i had to re-install windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,[],0.4264551
it has been nothing but trouble from the time we bought it.,[],0.42631355
this was an update from an early macbook pro.,[],0.4262907
the programs that come standard with the leopard running system are enough for the average person to run all the basics.,[],0.42624527
"they improved nothing else such as resolution, appearance, cooling system, graphics card, etc.",[],0.42624488
it did not have all the features i expected it to have.,[],0.42580214
what a waste of time it was to run a defrag on the pc!,[],0.4253021
"two, owning a 17 in.mac book gives the flexibility to sit anywhere you want without worry about bother anyone.",[],0.4250691
i am very pleased with my purchase!,[],0.42504397
i needed a driver for my hp and they would not help me with out me paying over $50 for it.,[],0.42502347
got this for a graduation gift for my daughter for her to use at college.,[],0.42453653
so glad i decided to upgrade!,[],0.42356315
this apple navigates you thru the unexplored world of the internet.,[],0.42350066
"after 5 months of failed repairs, requested a full refund but was refused and it still is not repaired and acer is indifferent to the issue.",[],0.42305157
"*4 weeks after giving the computer for repair*-annoyed at machouse amsterdam, decided to send complaint email to apple.",[],0.4228068
"i have had several machines over the years, both for personal and business use.",[],0.4227141
"i bought a logitech desktop set in anticipation for using with the mbp, but i use the touchpad 90% of the time.",[],0.42265135
they removed them and returned the computer to me.,[],0.4225568
which is great i am running vista business and scored a 5.x on the index i have never seen a windows machine have a total score in the 5's.,[],0.42245725
i'm new - just switched from years of pc frustration.,[],0.42214665
the store honored their warrenty and made the comment that they don't even recommend the hp brand because of the problems with their warrentys.,[],0.4218629
"have purchased many products over the years from macconnection and this transaction, like all the others, we smoothly with no problems.",[],0.4216882
"it is super fast, and always loads.",[],0.42152086
i purchased a toshiba satellite m60 (with harman/kardon speakers!) in december of 2005.,[],0.42144403
i did contact hp and share how unhappy i am.,[],0.42133328
"i know that everyone thinks macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that best buy offers).",[],0.420797
with the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,[],0.41978025
"stupidly, mind-numbingly slow--then i found it can only be loaded with 2gb *maximum*.",[],0.41959888
one of the primary reasons why i purchased an ipad was to store photographs so that i could show to my customers.,[],0.419594
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,[],0.41938946
"i wish it had a webcam though, then it would be perfect!",[],0.4189713
"i am not much of a computer techie, so i can understand some of the internal problems, though i do have trend micro as an antiviral program.",[],0.41886517
"i took it home and within 30 min, it was freezing up and did the ""blue screen of death"".",[],0.41851646
"i got it back again and was told the motherboard had been replaced, so i was now on the second motherboard within 3 months.",[],0.4184319
i think that if it is the motherboard again so soon that they should replace it.,[],0.41825357
-i propose that they can just swap the hard drives.,[],0.41777632
"i took it in to the apple store and guess what? they fixed it, no cost out of pocket.",[],0.41776946
"only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",[],0.41776654
finally set the unit back to hp after a month of hell.,[],0.41744027
i am a full mac convert now.,[],0.4174175
"which is what i did, check out my acer 5517!",[],0.41728976
guess i'll stay away from hp.,[],0.41638395
i would highly recommend this one to my friends,[],0.416175
stopped booting up less than a week after my one-year warranty was up.,[],0.4161102
only thing i would want to add to this is an internal bluray read/write drive.,[],0.415953
"some problems can be fixed if you purchase new software, but there is no guarentee.",[],0.41576022
but sadly the replacement froze-up while updating the bios again and shut down and would not turn back on.,[],0.41573292
although i do believe that windows operating system may be to fault for some of the problems.,[],0.41568267
toshiba does not send any one out unless you have paid extra to have the on site repair done.,[],0.41564324
i thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and i wouldn't have the same problems because it was updated.,[],0.4152769
so you out of of notebook and money.,[],0.41519117
took a while to clean it up to my specs.,[],0.4150561
"in early may i got it back and this time i only had it back for 1 day before it had a new issue so it was sent back in for the 6th time they ""expedited"" the repairs so i was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""senior tech"".",[],0.4146371
i cant believe hp put this out.,[],0.4144849
"they break down just as often as pcs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a mac, they don't exist.",[],0.41428143
one of the wonderful things about macs is that they are virus free.,[],0.41411588
"i was looking too closely at the other performance specs and while comparing, i took it for granted that these features were standard.",[],0.41409913
-i propose that i can just swap the hard drives.,[],0.41407764
"bought for my daughter to take for starting college this fall - she has been on it non-stop ever since ""learning how to use it"".",[],0.41391665
"do yourself a favor, this is not a fake story trying to hurt alienware...",[],0.4138994
"u can do what u want in just few seconds, even to start up your computer takes few seconds.",[],0.41382486
i had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,[],0.41335908
hp said it was out of warranty.,[],0.41281745
it's so bad that i'm thinking i only got half a battery or something.,[],0.4126646
when i got the computer back and realizwed it still was not correct hp told me it was out of warranty and now it was my problem.,[],0.4121463
"the reality was, it heated up very quickly, and took way too long to do simple things, like opening my documents folder.",[],0.41189212
"almost 4 years ago i bought what was then the current, up to date hp pavilion--if i recall correctly, it was the dv 1300 t.",[],0.4117696
my only other complaint is that it gets really hot.,[],0.4115691
i'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,[],0.41142902
i took it back for an asus and same thing- blue screen which required me to remove the battery to reset.,[],0.41139022
it caught a virus that completely wiped out my hard drive in a matter of hours.,[],0.41126412
the local computer repair shops send out ads that say along the lines of we can fix almost any problem or computer usually even the trouble some toshiba satellite.,[],0.41102138
it is just slow slow slow.,[],0.41078863
"i first purchased this dell model ""1764"" on april 6, 201",[],0.41063893
not to mention it has shit gigs.,[],0.41022438
"the tech store i purchased this from sent it back,,,,,eventually i got a new or repaired machine approximately 3 weeks later.",[],0.41000336
my laptop worked again for just a while before i started having issues again.,[],0.40999943
after much battling with hp i was able to return it 4 times for repairs.,[],0.40993822
dell wanted to charge us for everything everytime i called them with a problem.,[],0.40978402
i can leave my macbook uncharged for upwards of eight hours and it won't even be dead.,[],0.40964502
taking it back to best buy i found that a tiny plastic piece inside had broken (manuf issue).,[],0.40938213
i'm pretty sure it's not newegg's fault but when you turn on a computer you just bought you want it to at least get to desktop.,[],0.40916675
i'm definitely not hard on laptops and guarantee 100% that no liquid has touched this machine in my presence.,[],0.40903756
the latest is on my lg netbook x12,[],0.4087095
"one suggestion i do have, is to not bother getting microsoft office for the mac expecting it will work just like you knew it to on a pc.",[],0.40835437
it's not like i have used for half a year and then complained about it.,[],0.40803814
"one year of trying to fix the computer by myself, with help of friends, and even help from computer experts i have given up on trying to fix it.",[],0.40797055
"finally, i should note that i took the 2gb ram stick from my old eeepc and installed it before i even powered on for the first time.",[],0.40763375
"my information was all lost (my fault, i know, but i never thought i would need to back up my information on a brand new mac, the paragon of all computers!",[],0.40629485
they basically told me that the machine would be problem free now.,[],0.4058634
"i believe i purchased this in dec 09 for my primary work laptop which is used 5-10 hours a day, 4-6 days a week.",[],0.405618
it took toshiba tech support 4 calls and 4 different techs to correct the problem.,[],0.4055515
"i can't even remember how i finally got it taken care of, but i was done with sony after that!",[],0.4055242
so we got a good deal on hsn for an ascer notebook and we bought it for him.,[],0.40522492
stay away from hp.,[],0.40513304
still trying to learn how to use it.,[],0.40512162
"just a month and a half or two months ago, my vaio crashed again.",[],0.40463948
i had it four months when my disc drive refused to open.,[],0.40400127
"-4 ram slots, 2 hdd bays*, 16gb ram support -no wireless issues, at least for me.",[],0.4035638
"the second issue i had with it occured a month later and it kept overheating, even if on for less than an hour!",[],0.40320662
"-apparently, contactus@euro.apple.com is not a good address to send complaints.",[],0.4031968
loaded with bloatware.,[],0.40283978
mac also has many apps and programs that are quite cheap or free.,[],0.40246093
i bought this laptop and found its tab is not functioning.,[],0.40206683
this wiped out several programs that were installed on the computer when it was bought.,[],0.4018889
i took off a star because the machine has a lot of junk software on it.,[],0.40127173
2nd mac book i have purchased from macconnection.,[],0.40121755
"since i never really got to use this, i can't comment on anything except what went wrong after trying 2 of them.",[],0.40113816
it's now all commodity hardware.,[],0.40113053
this is the first apple product that i have purchased.,[],0.4005904
this has been nothing but a headache since we purchased it.,[],0.400054
"it was not clear that the microsoft student edition that was loaded on the computer, was a six month trial.",[],0.39973152
i baby my electronics so i know for a fact it was defective and not anything that i did to it.,[],0.3992707
i got the blue screen of death the first month i got it.,[],0.39897028
i can do pretty much 75% of what i do on my desktop on my kitchen table.,[],0.3982817
it's more expensive but well worth it in the long run.,[],0.39773747
"took me 11 hours, 3 trips to different fedex offices, and brutal conversations with 14 of the worse it support technicians in the world.",[],0.39769268
"it freezes, and it always shows that there is an error, so i have to restart it a few times every time i use it.",[],0.39716512
she said wal mart rants and raves abouy carring dell because it's a big name but they are a piece of garbage.,[],0.39715245
"i also got the added bonus of a 30"" hd monitor, which really helps to extend my screen and keep my eyes fresh!",[],0.39689615
"with a healthy pessimism, i took the machine home and tried to find a flaw.",[],0.3959731
10 plus hours of battery...,[],0.39576322
"as of a couple weeks ago the middle portion of the laptop from top to bottom,,,about 4 inches across is hardly visible.",[],0.3953735
it was okay for over a week before the blue screens started occuring again.,[],0.39525846
"now,,,,,my monitor has been acting up for about 2 months.",[],0.3950812
"on 3 july 2004, i purcased this model at best buy for about $150",[],0.39496502
i have had nothing but problems since the day i took it out of the box!,[],0.39466885
here we are another year later and the computer is doing the same thing.,[],0.3942309
they replaced my hard drive as well as my mother board.,[],0.39415616
"i also bought one for my wife, and 3 for my office.",[],0.39407063
"buy it, love it, and i promise you won't regret it.",[],0.39398673
"since i keyboard over 100 wpm, i look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",[],0.39372548
system is loosing about 20% of performance because of that.,[],0.39367807
wasted me at least 8 hours of installation time.,[],0.39336446
