text,aspect_term,polarity,gold_polarity
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",bread,positive,positive
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",pizza,positive,positive
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",margarite pizza with cold prosciutto and baby arugula on top,neutral,neutral
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,neutral,neutral
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",peter's favourite pizza with prosciutto and baby arugula,neutral,neutral
"the large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,positive,positive
"the large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,neutral,positive
"the large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,positive,positive
"have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",waiters,positive,positive
"have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,positive,neutral
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.",chef,positive,positive
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.",dishes,positive,positive
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.",cuisine,positive,neutral
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.",indian,positive,positive
the owner truly caters to all your needs.,owner,positive,positive
he takes real pride in his food and his business.,food,positive,positive
"so if you want a nice, enjoyable meal at montparnasse, go early for the pre-theater prix-fixe.",meal,positive,positive
"so if you want a nice, enjoyable meal at montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,positive,positive
"over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,positive,positive
"over the years, it has always provided a pleasurable dining experience with quality food and wine.",wine,positive,positive
"over the years, it has always provided a pleasurable dining experience with quality food and wine.",dining,positive,positive
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",menu,positive,positive
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",fried chicken,positive,neutral
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",pork chop,positive,neutral
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,positive,neutral
i cannot imagine better indian food in all of the city.,indian food,positive,positive
great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy,positive,positive
great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,corner booth table,positive,positive
great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,positive,positive
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative,negative
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,negative,neutral
very good breads as well.,breads,positive,positive
"if this happens, just ask for real naan.",naan,positive,neutral
we were fans of the half-price saturday night option until some inedible squid during a recent visit.,squid,negative,negative
we were fans of the half-price saturday night option until some inedible squid during a recent visit.,half-price saturday night option,positive,positive
"pizza is terrific, as is homemade pasta.",pizza,positive,positive
"pizza is terrific, as is homemade pasta.",homemade pasta,positive,positive
this is a wonderful place on all stand points especially value ofr money.,value ofr money,positive,positive
example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup,neutral,positive
example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,neutral,positive
there are other people waiting!,waiting,neutral,negative
"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers,positive,positive
"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops,positive,positive
"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet,positive,positive
"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,positive,positive
consistently good japanese tapas.,japanese tapas,positive,positive
"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish,positive,positive
"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",rice,positive,positive
"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed,positive,positive
"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",dishes,positive,positive
"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",lamb sausages,positive,positive
"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",sardines with biscuits,positive,positive
"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",large whole shrimp,positive,positive
"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",pistachio ice cream,positive,positive
the food is reliable and the price is moderate.,food,positive,positive
the food is reliable and the price is moderate.,price,positive,neutral
"while the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,positive,positive
"while the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,positive,positive
"while the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative,negative
"while the ambiance and atmosphere were great, the food and service could have been a lot better.",service,negative,negative
the server was really cool and served us our food and drinks with a smile.,server,positive,positive
the server was really cool and served us our food and drinks with a smile.,food,positive,neutral
the server was really cool and served us our food and drinks with a smile.,drinks,positive,neutral
the server was really cool and served us our food and drinks with a smile.,served,positive,positive
we were in search of food and stumbled on this block of indian restaurants on east sixth street.,food,neutral,neutral
"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .",sushi,positive,positive
"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .",thai food,positive,positive
"very excited to hear that short-term chef jason narone has moved on, he truly was a low point of their sterling track record.",chef,neutral,negative
i had to share my table with a loud group of kids and the service was rude an unattentive.,service,negative,negative
i had to share my table with a loud group of kids and the service was rude an unattentive.,table,negative,negative
the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,garlic,positive,positive
the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,fresh tomatoes,positive,positive
the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,sauce on the pizza,positive,positive
"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.",outdoor seating,positive,positive
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun,positive,positive
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",salmon,positive,positive
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",ice cream,positive,positive
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",courses,positive,positive
we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,positive,neutral
the food is usually good but it certainly isn't a relaxing place to go.,food,positive,positive
the food is usually good but it certainly isn't a relaxing place to go.,place,negative,negative
"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",staff,positive,positive
"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",bistro fare,positive,positive
"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",chilaquiles,positive,positive
"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",jazz brunch,positive,positive
"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",live jazz,positive,positive
the prices were fantastic.,prices,positive,positive
"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,neutral,positive
"the table service could have been a little more attentive but as someone who also works in the service industry, i understood they were busy.",service,negative,neutral
"it's not mind-blowing, but to me, thai food never is and never will be.",thai food,positive,neutral
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",food,positive,positive
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,positive,negative
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat,positive,negative
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,positive
it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,tables,positive,negative
it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,dinner,positive,positive
it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,place,positive,positive
i love the fact that the pizza tastes so good and is so cheap.,pizza,positive,positive
nicky the nose at the bar is a treat.,bar,negative,neutral
"service was prompt, friendly and great.",service,positive,positive
"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop,positive,positive
"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",salads,positive,positive
"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lemon,positive,positive
"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",extra virgnin olive oil,positive,positive
the sushi was awful!,sushi,negative,negative
you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,meal,positive,positive
you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,dishes,negative,positive
"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pastrami sandwich,positive,positive
"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",beer,positive,positive
"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles,positive,positive
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,plain pizza,negative,negative
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,truffle oil,negative,neutral
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,wild mushroom(third generation-fornini) pizza,positive,positive
"late nite omelletes are not good here, there is no variety!",omelletes,negative,negative
"after all that, they complained to me about the small tip.",tip,negative,negative
it's a great place to pick up a cheap lunch or dinner.,lunch,positive,positive
it's a great place to pick up a cheap lunch or dinner.,dinner,positive,positive
"behind this counter, two men are squeezed in.",counter,negative,negative
"whenever you need a sushi fix, mizu will be there with quality fish and great service.",fish,positive,positive
"whenever you need a sushi fix, mizu will be there with quality fish and great service.",service,positive,positive
"whenever you need a sushi fix, mizu will be there with quality fish and great service.",sushi fix,positive,positive
"our waitress was sweet and accomodating, not overbearing.",waitress,positive,positive
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh,negative,neutral
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,table,negative,negative
i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,negative,negative
"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,positive,negative
"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food art,positive,positive
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,positive,positive
"a large is $20, and toppings are about $3 each.",toppings,neutral,neutral
brick oven gallery is my pick for best pizza restaurant anywhere.,pizza,positive,positive
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,positive
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive,positive
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive,positive
"for many people, this may not seem like aunthentic thai food because most places in nyc arent quite authentic.",thai food,neutral,negative
"growing up in ny, i have eaten my share of bagels.",bagels,neutral,neutral
"oh, don't even let me start with how expensive the bills were!",bills,negative,negative
the scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,positive,neutral
the scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,positive,neutral
"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers,positive,positive
"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",salads,positive,positive
"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",steak,positive,positive
"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta,positive,positive
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative,negative
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,negative,negative
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",dishes,negative,negative
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative,negative
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,negative,negative
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill,negative,negative
service is top notch.,service,positive,positive
the food now is inconsistent.,food,negative,negative
"you can also special order any kind of dumpling,etc.",dumpling,positive,positive
i was pretty much full after our fondue appetizer.,fondue appetizer,positive,neutral
be careful before you request extra spice.,spice,negative,neutral
the octopus eaters were floored by the octopus salad.,octopus salad,neutral,positive
we thought that this place is using too much of msg cooking in the foods.,foods,neutral,negative
we thought that this place is using too much of msg cooking in the foods.,msg cooking,negative,negative
and the tom kha soup was pathetic.,tom kha soup,negative,negative
i started out with a bombay beer which was big enough for two.,bombay beer,positive,positive
"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,positive,positive
"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,positive,positive
"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,positive,positive
service was quick.,service,positive,positive
drawbacks: service is slow and they don't toast!,service,negative,negative
went there for an office lunch.,office lunch,neutral,neutral
the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi,positive,positive
the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad,positive,positive
the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,garlic naan,positive,positive
the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,negative,negative
"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare,positive,positive
"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,positive,positive
"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,positive,positive
the best thing i tasted were the lambchops.,lambchops,positive,positive
the spicy tuna and salmon are the best we've ever had.,spicy tuna,positive,positive
the spicy tuna and salmon are the best we've ever had.,salmon,positive,positive
"even though its good seafood, the prices are too high.",seafood,positive,positive
"even though its good seafood, the prices are too high.",prices,negative,negative
"in addition, the food is very good and the prices are reasonable.",food,positive,positive
"in addition, the food is very good and the prices are reasonable.",prices,positive,positive
"upon entering, we were greeted by the owners, steven and frederick, who went out of their way to be more than gracious hosts.",owners,positive,positive
"upon entering, we were greeted by the owners, steven and frederick, who went out of their way to be more than gracious hosts.",hosts,positive,positive
been going here since it opened have seen the quality value decrease considerably.,quality value,negative,negative
"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",meat dishes,neutral,neutral
"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",vegetarian-friendly choices,neutral,positive
reasonable prices.,prices,positive,positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,amuse bouche,positive,positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,dessert,positive,positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables,positive,positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive,positive
"try the crunchy tuna, it is to die for.",crunchy tuna,positive,positive
it won't break the bank but i also wouldnt come back for the food.,food,negative,negative
"all in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi,positive,positive
it is a lot of fun with live entertainment and all kinds of disney type special effects.,live entertainment,positive,positive
it is a lot of fun with live entertainment and all kinds of disney type special effects.,special effects,positive,positive
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,neutral,positive
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,neutral,positive
"no refills on fountain drinks, though.",fountain drinks,neutral,negative
wow over 100 beers to choose from.,beers,neutral,positive
be careful of portions - they're huge.,portions,negative,positive
"the steak tartare is a great bet, they fix it for you at the table.",steak tartare,positive,positive
my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal.,crab croquette apt,negative,negative
great for large groups and celebrations - our super happy waiter was the entertainment of the evening.,waiter,positive,positive
did i mention the wine?,wine,neutral,neutral
"plus, on wednesday nights the house wine is unlimited!",house wine,positive,positive
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,positive,negative
the dim sum servings here are a bit larger than i'm used to.,dim sum servings,negative,neutral
"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",management,negative,neutral
"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",door,negative,positive
"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",glass front,neutral,negative
we won't go to this place again for a good meal.,meal,negative,negative
"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",barbecued codfish,positive,positive
"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",seasoning,negative,negative
"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",spice rub,negative,negative
"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",herb mix,positive,negative
"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",sauce,negative,negative
"after dinner, take your date to the huge dance floor, probably one of the biggest you'll see in ny.",dance floor,positive,positive
"after dinner, take your date to the huge dance floor, probably one of the biggest you'll see in ny.",dinner,neutral,neutral
taj mahal offeres gret value and great food.,value,positive,positive
taj mahal offeres gret value and great food.,food,positive,positive
has the chef and owner changed???,chef,neutral,neutral
has the chef and owner changed???,owner,neutral,neutral
my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience.,dinner,positive,positive
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacon,negative,negative
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",platter,negative,negative
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",in sandwiches,negative,negative
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",frying,negative,negative
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacos,negative,negative
"outstanding bagels, but you get what you pay for.",bagels,positive,positive
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,positive,positive
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",crust,positive,positive
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,positive,positive
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",toppings,positive,neutral
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",bread,positive,positive
"i found it on a cold night, the perfect spot to warm up.",spot,positive,positive
they even have a section in the menu called american chinese food!,menu,neutral,negative
they even have a section in the menu called american chinese food!,american chinese food,neutral,negative
"service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",service,positive,positive
"service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",beef carpaachio,positive,positive
"service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",pasta,positive,positive
"service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",portion,positive,positive
kalbi and nebbiolo do work together.,kalbi,neutral,neutral
kalbi and nebbiolo do work together.,nebbiolo,neutral,neutral
"best italian food i ever had (and being italian, that means alot).",italian food,positive,positive
i will recommend scopa to all of my friends for a place to go for wonderful italian food.,italian food,positive,positive
located at the end of a magnificent block.,located,positive,positive
"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,positive,positive
"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",room,neutral,neutral
"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",clubhouse,neutral,negative
they don't walk around with the trays of dim sum.,trays of dim sum,neutral,neutral
"great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bar,positive,positive
"great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bartenders,positive,positive
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,negative,neutral
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,negative,negative
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,negative,neutral
i really loved the different and inovated touch that's the cheff gives to the food.,cheff,positive,positive
i really loved the different and inovated touch that's the cheff gives to the food.,food,positive,positive
they came out over cooked and the cheese was almost non existant.,cheese,negative,negative
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",meal,positive,positive
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",server,positive,positive
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",wine,positive,positive
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",wine,positive,negative
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",price rang,positive,positive
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",priced,positive,neutral
"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,negative,negative
"the food is good, especially their more basic dishes, and the drinks are delicious.",food,positive,positive
"the food is good, especially their more basic dishes, and the drinks are delicious.",dishes,positive,positive
"the food is good, especially their more basic dishes, and the drinks are delicious.",drinks,positive,positive
but the main hit was the whole grilled fish.,whole grilled fish,positive,positive
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",tuna tartare,neutral,positive
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",sake,neutral,positive
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",mushroom ravioli,neutral,positive
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",pinot noir,neutral,positive
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",chocolate sampler,neutral,positive
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",dessert wine,neutral,positive
on a hot day it was fabulous to stop in and enjoy lunch.,lunch,positive,positive
the food is delicious and beautifully prepared along with the friendly and personable service.,food,positive,positive
the food is delicious and beautifully prepared along with the friendly and personable service.,service,positive,positive
i usually go there later at night when i get off work so i don't have to deal with crowds or lines.,lines,negative,negative
i usually go there later at night when i get off work so i don't have to deal with crowds or lines.,crowds,negative,negative
pizza here is consistently good.,pizza,positive,positive
we had a great tiem watching the shows and characters and ar food was just what we were looking for.,shows,positive,positive
we had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,positive,positive
we had a great tiem watching the shows and characters and ar food was just what we were looking for.,characters,positive,positive
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter,negative,negative
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",beers,negative,neutral
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",manager,neutral,negative
