text,labs
"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.","[('different plastic pieces', None)]"
it cant fuction well with lots of webpages open at once.,"[('webpages', None)]"
"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.","[('old eeepc', None), ('first time', None)]"
This laptop has left me with a HORRIBLE taste in my mouth for Acer brand products.,"[('mouth', None), ('taste', None), ('acer brand products', None)]"
its not bad just VERY VERY annoying.,[]
"Well, maybe more like week one.",[]
Windows is also rather unsteady on its feet and is susceptible to many bugs.,"[('windows', None), ('many bugs', None), ('feet', None)]"
"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.","[('recipients', None), ('microsoft word', None)]"
"I believe I purchased this in Dec 09 for my primary work laptop which is used 5-10 hours a day, 4-6 days a week.","[('primary work laptop', None)]"
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,"[('warranty company', None)]"
then on top of it all their cusromer service center is in the middle east.,"[('cusromer service center', None)]"
The only bad part is the size/weight.,"[('part', None), ('weight', None)]"
The little battery that it did have would only last about an hour while just having it on the desktop.,"[('hour', None), ('little battery', None)]"
I liked the aluminum body.,[]
also it is light weight compared to others.,[]
Its good for playing my apps on Facebook or watching movies.,[]
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.","[('everything', None), ('build quality', None)]"
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.","[('particular program', None), ('file ontop', None)]"
"Sorry, newegg.",[]
Be safe buy a Sony.,"[('sony', None)]"
pretty much everything else about the computer is good it just stops working out of no were.,"[('computer', None)]"
Originally bought it for my wife.,[]
It was truly a great computer costing less than one thousand bucks before tax.,[]
"Waiting for the i7 was well worth it, great value for the price.","[('value', None)]"
I bought this laptop on Saturday and am completely in love with it!,[]
"I  asked how they would determine that since there are no scratches, dents  or other signs of damage and was told that was the only way this type of  damage could happen.","[('type', None), ('other signs', None)]"
"Now,,,,,my monitor has been acting up for about 2 months.","[('monitor', None)]"
"Also, the extended warranty was a problem.","[('extended warranty', None)]"
Boots up fast and runs great!,[]
Lightweight and the screen is beautiful!,"[('screen', None)]"
"Buy it, love it, and I promise you won't regret it.",[]
I needed a driver for my HP and they would not help me with out me paying over $50 for it.,[]
"If you don't like fingerprints, this might not be the laptop for you.","[('fingerprints', None)]"
"Call tech support, standard email the form and fax it back in to us.","[('standard email', None), ('tech support', None)]"
"Just a month and a half or two months ago, my VAIO crashed again.","[('vaio', None)]"
They sent it back with a huge crack in it and it still didn't work.,"[('huge crack', None)]"
" A coupla months later, they change my hard drive.","[('drive', None)]"
I did contact HP and share how unhappy I am.,"[('hp', None)]"
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","[('twin packing', None), ('functions', None)]"
"The 13"" MacBook Pro is portable, durable, and very capable.","[('macbook pro', None)]"
I should have spent an extra hundred bucks and got a full sized computer.,"[('bucks', None), ('full sized computer', None)]"
Great overall.,[]
My smart phone is faster!,"[('phone', None)]"
They say sorry out of warranty.,"[('warranty', None)]"
I have full control at all times of what is going on - there is no control+alt+delete business anymore.,"[('delete business', None), ('full control', None)]"
I bought this laptop because of the performance to price ratio.,[]
PC never worked right even after BIOS fixed.,"[('bios', None), ('pc', None)]"
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.","[('apple display', None), ('design', None), ('years', None)]"
"I have a laptop as my regular computer, but found that disconnecting it and lugging it around was a drag.","[('regular computer', None)]"
This is my second MacBook.,"[('second macbook', None)]"
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,"[('anything', None), ('space', None), ('size', None)]"
The service I received from Toshiba went above and beyond the call of duty.,"[('service', None)]"
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.","[('computers crash', None), ('speed', None), ('memory', None)]"
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,"[('only thing', None), ('internet speed', None)]"
I own other Macs but always find myself navigation to the MacBook Pro to get my work done.,"[('other macs', None)]"
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.","[('making', None), ('music', None), ('office use', None), ('several programs', None), ('photo management', None), ('school', None), ('editing', None)]"
This is my 3rd Apple Laptop and first MacBook Pro.,"[('first macbook pro', None), ('3rd apple laptop', None)]"
I have had this laptop for a few months now and i would say im pretty satisfied.,"[('few months', None), ('im', None)]"
The love part of my relationship with this laptop doesn't take very long.,"[('part', None), ('relationship', None)]"
Not enough time for me to give it 5 stars!,"[('time', None), ('stars', None)]"
The screen shows great colors.,"[('colors', None)]"
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","[('first thing', None), ('price', None), ('next year', None), ('mode', None), ('pc laptops', None), ('laptop value', None), ('%', None), ('apple', None)]"
That's a huge difference.,"[('huge difference', None)]"
"Dells are ok, HPs aren't that good, but Macs or Fantastic.","[('hps', None), ('dells', None)]"
"  So, buyers beware!","[('buyers', None)]"
I am totally satisfied with my little toshie!,"[('little toshie', None)]"
"I have no idea how to burn cd's or to use the web cam, just for starters.","[('cd', None), ('web cam', None)]"
"Again, I sent it off to Acer, by this time they were paying for me to send it to them and everything, but it was still inconvienent because of my classes and my communication with my fiance.","[('communication', None), ('classes', None)]"
DEFINITELY recommended!!!,[]
It is extremely user friendly and intuitive.,[]
Let me start with the good:So awesome.,[]
I had finally reached my limit and broke down.,[]
"The 17 inch screen is very large, but the computer is very light.","[('computer', None), ('inch screen', None)]"
"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.","[('machine', None), ('opinion', None)]"
"Do I like the computer? Well, other than not getting viruses, I guess it is OK.","[('viruses', None)]"
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.","[('applications dvd', None), ('bluetooth', None), ('reload', None), ('launch manager', None)]"
I waited and waited and no laptop.,[]
Everything is falling apart internally and externally.,"[('everything', None)]"
I also liked the glass screen.,[]
The switchable graphic card is pretty sweet when you want gaming on the laptop.,"[('switchable graphic card', None)]"
"It super shiny, so you can see the fingerprints easily.","[('fingerprints', None)]"
"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.","[('outcome', None)]"
"The battery life has not decreased since I bought it, so i'm thrilled with that.","[('battery life', None)]"
Its a dog plain and simple.,"[('dog', None)]"
"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.","[('technical support', None), ('anything', None)]"
My HP is very heavy.,"[('hp', None)]"
I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,[]
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,"[('cost', None), ('cd', None), ('thats', None)]"
The price and features more than met my needs.,[]
They refuse.,[]
big mistake!,"[('big mistake', None)]"
Best Buy was great as always and accepted the return and gave me another model 1764.,"[('buy', None)]"
and dell and best buy both refused to take it back after i only had it for 1 hour....,"[('dell', None)]"
My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,"[('child', None), ('net', None)]"
"First of all, I've been Dell fan for more than fifteen years.",[]
GREAT INVESTMENT!,"[('investment', None)]"
I am just amazed.,[]
"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.","[('coffee table', None)]"
I thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and I wouldn't have the same problems because it was updated.,"[('old computer', None), ('wireless network', None)]"
Skype is just so dang cool with this machine too.,"[('machine', None), ('skype', None)]"
I would buy this lap top over and over again!,"[('lap top', None)]"
the mouse buttons are hard to push.,"[('mouse buttons', None)]"
"I can actually get work done with this MAC, and not fight with it like my tired old PC laptop.","[('old pc laptop', None)]"
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.","[('hdd', None), ('main hard drive', None)]"
"If you're not wanting to be mobile, this is a good laptop to sit on a desk.","[('laptop', None), ('desk', None)]"
I also travel with it and it never gives me any problems.,[]
Just don't waste your time and money on this.,"[('money', None), ('time', None)]"
All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,[]
"(Beware, their staff could send you back making you feel that only they know what a computer is.","[('staff', None)]"
"And I'm still paying the bloody financing, for a product which didn't last me at least three years !","[('financing', None)]"
Games being the main issue.,"[('main issue', None), ('games', None)]"
"No problems, no lock ups, no disappointments.",[]
"While the computer seems to be set up in a common sense way rather than in geek-speak, there are certain quirks that can drive you crazy trying to deal with the PC world.","[('certain quirks', None), ('pc world', None), ('common sense way', None), ('speak', None)]"
"I am definitely sold, and not going back to PCs for home use!","[('pcs', None)]"
"I have a lapdesk which I can use, but I can still feel the heat through the foam and plastic.","[('heat', None), ('plastic', None), ('foam', None)]"
and its really cheap and you wont regret buying it.,[]
It was over rated!,[]
I dont understand how anyone can think this is a great product worth purchasing.,"[('anyone', None)]"
My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,"[('same mac', None)]"
I wasn't really sure I wanted to spend that kind of money!,"[('kind', None)]"
Other Thoughts: Do not purchase this product.,"[('product', None)]"
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,"[('warranty', None), ('drive', None)]"
and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,"[('students', None), ('laptop', None), ('mac book pro', None)]"
  I took the computer back in yet again except this time they kept it to send into their Geek Squad headquarters.,"[('geek squad headquarters', None)]"
This is a great laptop and I would recommend it to anyone.,"[('anyone', None), ('laptop', None)]"
"Thank God for ""ctrl Z""Bottom line, I've been using laptops since the mid 90s and probably the majority of brands out there.","[('line', None), ('mid 90s', None), ('brands', None), ('majority', None)]"
They definitely have a superior product!,"[('product', None)]"
A great computer for light home use and business use.,"[('computer', None), ('light home use', None), ('business use', None)]"
Bought it to use mostly for oline classes.,"[('oline classes', None)]"
"Even with virus protection, it always turned off when updates were needed and installed.",[]
"Also consider the MS Office apps are all trial versions, hope you have your own copies.","[('own copies', None)]"
"They are wonderful, but very dangerous when it comes to emitting heat.",[]
This computer was awful!,"[('computer', None)]"
"Heck, if I had enough ' money, I would but it as a gift for someone.","[('money', None)]"
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.","[('windows', None), ('online games', None)]"
The battery life is amazingly long at 7hrs and 5hrs if you use it.,"[('battery life', None)]"
My previous purchases were with Dell and HP.,"[('dell', None), ('hp', None), ('previous purchases', None)]"
I have not have any problems.,[]
I purchased an HP right after my high school graduation.,"[('high school graduation', None)]"
Me and my boyfriend bought the Gateway NV78 in nov of 09.,[]
It is very user friendly and not hard to figure out at all.,[]
"lightweight, long battery life, excellent transition from PC;","[('transition', None), ('pc', None), ('long battery life', None)]"
The price is another driving influence that made me purchase this laptop.,"[('laptop', None)]"
The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,"[('nortons virus scan', None), ('year', None), ('others', None)]"
It is stamped and not in pieces therefore it is a stronger more resilient frame.,[]
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,"[('first time mac buyer', None), ('features', None)]"
"Two, owning a 17 in.mac book gives the flexibility to sit anywhere you want without worry about bother anyone.","[('anyone', None)]"
Sent unit back and it's been two months.,[]
Came fully loaded - good.,[]
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.","[('new system', None)]"
"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.","[('new hp comouter', None)]"
(I definatly can't).,[]
"Files as well would become lost, deleted or corrupted.","[('files', None)]"
It is meant to be PORTABLE.,[]
My laptop worked again for just a while before I started having issues AGAIN.,"[('laptop', None)]"
This is perfect for her field.,"[('field', None)]"
taking it back less than 24 hours of purchase,[]
That's the downside for me.,[]
"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.","[('little dark', None), ('letters', None), ('only thing', None), ('key broad', None)]"
Hopefully Amazon will take this back.,"[('back', None), ('amazon', None)]"
  They ended up keeping my computer for almost 3 months!,[]
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","[('physical abuse', None)]"
  But I needed a laptop for school use.,[]
he can't stand it.,[]
The computer was delivered as promised.,[]
This is the complete opposite to an ergonomic design.,"[('complete opposite', None), ('ergonomic design', None)]"
I would like at least a 4 hr. battery life.,"[('hr', None)]"
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,"[('programs', None), ('only thing', None), ('mac', None)]"
"Looking online, many people are having the same problem.","[('many people', None), ('same problem', None)]"
"Wireless has not been a issue for me, like some others have meantioned.","[('wireless', None)]"
THIS IS MY SECOND MAC BOOK PRO.,[]
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.","[('macbook notebooks', None), ('many background programs', None), ('short battery life', None)]"
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.","[('trackpad', None), ('things', None)]"
I guess the only good thing that came out of these were the speakers and the subwoofer.,"[('subwoofer', None), ('speakers', None)]"
Theres a built in camera with special effects- for video and photography.,"[('video', None), ('photography', None), ('special effects', None)]"
All for such a great price.,"[('price', None)]"
I went right out and purchased another laptop.,[]
"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","[('year', None), ('services', None), ('big deal', None), ('story', None), ('products', None)]"
I am able to play 720p and 1080p media files just fine with it.,"[('720p', None), ('1080p media files', None)]"
"I already own an iPhone, and so the move just made more sense.","[('move', None)]"
So think about factoring those things in when you purchase.,"[('things', None), ('factoring', None)]"
Took the netbook on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.,"[('laptop', None)]"
Everything was up and running within 15 minutes of unboxing.,[]
"This computer gets very hot, before shutting down.","[('computer', None)]"
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,"[('left mouse key', None)]"
 Went silently.,[]
Satisfy what I paid for it.,[]
IT IS TRASH!,[]
It has good speed and plenty of hard drive space.,"[('drive space', None), ('speed', None), ('plenty', None)]"
Clear picture on it and everything.,"[('picture', None)]"
"Overall though, for the money spent it's a great deal.",[]
So you don't get frustrated the first few weeks.,"[('first few weeks', None)]"
"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.","[('warranties', None), ('extended warranty', None), ('third parties', None), ('sony', None)]"
It's so useable and responsive.,[]
It is truly a Desktop Replacement.,[]
I only used it to browse the internet and and I dont know how many times it has spontaniously shut down and it is just a blank screen now.,"[('internet', None), ('many times', None)]"
"A little pricey but it is well, well worth it.",[]
Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,[]
"Screen is awesome, battery life is good.","[('screen', None), ('battery life', None)]"
The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,"[('appearance', None), ('black model', None)]"
In my opinion it was not as user friendly as I expected either.,"[('user', None), ('opinion', None)]"
The technical service for dell is so 3rd world it might as well not even bother.,"[('technical service', None), ('dell', None), ('world', None)]"
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,"[('graphics', None), ('payment', None), ('warranty', None)]"
and if u did.,[]
"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",[]
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.","[('time', None)]"
It was definelty a smart move.,"[('move', None)]"
I'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.,"[('machine', None), ('others', None)]"
Apparently they are defective since they are not securely attached.,[]
but other then that I would give this product a 4 in hafe stars.,[]
Sure hope Best Buy will replace it asap.,[]
I babyed the heck out of it and i still do.,[]
Handles all my basic media needs easily.,"[('basic media', None)]"
Just what the doctor ordered.,"[('doctor', None)]"
"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.","[('white one', None), ('case', None)]"
The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,[]
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.","[('look', None), ('many laptops', None), ('experience', None), ('applications', None), ('same performance', None)]"
Excellent speed for processing data.,"[('processing data', None), ('speed', None)]"
"All in all, I'm incredibly dissatisfied with this laptop, and with HP as a whole.","[('laptop', None)]"
I am not happy at all with the product I purchased.,[]
When you call tech support you were routed to someone who was in another country and did not know what they were doing.,[]
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.","[('use', None), ('finances', None), ('gaming', None)]"
I was taught to use Photoshop and was amazed.,"[('photoshop', None)]"
It's A MAC!!,[]
It was weird.,[]
I can hardly wait to see whats around the next corner.,"[('next corner', None), ('whats', None)]"
the apple pro notebook will not let you down.,"[('apple pro notebook', None)]"
4gb of ram...,[]
"I did a review on it, its awesome.",[]
"  Before we got this laptop, had a compaq pasaro for 5 years with no problems.",[]
I tried out another Mac for a few months before buying this one and it is a great machine.,"[('machine', None), ('few months', None)]"
Somehow the system clock got messed up after reboot.,[]
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.","[('computer', None), ('gb ram', None), ('only problem', None)]"
With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,"[('freesecuritysoftware', None), ('other intrusive things', None), ('viruses', None)]"
The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,"[('same cost', None)]"
I visited the Apple Store and was impressed with the 17-inch MacBook Pro.,"[('inch macbook pro', None)]"
"The driver updates don't fix the issue, very frustrating.","[('driver updates', None)]"
I will never go back to Windows!,"[('windows', None)]"
Do your research on this issue.,"[('research', None)]"
"Looking to take my video and photo editing to the next level, I decided to purchase the MBP 15in Intel Core i5 after reading consumer reviews as well as professional reviews of this laptop.","[('consumer reviews', None), ('laptop', None), ('mbp 15in intel core i5', None), ('professional reviews', None), ('video', None), ('next level', None), ('photo editing', None)]"
It doesnt work worth a damn.,[]
"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.","[('hp pavilion dv9000 notebook pc', None)]"
It works really well.,[]
It has happened again and I'm being told that it's $175.,[]
"Bigger HD, better graphics card, and a bid HD.",[]
Lord HAVE MERCY!,[]
The built in camera is very useful when chatting with other techs in remote buildings on our campus.,"[('other techs', None), ('remote buildings', None), ('campus', None)]"
No big deal.,"[('big deal', None)]"
"Mine came at $1,700 w/o a DVD burner (!).",[]
The DVD burner broke after burning 3 DVD'd during that time!,[]
It works fine with our wireless and they've had not problems.,[]
But you must get the 15 inch.,"[('inch', None)]"
i will be returning it and switching brands when i get to best buy.,[]
Product support very poor as each phone call costs me long distan,"[('product support', None), ('long distan', None)]"
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","[('computer', None), ('screen', None)]"
  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,[]
It does not keep internet signals no matter where you bring it.,"[('internet signals', None)]"
apple is one of the best computer companies in the country.,[]
PLEASE MAKE THESE!,"[('these', None)]"
Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,[]
"After the first few months, the computer started crashing about every week.","[('first few months', None)]"
"My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.","[('family', None), ('something', None), ('son', None), ('school', None), ('time', None)]"
It's a great product for a great price!,"[('price', None), ('product', None)]"
"Again, the same problem, the right speaker did not work.","[('speaker', None), ('same problem', None)]"
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,"[('huge price tag', None), ('future updates', None), ('full software', None), ('macbook pro', None)]"
"Before i bought my new i5, I did my research for about 2 weeks and determined to move for HP to Apple for reliability, dependable, and long lasting operations.","[('apple', None), ('new i5', None), ('hp', None), ('reliability', None)]"
Dell wanted to charge us for everything everytime I called them with a problem.,"[('everything everytime', None), ('dell', None)]"
THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,[]
i have had my dell latitude for almost three years.,[]
May be better for the occasional web surfer.,"[('occasional web surfer', None)]"
and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,"[('same time', None), ('screen', None), ('multiple page viewer', None), ('button', None)]"
This was the 3rd day and part still had not been shipped.,"[('part', None), ('3rd day', None)]"
Obviously we both got new Macs.,"[('new macs', None)]"
"My Iphone synced right up just like a person would expect, unlike the PCs in our lives.","[('person', None), ('iphone', None), ('pcs', None)]"
That being said after 2 weeks of owning every time I start it up now it gives me a black screen for 5-8 seconds stating pxe-e61 media test error check cable.,"[('black screen', None), ('seconds', None)]"
"It's fun to take to a bookstore, sit in the coffee shop area, sign in to WiFi and look up book reviews of books I might buy.","[('coffee shop area', None), ('bookstore', None), ('book reviews', None)]"
"Not super fancy, but not super expensive either.",[]
Keyboard good sized and wasy to use.,"[('keyboard', None)]"
HP said it was out of warranty.,[]
"-Stay away from Apple, or hope you laptop does not break down.","[('apple', None)]"
It's a great prodcut to handle basic computing needs.,"[('prodcut', None), ('basic computing needs', None)]"
"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",[]
wonderful features.,"[('features', None)]"
the laptop was really good and it goes really fast just the way i thought it would of run.,"[('laptop', None)]"
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,"[('computer', None), ('hp', None), ('disk', None)]"
Im glad that it has such great features in it.,"[('such great features', None), ('im', None)]"
it's just a great toy to have around.,[]
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,"[('files', None)]"
Great wifi too.,"[('wifi', None)]"
"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.","[('sentences', None), ('many words', None)]"
"  Only a few days after I received the computer back, the screen froze again.","[('screen', None)]"
It is not ideal for children because of the temp.,"[('temp', None), ('children', None)]"
"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!","[('little money', None)]"
  When this happened I would have to completely power off my computer and restart it.,"[('computer', None)]"
Although i do believe that Windows operating system may be to fault for some of the problems.,[]
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.","[('line', None), ('os', None)]"
I or my dad paid over twenty four hundred dollars for everything.,[]
  The lcd screen stopped working on mine after 10 months.,[]
That includes transferring my music and movies.,[]
Images are crisp and clean.,"[('images', None)]"
"Took that one home, same thing.","[('same thing', None)]"
I'm going back to PC.,"[('pc', None)]"
"Great, quick laptop for the money.","[('money', None), ('quick laptop', None)]"
although its windows vista compared to windows xp sucks.,[]
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.","[('numerous problems', None), ('vista', None), ('same update', None), ('same windows update', None), ('internet', None)]"
The Dell mini was the first Dell product that I had ever purchased.,"[('dell mini', None), ('first dell product', None)]"
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"[('key combination', None)]"
My Mac has gone from being a trusted friend to an adversary.,[]
"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10","[('model', None), ('tip', None), ('gb stick', None)]"
"By week two, my laptop had overheated and was completely dead even though I did not use it too much.",[]
And it is impossible to get them back in.,[]
My last laptop gave me a constant battle even though it was also completely new.,"[('constant battle', None), ('last laptop', None)]"
I have been a mac user since the mid 90s.,"[('mid 90s', None), ('mac user', None)]"
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,"[('touch control buttons', None), ('keyboard', None), ('new hardrive', None)]"
  After the bad experience with this computer went back to compaq.,"[('computer', None), ('compaq', None), ('experience', None)]"
Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,"[('research', None), ('box', None)]"
It doesn't heat up like my old laptop.,"[('old laptop', None)]"
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,"[('performance', None)]"
It's solid.,[]
"Before I got my macbook, I owned a Dell laptop.",[]
This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.,"[('little peice', None), ('machinery', None), ('laptop', None)]"
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","[('computer', None)]"
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,"[('toshiba', None), ('same problem', None), ('system board', None)]"
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.","[('deal', None)]"
I don't know how I could ever live without my Qousmio.,"[('qousmio', None)]"
"It has plenty of memory, lots of hard drive, and great graphics.","[('drive', None), ('graphics', None), ('lots', None), ('plenty', None)]"
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,[]
"  It lasted for many years of travel, kids and abuse and if I fired it up today, it would work.","[('many years', None), ('kids', None), ('travel', None)]"
"been a PC user for many, many years.","[('many years', None), ('pc user', None)]"
"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.",[]
"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.","[('few times', None)]"
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).","[('girlfriend', None), ('hinge', None)]"
My problem was with DELL Customer Service.,[]
"There are so many things wrong with this product, it just makes me want to set my self on fire!","[('fire', None), ('product', None), ('self', None)]"
"It is not even a year old yet, so I would definitely not recommend it to anyone.","[('anyone', None)]"
Amazing machine.,"[('machine', None)]"
"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.","[('mail', None), ('high tech stuff', None), ('papers', None), ('games', None)]"
"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.","[('rma service', None), ('morning', None), ('late friday night', None), ('saturday', None)]"
I'm very impressed.,[]
Dell sucks,[]
Design: very durable.,"[('design', None)]"
It is easy to go from one keyboard to another.,"[('keyboard', None)]"
I spoke to 4 different people and was told they needed to transfer me to a 5th person!,"[('5th person', None), ('different people', None)]"
The Mac Book Pro performs flawlessly.,"[('mac book pro', None)]"
Has a 5-6 hour battery life.,[]
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,"[('video resolution', None)]"
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.","[('dreamweaver', None), ('same time', None), ('final cut pro', None), ('few other applications', None)]"
I have owned many computers and laptops.,"[('many computers', None), ('laptops', None)]"
I recently purchased the mini and absolutely love it!,[]
Does a great job with video shot on a Canon 5D MKII.,"[('video shot', None), ('job', None)]"
"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.","[('computer', None)]"
Ive had to call tech support many times.,"[('tech support many times', None), ('ive', None)]"
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!","[('apple applications', None), ('competition', None)]"
"Yes, I have it on the highest available setting.","[('setting', None)]"
Not to mention it has shit gigs.,"[('gigs', None)]"
Hieroglyphics are quite common.,"[('hieroglyphics', None)]"
This worked just fine.,[]
