text,labs,set_similarity,labs_similarity
I bought this laptop Was the worst Laptop I've ever bought.,[],0.4214053153991699,0.39676532
But the screen size is not that bad for email and web browsing.,"[('screen size', '19', '8', 'positive'), ('web browsing', '62', '50', 'neutral')]",0.2680528163909912,0.2416582
Once I removed all the software the laptop loads in 15-20 seconds.,"[('software', '31', '23', 'negative'), ('loads', '48', '43', 'neutral')]",0.23031258583068848,0.22371426
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,"[('trackpad', '49', '41', 'negative'), ('external mouse', '79', '65', 'neutral'), ('trackpad', '114', '106', 'negative')]",0.1704503893852234,0.1571552
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,"[('games', '53', '48', 'negative')]",0.266775518655777,0.25572437
"Obviously one of the most important features of any computer is the ""human interface.","[('features', '44', '36', 'neutral'), ('human interface', '84', '69', 'neutral')]",0.37359336018562317,0.34180468
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).","[('inbuilt applications', '118', '98', 'negative'), ('Software', '50', '42', 'negative')]",0.2547142803668976,0.2423991
The body is a bit cheaply made so it will be interesting to see how long it holds up.,"[('body', '8', '4', 'negative')]",-0.03882656991481781,-0.018253105
The i5 blows my desktop out of the water when it comes to rendering videos.,"[('i5', '6', '4', 'negative')]",0.314948707818985,0.2876008
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.","[('antivirus software', '59', '41', 'neutral'), ('firewall', '71', '63', 'neutral')]",0.20548290014266968,0.16413914
For the use it was purchased for it is a good Laptop.,[],0.31211844086647034,0.30626833
"Am very glad I bought it, great netbook, low price.","[('price', '50', '45', 'positive')]",0.38539472222328186,0.34748662
"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.",[],0.2968657910823822,0.23798646
Worth the investment and truly a fine piece of equipment.,[],0.3182799816131592,0.30273533
The Apple team also assists you very nicely when choosing which computer is right for you :),"[('Apple team', '14', '4', 'positive')]",0.2943968176841736,0.2582356
Summary: Dont buy HP.,[],0.31428027153015137,0.30797482
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).","[('Vista', '55', '50', 'negative'), ('Vista', '73', '68', 'negative'), ('operating system', '227', '211', 'neutral'), ('Vista', '157', '152', 'negative')]",0.19415299594402313,0.1932742
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,"[('video chat', '14', '4', 'negative'), ('quality', '133', '126', 'conflict')]",0.1906585842370987,0.1672839
You'll need to upgrade and pay a little more for them.,[],0.2556232213973999,0.23281057
it is hard to fix and makes it a hassle to own one.,[],0.28558361530303955,0.2560188
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"[('mouse', '158', '153', 'positive')]",0.2760915160179138,0.26152453
"Macs are designed for the ""frontal lobe challenged"" people out there.",[],0.23971551656723022,0.22081502
"Fan vents to the side, so no cooling pad needed, great feature!","[('Fan', '3', '0', 'positive'), ('cooling pad', '40', '29', 'neutral'), ('feature', '62', '55', 'positive')]",0.12165174633264542,0.11004572
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.","[('software', '46', '38', 'positive')]",0.22691883146762848,0.20682311
Wasted me at least 8 hours of installation time.,"[('installation time', '47', '30', 'negative')]",0.25847265124320984,0.25308353
"It has far exceeded my expectations for power, storage, and abilitiy.","[('power', '45', '40', 'positive'), ('storage', '54', '47', 'positive'), ('abilitiy', '68', '60', 'positive')]",0.30028417706489563,0.29372486
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.","[('spotlight search', '39', '23', 'positive'), ('feature', '15', '8', 'positive')]",0.03322625905275345,0.023948751
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,"[('wireless system', '18', '3', 'negative'), ('Windows 7', '48', '39', 'neutral')]",0.22550560534000397,0.21197408
I am enjoying it and the quality it provides is great!,"[('quality', '32', '25', 'positive')]",0.23386158049106598,0.22581117
It is the worst laptop ever,[],0.3965715169906616,0.376029
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.","[('battery life', '75', '63', 'positive'), ('speed', '93', '88', 'positive')]",0.26654767990112305,0.26046824
"I'm not going to lie, I've never really liked the Acer brand in general.",[],0.2658523917198181,0.24984422
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!","[('OS', '6', '4', 'positive'), ('OS', '134', '132', 'positive')]",0.2984307110309601,0.27211326
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.","[('iTunes', '6', '0', 'positive'), ('program', '42', '35', 'positive')]",0.17282363772392273,0.15717427
"-I give up on my data, I just want a computer reasonably fast...",[],0.34684738516807556,0.3344566
Would buy 100 more of these if I could.,[],0.26137575507164,0.25624794
"  while it was barely a bargin in the begining, i would never purchase another dell and would not recomend the dell brand to others.",[],0.2730865180492401,0.25021592
it was shooting sparks!,[],0.1761065423488617,0.18870984
Great product.,[],0.27522313594818115,0.26375666
Mac is not made for gaming.,"[('gaming', '26', '20', 'negative')]",0.2759871184825897,0.2514329
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.","[('battery', '99', '92', 'negative')]",0.20094677805900574,0.19895871
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.","[('Apple support', '30', '17', 'positive'), ('techs', '144', '139', 'positive')]",0.15489783883094788,0.12404148
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,"[('adding the bluetooth', '75', '55', 'negative')]",0.26455509662628174,0.25899887
  By this time I was regretting ever SEEING this machine on the shelf!,[],0.27621060609817505,0.2570331
"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!",[],0.31417179107666016,0.29383072
I need graphic power to run my Adobe Creative apps efficiently.,"[('graphic power', '20', '7', 'neutral'), ('Adobe Creative apps', '50', '31', 'neutral')]",0.22379489243030548,0.22266081
the programs are esay to use and are quick to process this computer works like a charm.,"[('programs', '12', '4', 'positive'), ('use', '28', '25', 'positive')]",0.3657117784023285,0.34369865
The materials that came with the computer did not include the right # anywhere.,"[('materials', '13', '4', 'negative')]",0.23508712649345398,0.2056257
So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,[],0.13831309974193573,0.14058025
That day!,[],0.21630597114562988,0.2071038
""" For one, I noticed that from turning on my mac to logging on only took about 25 seconds.",[],0.2302158921957016,0.22606221
It does not even have the software to play a dvd now.,"[('software', '34', '26', 'negative')]",0.2591184675693512,0.23514214
My brother is a computer wiz and would laugh at me because he used an Apple.,[],0.3723597824573517,0.35316464
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,"[('Tech support', '12', '0', 'positive'), ('power supply', '58', '46', 'negative')]",0.09706706553697586,0.09422403
"Since I never really got to use this, I can't comment on anything except what went wrong after trying 2 of them.",[],0.28820177912712097,0.26726097
Buyers beware.,[],0.366281658411026,0.35467848
HOW DOES THE POWER SUPPLY NOT WORK!!!,"[('POWER SUPPLY', '25', '13', 'negative')]",0.28676125407218933,0.29100737
Sells for the same as a netbook without sacrificing size.,"[('size', '56', '52', 'positive')]",0.38300621509552,0.34576473
  I'll rather be out of date then spend more money on toshiba.,[],0.28004056215286255,0.2641187
"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.","[('warranty', '96', '88', 'neutral')]",0.21415160596370697,0.193044
"Windows XP SP2 caused many problems on the computer, so I had to remove it.","[('Windows XP SP2', '14', '0', 'negative')]",0.22913582623004913,0.21018459
Love it.,[],0.2620279788970947,0.25038084
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.","[('Windows 7 Ultimate', '34', '16', 'negative'), ('Bluetooth', '53', '44', 'negative'), ('Fingerprint reader', '76', '58', 'negative'), ('software', '86', '78', 'negative')]",0.20598258078098297,0.18623814
None of the techs at HP knew what they were doing.,"[('techs at HP', '23', '12', 'negative')]",0.18382053077220917,0.16950612
"Oh, it is such a great piece of equipment.",[],0.2717835009098053,0.23976658
"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.","[('video card', '58', '48', 'negative')]",0.15483829379081726,0.15108414
"I use that alot on my desktop, so I am adjusting to not having it.",[],0.2905539274215698,0.24862716
"With awesome graphics and assuring security, it's perfect!","[('graphics', '21', '13', 'positive'), ('security', '43', '35', 'positive')]",0.27893689274787903,0.25072548
"Laptop was in new condition and operational, but for the audio problem when 1st sent for repair.","[('audio', '62', '57', 'negative')]",0.25552424788475037,0.2419262
I was disappointed when I realized that the keyboard doesn't light up on this model.,"[('keyboard', '52', '44', 'negative')]",0.2665127217769623,0.24964765
This machine was a horrible experience.,[],0.27953919768333435,0.26713392
It runs perfectly.,"[('runs', '7', '3', 'positive')]",0.2523975670337677,0.25750098
"Very dissappointed becase I have had toshibas for years, and never a issue.",[],0.13495007157325745,0.12750955
If you have any creativity in you do yourself a favor and get a mac!,[],0.33962711691856384,0.30001876
The laptop was very easy to set up.,"[('set up', '34', '28', 'positive')]",0.27632787823677063,0.2554441
Congratulations Asus for creating one big piece of dump which is my laptop.,[],0.3029763698577881,0.262917
  Sometimes the screen even goes black on this computer.,"[('screen', '22', '16', 'negative')]",0.3151187002658844,0.30183744
I would definitely recommend checking out this laptop if you are in the market for one.,[],0.3042602837085724,0.28378066
I recommend for word processing and internet users.,"[('word processing', '31', '16', 'positive'), ('internet', '44', '36', 'positive')]",0.36326900124549866,0.3357042
Since I've had this computer I've only used the trackpad because it is so nice and smooth.,"[('trackpad', '56', '48', 'positive')]",0.3080776631832123,0.28688172
"  When the computer has been on for several minutes, it will occasionaly just go off by itself.",[],0.18090780079364777,0.1790891
A longer battery life would have been great - but it meets it's spec quite easily.,"[('battery life', '21', '9', 'conflict'), ('spec', '68', '64', 'positive')]",0.04372801631689072,0.0737138
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.","[('HD', '46', '44', 'positive'), ('graphics chip', '76', '63', 'positive'), ('components', '228', '218', 'positive'), ('DVD burner', '30', '20', 'positive')]",0.2655169367790222,0.2599762
falls into the case.,[],0.2498650848865509,0.2562845
This is something i would deffinately reccomend to someone.,[],0.2012808620929718,0.1836342
Its fast and another thing I like is that it has three USB ports.,"[('USB ports', '64', '55', 'positive')]",0.32701531052589417,0.31990114
"Mac computers automatically ""defrag"" each time you start your computer.",[],0.2254074662923813,0.19628455
That is my only complaint!,[],0.09732142835855484,0.08992195
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,"[('software', '129', '121', 'negative')]",0.4358459413051605,0.40439463
That system is fixed.,"[('system', '11', '5', 'neutral')]",0.30240127444267273,0.2849506
"The computer itself was fast, ran smoothly, and had no problems.","[('ran', '33', '30', 'positive')]",0.2502540051937103,0.250305
One of the smartest thing I did was take my time to compare laptops before making my purchase.,[],0.2564777135848999,0.22788188
Like the price and operation.,"[('price', '14', '9', 'positive'), ('operation', '28', '19', 'positive')]",0.2833960950374603,0.27796018
The brand is tarnished in my heart.,"[('brand', '9', '4', 'negative')]",0.1365765929222107,0.13079156
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.","[('components', '73', '63', 'negative'), ('ground loop isolator', '138', '118', 'neutral'), ('price range', '204', '193', 'negative'), ('quality', '183', '176', 'negative')]",0.027800021693110466,0.005086208
"Honestly, this is absolutely wonderful.",[],0.07840269804000854,0.055799544
I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty.,"[('warranty', '94', '86', 'neutral')]",0.028377646580338478,0.026726766
I really wish I had done this years ago.,[],0.14655368030071259,0.13322444
"Well, maybe I was just very unlucky.",[],0.014083772897720337,0.00607943
"For example, when my husband turns the light out while I'm on the computer.",[],0.24292531609535217,0.23719186
"Once open, the leading edge is razor sharp.","[('leading edge', '27', '15', 'negative')]",0.1593138724565506,0.13864546
Loaded with bloatware.,"[('bloatware', '21', '12', 'neutral')]",0.48168832063674927,0.45505688
"If you buy, pray you dont have major prolems.",[],0.1594364494085312,0.14945197
"Don't get me wrong, I am no Microsoft hater, I've just managed to turn into a much bigger Apple fan because of this machine.",[],0.29331570863723755,0.2646396
HP refused to give me a new one and Wal Mart refused to take it back.,[],0.2737728953361511,0.26020598
Within 3 weeks the same issues started happening AGAIN.,[],0.07307791709899902,0.08638271
Maximum sound isn't nearly as loud as it should be.,"[('Maximum sound', '13', '0', 'negative')]",0.09173032641410828,0.079789266
"Well, they don't care a bunch.",[],0.040234655141830444,0.05152165
I loaded windows 7 via Bootcamp and it works flawlessly!,"[('windows 7', '18', '9', 'positive'), ('Bootcamp', '31', '23', 'positive')]",0.07673929631710052,0.06304523
I have never had to shut down the computer unexpectedly and the computer has never froze on me.,[],0.2558542788028717,0.24330297
"Great Laptop for the price, works well with action pack games.","[('price', '26', '21', 'positive'), ('action pack games', '61', '44', 'neutral'), ('works', '33', '28', 'positive')]",0.38493508100509644,0.3837355
"Although the price is higher then Dell laptops, the Macbooks are worth the dough.","[('price', '18', '13', 'negative')]",0.241437166929245,0.22189023
Recommended to people as their first laptop.,[],0.4222548305988312,0.3985633
I would recomend this acer to parents and grandparents it can really help them in school.,[],0.27348628640174866,0.25650617
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,"[('performance', '81', '70', 'negative')]",0.2754145562648773,0.25384462
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","[('twin packing', '42', '30', 'positive'), ('functions', '83', '74', 'positive')]",0.23245222866535187,0.209306
So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,"[('after sales support', '80', '61', 'negative'), ('look', '41', '37', 'positive')]",0.3245839774608612,0.2944623
they have not sent a new one nor called.,[],0.12233811616897583,0.11237031
I would easly reccomend this laptop to a friend.,[],0.34527114033699036,0.32112145
I hate the display screen and I have done everything I could do the change it.,"[('display screen', '25', '11', 'negative')]",0.2548076808452606,0.23744825
I spent alot of money on this product and its been a nightmare.,[],0.28154808282852173,0.25715274
I also like the acer arcade but these were reallythe only two things I liked about this laptop.,"[('acer arcade', '27', '16', 'positive')]",0.3363173305988312,0.3164483
"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.","[('customer support', '40', '24', 'positive')]",0.410775750875473,0.35516542
Thinking about returning it,[],0.296691358089447,0.29735985
"I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.","[('screen', '56', '50', 'negative'), ('cd drive', '87', '79', 'negative')]",0.349716454744339,0.33046445
It runs very quiet too which is a plus.,"[('runs', '7', '3', 'positive')]",0.19459158182144165,0.19492935
but it  has a major design flaw.,"[('design', '26', '20', 'negative')]",0.18179140985012054,0.1632689
"  I took the laptop home and not even a month later, I began to have problems with it.",[],0.35757046937942505,0.33074117
"It was heavy,bulky, and hard to carry because of the size.","[('size', '57', '53', 'negative')]",0.14013001322746277,0.1502888
That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought.,[],0.2120479941368103,0.1696441
i tried turning it done but it did nothing.,[],0.16264285147190094,0.14192119
"It is super fast, and always loads.",[],0.17807334661483765,0.18920706
The games included are very good games.,"[('games', '9', '4', 'neutral'), ('games', '38', '33', 'positive')]",0.13415426015853882,0.1312345
"this computer will last you at least 7 years, thats an amazing life spanned an electronic.","[('life', '67', '63', 'positive')]",0.32285264134407043,0.3231615
I bought mine from Apple Store the day it was released as Amazon didn't have it yet.,[],0.20723477005958557,0.1859284
I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,"[('warranty', '109', '101', 'negative')]",0.1976477950811386,0.18338811
the whole experiece is horrible so save up and buy a better laptop.,[],0.3813984990119934,0.35949594
I just bought this laptop 3 days ago.,[],0.3641156256198883,0.34587926
I am very pleased with my purchase!,[],0.25456687808036804,0.22803165
Sometimes you really have to tap the pad to get it to worki,"[('pad', '40', '37', 'negative')]",0.19308601319789886,0.17552377
It's super fast and a great value for the price!,"[('value', '33', '28', 'positive'), ('price', '47', '42', 'positive')]",0.2038852721452713,0.21197927
"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.","[('system performance', '116', '98', 'negative'), ('linux based os', '64', '50', 'negative')]",0.22213999927043915,0.20738137
A mac is very easy to use and it simply makes sense.,"[('use', '25', '22', 'positive')]",0.255452960729599,0.22061622
"Of course, eMachines cannot be made entirely to blame for this computer's woes;",[],0.28213396668434143,0.26805934
"however, I may have inadvertently thrown out one of the batteries with the shipping carton.","[('batteries', '65', '56', 'neutral'), ('shipping carton', '90', '75', 'neutral')]",0.144492506980896,0.14925338
Love it so far.,[],0.19200395047664642,0.17984489
It is so much easier to use,"[('use', '27', '24', 'positive')]",0.27816900610923767,0.27448463
There is no need to open a program first and the cliick open or import.,"[('program', '34', '27', 'positive')]",0.06072840094566345,0.039349414
"In short, you could say your mac could become your best friend (no intention of replacing Rover your dog).",[],0.22155652940273285,0.20050871
It was a bad experience but i played down its importance.,[],0.12826132774353027,0.12797657
Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,[],0.1275305300951004,0.13301599
It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's.,"[('virus protection', '112', '96', 'positive')]",0.22030393779277802,0.1871799
"The Notebook PC,Toshiba Qosmio is the best gift my father could have ever gotten me.",[],0.3859218657016754,0.3682114
"Three weeks after I bought the netbook, the screen quit working.","[('screen', '50', '44', 'negative')]",0.24224084615707397,0.23409009
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.","[('processor', '13', '4', 'positive'), ('OSX 16', '70', '64', 'positive'), ('graphics', '102', '94', 'positive'), ('hardware', '134', '126', 'neutral'), ('software', '159', '151', 'neutral')]",0.2953513264656067,0.2701728
I am currently out of town and called to inform them the broken part would be returned when I got back in town.,[],0.16384948790073395,0.14140938
Returned laptop for a 4th repair and it came back but now would lock up and randomly reboot frequently making the laptop unusable.,[],0.19648045301437378,0.18182997
I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,"[('Intel Core processors', '55', '34', 'neutral'), ('HDMI port', '69', '60', 'neutral')]",0.2938082814216614,0.2569248
"The Apple will run Internet Explorer, but at an amazingly slow rate.","[('Internet Explorer', '36', '19', 'conflict')]",0.27329081296920776,0.25399455
"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","[('staff', '103', '98', 'negative')]",0.21597960591316223,0.19044648
Other than that I don't have one complaint in the world!,[],0.1771893948316574,0.17838486
"  The computer is so slow, even after paying staples the extra money to speed it up.",[],0.3242858350276947,0.2996058
I feel that enough people have Macs these days and that companies need to start making things more compatable than they used to be.,[],0.29400089383125305,0.25166434
"The price premium is a little much, but when you start looking at the features it is worth the added cash.","[('price premium', '17', '4', 'negative'), ('features', '78', '70', 'positive')]",0.1706763654947281,0.15883969
*5 weeks after giving the computer for repair*-Apple offers to send replacement after they receive the old computer.,[],0.31738874316215515,0.2987117
I can't say enough of how satisfied I am with their product and help aftermarket.,"[('product and help aftermarket', '80', '52', 'positive')]",0.27195143699645996,0.24876817
My computer was one of the best in the school compared to my fellow classmates.,[],0.33001911640167236,0.3163815
I bought for my son in the 2nd grade.,[],0.26545125246047974,0.27655178
This has happened three times so far.,[],0.07810717821121216,0.089515425
"   I'm a professional consultant, and a client needed work on her machine.",[],0.33210086822509766,0.28986192
compresses itself and you can't use it.,[],0.17742514610290527,0.17021394
Microsoft word was not on it andI had to buy it seperately.,"[('Microsoft word', '14', '0', 'negative')]",0.29085466265678406,0.2693869
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.","[('usb ports', '18', '9', 'neutral'), ('sd memory card reader', '43', '22', 'neutral'), ('sd memory car expansion', '74', '51', 'neutral')]",0.22424297034740448,0.20683435
"Who knows what will happen later on when they dismantle the whole damn thing?  So, I said I wanted a new set.",[],0.18315376341342926,0.17112078
"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.","[('LaCie 2Big external drive', '37', '12', 'neutral'), ('firewire 800 interface', '68', '46', 'positive'), ('Time Machine', '102', '90', 'neutral')]",0.09738010913133621,0.054796923
"If you already own a 2009, 2010, or early 2011 model, you should wait until the next update.",[],0.2521652281284332,0.2292631
"My Toshiba did not have sound on everything, just certain things.","[('sound', '29', '24', 'negative')]",0.16621091961860657,0.14749452
"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.","[('extra features', '78', '64', 'positive'), ('windows 7 home premium', '113', '91', 'positive')]",0.33864477276802063,0.3222858
"So, I must say I am not a happy camper.",[],0.051252879202365875,0.048746377
"-Called MacHouse Amsterdam to ask for a temporary replacement, no answer.",[],0.1760556399822235,0.16317526
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,"[('Acer screen', '46', '35', 'negative'), ('USB port', '122', '114', 'negative'), ('boot', '25', '21', 'negative')]",0.11812687665224075,0.10584697
I bought it during the recent Comex IT show.,[],0.24201840162277222,0.21650812
The battery life was shorter than expected.,"[('battery life', '16', '4', 'negative')]",0.1668921262025833,0.1967204
It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,"[('fires up', '11', '3', 'positive')]",-0.042312681674957275,-0.021297414
It doesnt overheat or make any loud noises.,[],0.12945584952831268,0.13234444
Look up recipes and keep it on the kitchen counter while I cook.,[],0.07343313843011856,0.06996703
The keyboard is top notch.,"[('keyboard', '12', '4', 'positive')]",0.36476004123687744,0.35464972
Do you think the shop will give me a new set?? It will NOT!,[],0.12293656170368195,0.10606032
I have had nothing but problems since the day I took it out of the box!,[],0.19774845242500305,0.19216841
My Macbook was worth (after 3 years of use!) $375.,[],0.33776408433914185,0.33407283
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,"[('software', '142', '134', 'negative')]",0.1955690085887909,0.16934884
The online tutorial videos make it super easy to learn if you have always used a PC.,"[('online tutorial videos', '26', '4', 'positive')]",0.29738277196884155,0.2587696
Bought this gateway M-50 or 150 early 2007.,[],0.2956278324127197,0.27359685
"The image is great, and the soud is excelent.","[('image', '9', '4', 'positive'), ('soud', '32', '28', 'positive')]",0.2803839147090912,0.25057665
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,"[('windows', '77', '70', 'negative'), ('boot up', '88', '81', 'negative'), ('shut down', '101', '92', 'negative'), ('windows', '145', '138', 'negative')]",0.234378844499588,0.21453619
It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,"[('Mac OS', '89', '83', 'positive'), ('use', '40', '37', 'positive')]",0.2571491599082947,0.22343016
"This netbook is a perfect supplementary computer to another laptop or desktop (my wife and I have another laptop), or if you are a user who uses the computer for simple tasks.",[],0.38046741485595703,0.34828377
"With all the goodies inside this machine, it is a value.",[],0.23415960371494293,0.2396516
I took it back for a full refund.,[],0.2977043092250824,0.2885713
"It is well worth the money it cost, Very good investment.","[('cost', '34', '30', 'positive')]",0.121734619140625,0.11349481
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;","[('Windows 7 Starter', '32', '15', 'neutral'), ('Windows 7 Home Premium', '61', '39', 'neutral'), ('Windows 7 Professional', '88', '66', 'neutral')]",0.2486894130706787,0.233525
This computer had exactly the specifications I needed.,"[('specifications', '44', '30', 'positive')]",0.287076860666275,0.25332853
"Overall, still a very nice machine.",[],0.30074557662010193,0.29595825
"Where you click and hold and drag it picture, link, etc to where you want it.",[],0.13704925775527954,0.114651166
My kids (and dogs) destroyed two power cords by pulling on them.,"[('power cords', '44', '33', 'neutral')]",0.15797820687294006,0.15843603
"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.","[('multi-touch features', '151', '131', 'positive')]",0.23082537949085236,0.19679813
I had this computer for one month and had to send it in for repair.,[],0.38095802068710327,0.35384765
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.","[('screen', '10', '4', 'negative'), ('clicking buttons', '62', '46', 'negative')]",0.3320668935775757,0.3228601
"Not to mention, the battery life is absolutely amazing.","[('battery life', '32', '20', 'positive')]",0.23247623443603516,0.25458416
"I realize that not every unit has this issue, but the ones that do cannot be repaired.",[],0.13770990073680878,0.117979586
I have had a Mac for 6 years and won't go back to PC.,[],0.25839078426361084,0.23274238
i love to use it it is esay and light.,[],0.22571465373039246,0.227308
Windows also shuts the computer down for no reason without warning.,"[('Windows', '7', '0', 'negative')]",0.1335618793964386,0.121137805
not using wired lan not sure what thats about.,"[('wired lan', '19', '10', 'neutral')]",0.23312506079673767,0.19330765
After about another month I had to send it in AGAIN to Acer for repairs.,[],0.32298341393470764,0.3035563
The macbook rarely requires a hard reboot.,"[('hard reboot', '41', '30', 'conflict')]",0.16701221466064453,0.1543393
I LOVE it!,[],0.23683805763721466,0.22303027
The #1 reason that is always repeated.,[],0.0809878334403038,0.09722731
Now for the hardware problems.,"[('hardware', '20', '12', 'negative')]",0.49316486716270447,0.46684304
"Unfortunately, that is not the case.",[],0.16303569078445435,0.1361766
Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,"[('hard drive', '133', '123', 'negative')]",0.2157406508922577,0.1851788
It's fast and has excellent battery life.,"[('battery life', '40', '28', 'positive')]",0.2599949538707733,0.27905494
It's face and depanable.,[],0.19801212847232819,0.19793108
No Viruses!,[],0.44291096925735474,0.43653116
"I'm just really happy that I waited to buy, because this thing kicks a$$!",[],0.23996798694133759,0.22011088
"  The Hewitt Packard Pavillion dv6700 was my first laptop, before this I had a Dell desktop that I loved.",[],0.28229236602783203,0.26479563
Apple care included.,"[('Apple care', '10', '0', 'neutral')]",0.3614885210990906,0.33118057
It was an all around waste of money for me.,[],0.1658901572227478,0.16913567
I worked in IT retail sales before.,[],0.2994668483734131,0.2682886
Features like the font are very block-like and old school.,"[('font', '22', '18', 'negative'), ('Features', '8', '0', 'negative')]",0.24057382345199585,0.22642219
It has everything you need to get the job done.,[],0.22427484393119812,0.20551726
"It is loaded with programs that is of no good for the average user, that makes it run way to slow.","[('programs', '26', '18', 'negative'), ('run', '85', '82', 'negative')]",0.3213878273963928,0.32588315
"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.","[('plastic\xa0pieces', '88', '74', 'negative')]",0.06077054142951965,0.04764336
it cant fuction well with lots of webpages open at once.,[],0.2542872130870819,0.23261021
"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.","[('2GB RAM stick', '52', '39', 'neutral')]",0.14780499041080475,0.13514888
This laptop has left me with a HORRIBLE taste in my mouth for Acer brand products.,[],0.3137955367565155,0.3004193
its not bad just VERY VERY annoying.,[],0.09315222501754761,0.10171062
"Well, maybe more like week one.",[],0.07008601725101471,0.060915507
Windows is also rather unsteady on its feet and is susceptible to many bugs.,"[('Windows', '7', '0', 'negative')]",0.19695310294628143,0.19665778
"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.","[('Microsoft Word for Mac', '202', '180', 'neutral')]",0.1903289556503296,0.16800901
"I believe I purchased this in Dec 09 for my primary work laptop which is used 5-10 hours a day, 4-6 days a week.",[],0.16242234408855438,0.1701086
