text,labs
I have been twice to this restaurant.,[]
also make sure you pay attention to the music being piped in - quite a weird selection.,"[('selection', None)]"
You could get a much better dining experience for the same amount of money in a lot of other French Bistros.,"[('dining experience', None), ('same amount', None), ('lot', None), ('money', None)]"
The establishment scores big points in presentation and style.,"[('style', None), ('presentation', None), ('establishment scores big points', None)]"
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","[('chinatown standards', None), ('sum', None), ('rest', None)]"
Good food.,"[('food', None)]"
"The wait staff is very friendly, if not overly efficient.","[('wait staff', None)]"
Surprisingly nothing could be further from the truth.,"[('nothing', None)]"
The dim sum however was very good.,"[('sum', None)]"
It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.,"[('roof', None)]"
Service has always been friendly and efficient.,"[('service', None)]"
Went there and had a combination of different seafood dishes and appetizers.,"[('combination', None), ('different seafood dishes', None), ('appetizers', None)]"
Its a great place for a casual date or to entertain clients for lunch.,"[('lunch', None), ('casual date', None), ('clients', None), ('place', None)]"
All we received was an apology as we left to see our show without dinner.,"[('show', None), ('dinner', None)]"
The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,"[('bottle', None), ('wine', None)]"
Prices are very good.,"[('prices', None)]"
"We could not catch our waiter's eye, and he ignored us.","[('eye', None)]"
Fantastic place.,"[('place', None)]"
Plain and simple it's bad thai food.,"[('thai food', None)]"
Definitely not a restaurant to skip!,[]
They refuse to seat parties of 3 or more on weekends.,"[('parties', None)]"
Usually 3 vs. 4 items per dish.,"[('items', None)]"
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.","[('burger', None), ('certain staples', None)]"
"The Dim Sum was so-so, but not spectacular.",[]
The food was so-so.,[]
"The waitress, seems to be more concerned of looking good than actually waitressing.","[('waitress', None)]"
"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.","[('joints', None), ('seating', None)]"
What a ripoff!,[]
Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,"[('surprise 30th birthday dinner', None)]"
You can do it here.,[]
Food-awesome.,"[('food', None)]"
"good music, great food, speedy service affordable prices.","[('service affordable prices', None), ('music', None), ('food', None)]"
"There was a small wait, but shorter than I expected.","[('small wait', None)]"
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"[('lobster sandwich', None), ('price', None)]"
"May, the owner always has a smile on her and will warmly greet you.","[('owner', None)]"
I've lived in NY for 5 years and this place has it all.,[]
I just read Mocaramel's review and felt compelled to respond.,[]
The sides were ok and incredibly salty.,"[('sides', None)]"
It hits the spot every time,[]
"For some reason, all the seafood on the menu was unavailable except for the Salmon.","[('reason', None), ('menu', None), ('seafood', None), ('salmon', None)]"
"Not a large place, but it's cute and cozy.",[]
Don't be fooled by crowds of people.,[]
and there's no way out.,[]
"The beverages were excellent, and the dessert was good.","[('dessert', None), ('beverages', None)]"
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"[('hostess', None), ('waitress', None)]"
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.","[('time', None), ('anything', None)]"
"Please if your thinking about it go, and stay the wait you won't be disappointed.","[('wait', None), ('thinking', None)]"
I must say the view of NYC is so beautiful!,"[('view', None)]"
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.","[('asian accent', None), ('light meal', None)]"
"When going out for a nice dinner, I like a nice ambiance as well as very good food.","[('dinner', None), ('ambiance', None), ('food', None)]"
"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.","[('stay', None), ('alphabet city', None), ('folks', None)]"
"Otherwise, this place has great service and prices and a nice friendly atmosphere.","[('place', None), ('atmosphere', None), ('service', None), ('prices', None)]"
Highly recommend this as great value for excellent sushi and service.,"[('value', None), ('service', None), ('sushi', None)]"
This place would be so much better served by being run by a group that actually understands customer service.,[]
A++   The service was good to excellent along with the attitude.,"[('service', None), ('attitude', None)]"
"This is my fourth try over a two year period, and I'm done.","[('fourth try', None)]"
The food is awesome - definitely try the striped bass.,"[('striped bass', None), ('food', None)]"
"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.","[('wife', None), ('music', None), ('times', None)]"
black white shakes came out good also.,"[('black white', None)]"
It's simply the best meal in NYC.,"[('nyc', None)]"
Probably would not go again...,[]
After passing by this restaurant for sometime I finally decided to go in and have dinner.,[]
"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.","[('restaurant', None), ('neighbor', None), ('maximum amount', None)]"
I ordered the chu chu curry and my friend ordered the pad thai chicken.,[]
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,"[('blue ribbon', None)]"
Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,"[('place', None)]"
"However, they've got the most amazing pastrami and the soups hit the spot.","[('soups', None), ('pastrami', None)]"
Great bagels made the old-fashioned way.,"[('way', None), ('bagels', None)]"
"This is some really good, inexpensive sushi.","[('sushi', None)]"
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.","[('personal favorite', None), ('bagles', None)]"
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.","[('quality', None), ('food', None)]"
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,"[('touristy restaurant', None), ('lobby area', None), ('next hour', None), ('half', None)]"
The pizza is delicious and the proprietor is one of the nicest in NYC.,"[('pizza', None)]"
"Also good for client lunch meetings, esp.","[('client lunch meetings', None)]"
For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,"[('repeat performance', None)]"
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.","[('decor', None), ('low prices', None), ('presentation', None)]"
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,"[('waitstaff', None)]"
The setting is casual and romantic.,"[('setting', None)]"
IT WAS HORRIBLE.,[]
"Terrible, terrible management - deserves to be shut-down.","[('management', None)]"
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","[('service', None), ('delivery', None), ('sushi', None), ('seating', None)]"
The desserts are more appealing then stuffy overpriced French restaurants.,"[('desserts', None)]"
"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...","[('rally', None), ('ues', None), ('food', None)]"
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.","[('evening', None), ('order', None), ('many other reviewers', None)]"
"I found the food to be outstanding, particulary the salmon dish I had.","[('salmon dish', None)]"
Mizu is home to creative and unique rolls not to found anywhere else.,"[('mizu', None)]"
"The New York Times has reviewed this place three times already, you know it's going to be good.",[]
Baluchi's has solid food and a nice decor at reasonable prices.,"[('decor', None), ('prices', None), ('food', None)]"
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.","[('emilio', None)]"
I have been to spice three times- twice during lunch and once at dinner.,[]
"Moules were excellent, lobster ravioli was VERY salty!","[('moules', None), ('lobster ravioli', None)]"
I came to this restaurant expecting to be surprised but left bored and overcharged.,[]
"A cheap eat for NYC, but not for dosa.","[('nyc', None)]"
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"[('atmosphere', None)]"
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","[('surprises', None), ('seafood', None), ('wine list', None)]"
i don't usually order wine with indian so i can't comment on their wine list or their wines.,"[('wines', None), ('wine list', None)]"
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,"[('pastrami', None), ('extra rye bread', None), ('beef', None)]"
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).","[('bottle', None), ('wine', None)]"
"Really though, where's the seasoning?","[('seasoning', None)]"
"The food was just OK, at least for what food was available.","[('food', None)]"
"by dinner time, they turn it around and mount a huge comeback!!","[('huge comeback', None)]"
The waitress was very patient with us and the food is phenomenal!,"[('waitress', None), ('food', None)]"
"The ambience was nice, but service wasn't so great.","[('service', None), ('ambience', None)]"
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.","[('wine list', None), ('owners', None), ('menu', None), ('staff', None)]"
The people that work there are always so friendly you forget you are in New York sometimes.,[]
"We didn't even see a menu, as our waiter described both the specials and the main dishes.","[('specials', None), ('menu', None), ('main dishes', None)]"
The location and ambience is Ok but the food is what makes up for it.,"[('location', None), ('ambience', None)]"
"otherwise, good stuff for late nite eats.","[('late nite', None), ('stuff', None)]"
"The dinner was ok, nothing I would have again.","[('dinner', None), ('nothing', None)]"
It is thick and slightly soggy.,[]
Its not the same if you have to sit inside.,[]
I love and I know gourmet food by excellence!,[]
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",[]
Great people watching as others do the same to you.,"[('people', None)]"
Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,"[('such practice', None), ('other restaurants', None)]"
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.","[('dishes', None), ('volare', None)]"
He offers subpar service and has no personality.,"[('subpar service', None)]"
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.","[('assorted fruits', None), ('mini buns', None), ('beancurd', None), ('milk', None)]"
I'm going back.,[]
Diner food at bistro prices is a bummer....,[]
My friends and I have been going here regularly for two years.,[]
"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.","[('long tan last week', None), ('first time', None)]"
"Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see.","[('ok bad joke', None), ('empty stomach', None)]"
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.","[('table', None)]"
Me and my girls will definitely go back.,[]
"The first time the sushi was outstanding, the second time it was a little bland.","[('sushi', None), ('second time', None), ('first time', None)]"
The portions are large and the servers always surprise us with a different starter.,"[('portions', None), ('different starter', None)]"
"delicious bagels, especially when right out of the oven.","[('bagels', None), ('oven', None)]"
Ive passed by the spot tons of times always wanting to go in.,[]
All the food was hot tasty.,"[('food', None)]"
Have been several times and it never dissapoints.,"[('several times', None)]"
This is one great place to eat pizza more out but not a good place for take-out pizza.,"[('out pizza', None), ('place', None)]"
Our server was very helpful and friendly.,"[('server', None)]"
Try green curry with vegetables.,"[('vegetables', None), ('green curry', None)]"
Would recommend this place as a good date spot if you don't want to drop a ton of cash.,"[('ton', None), ('date spot', None), ('place', None)]"
While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,[]
This place was not ALL THAT!,[]
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.","[('place', None)]"
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.","[('door', None), ('heavy vault', None), ('dining ride', None)]"
Much more reasonably priced too!,[]
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.","[('restaurant', None), ('corona', None)]"
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.","[('portioins', None), ('high quality restaurant', None), ('food', None)]"
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,"[('everyone', None), ('friend', None), ('milan', None)]"
Others have to go to other restaurants and feel sad until they're eaten.,"[('others', None), ('other restaurants', None)]"
Why make a reservation if you aren't going to keep it?,[]
"The Pad Thai is excellent here, as well.","[('pad thai', None)]"
Big and gawky on the outside.,"[('outside', None)]"
I have been to Mary's many times and I like it.,"[('many times', None)]"
"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.","[('weather', None)]"
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,"[('lunch specials', None), ('other regular chinese restaurant', None)]"
HIGHLY RECOMMENDED!!!!!,[]
This is the best thing in Soho.,[]
Went here last night and had a pleasant experience.,"[('experience', None), ('last night', None)]"
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.","[('people', None)]"
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,[]
"For $760 for 2 people, it's a once in a lifetime experience.",[]
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.","[('neighborhood restaurant', None), ('food', None)]"
We had the pot-stickers which were great and a tempura dish that was great.,[]
I think the stuff was better than Disney.,[]
"After reading the good reviews of this restaurant, I decided to give it a try with two friends.","[('restaurant', None), ('try', None), ('reviews', None)]"
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.","[('entree range', None), ('atmosphere', None)]"
"Orsay, is without a doubt one of the best values for authentic French food in NYC.","[('nyc', None), ('values', None), ('food', None)]"
I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,[]
It's definately not a place to go if you want to impress someone.,"[('someone', None)]"
"Well, their deliveries take for ever and the food is usually cold.","[('food', None)]"
The staff is no nonsense.,[]
Chinese Desserts are known for healthful benefits in addition to the sweetness.,[]
Wonderful at holiday time.,"[('holiday time', None)]"
And really large portions.,[]
The place is a lot of fun.,[]
This is a great Thai restaurant with a very friendly staff.,"[('restaurant', None), ('staff', None)]"
"Have eaten at Ginger House several times, and it's always good.","[('ginger house several times', None)]"
I ordered the smoked salmon and roe appetizer and it was off flavor.,[]
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","[('food', None)]"
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",[]
"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.","[('place', None)]"
"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!","[('idea', None)]"
"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",[]
"The menu was impressive with selections ranging from a burger, to steak, to escargot.","[('menu', None), ('selections', None)]"
"In fact, two people could really share one plate.","[('plate', None), ('people', None), ('fact', None)]"
The food is great and authentic.,"[('food', None)]"
This was a repeat visit and we'll definitely be back again.,[]
during happy hour!,"[('hour', None)]"
Good for casual dinner with jeans and sneakers.,"[('casual dinner', None)]"
Love YUKA.,[]
"Anyway, the food is good, the price is right and they have a decent wine list.","[('wine list', None), ('price', None), ('food', None)]"
"Go, go, hurry, before everyone finds out about it.",[]
Prices are higher to dine in and their chicken tikka marsala is quite good.,"[('chicken tikka marsala', None)]"
I am bringing my whole family back next time.,"[('whole family', None), ('next time', None)]"
This place has many different styles of pizza and they are all amazing.,"[('many different styles', None), ('pizza', None)]"
The photos of the restaurant in its web site are way better than the real look.,"[('photos', None), ('real look', None)]"
The food was lousy - too sweet or too salty and the portions tiny.,"[('portions', None), ('food', None)]"
But the coconut rice was good.,"[('coconut rice', None)]"
It took them 25 minutes to bring our appetizer.,"[('appetizer', None)]"
A guaranteeed delight!,[]
I have been coming to this neighborhood spot for years.,[]
Overall I would recommend it and go back again.,[]
The food was great.,"[('food', None)]"
Pair you food with the excellent beers on tap or their well priced wine list.,"[('beers', None), ('tap', None), ('priced wine list', None), ('food', None)]"
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"[('dollar bottle', None), ('system isnt', None)]"
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,"[('food', None)]"
"Anyway, this is the last time I cross the williamsburg.","[('last time', None)]"
Metrazur has a beautiful spot overlooking the main terminal.,"[('spot', None), ('main terminal', None)]"
Friendly staff that actually lets you enjoy your meal and the company you're with.,"[('company', None), ('meal', None), ('staff', None)]"
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",[]
Guess the 555Soul ads didn't launch her big modeling career.,"[('big modeling career', None), ('555soul ads', None)]"
The restaurant is rather small but we were lucky to get a table quickly.,"[('restaurant', None), ('table', None)]"
"Besides, we were on vacation!",[]
I love this cozy around the way Rest.,"[('way', None)]"
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.","[('quality', None), ('stick', None), ('price', None), ('food', None)]"
Don't leave without trying One Night in Tokyo.,"[('tokyo', None), ('night', None)]"
Save yourself the time and trouble and skip this one!,"[('one', None), ('time', None)]"
This is my favorite Italian restaurant in all of New York City.,"[('restaurant', None)]"
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.","[('seating', None), ('day', None), ('entranceway', None), ('place', None)]"
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,"[('price', None)]"
"But, they were too big for the bun.","[('bun', None)]"
"The food is fresh, delicious, and reasonably priced.","[('food', None)]"
Raga stands out with an interesting fusion of French and Indian cooking.,"[('cooking', None), ('fusion', None)]"
"A few tips: skip the turnip cake, roast pork buns and egg custards.","[('turnip cake', None), ('few tips', None)]"
The bagels are fabulous.,"[('bagels', None)]"
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.","[('course', None), ('seating', None), ('seats', None)]"
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"[('water', None), ('kind', None), ('questions', None), ('service', None)]"
"The food was very good, a great deal, and the place its self was great.","[('food', None)]"
The food options rule.,[]
A great choice at any cost and a great deal.,"[('deal', None), ('choice', None), ('cost', None)]"
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",[]
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",[]
Definately check it out!!!,[]
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).","[('downtown', None)]"
"Their calzones are horrific, bad, vomit-inducing, YUCK.","[('calzones', None), ('yuck', None)]"
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,"[('drink', None), ('something', None)]"
The place itself is beautiful the bar scene seems to be happening.,"[('place', None)]"
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",[]
"Good spreads, great beverage selections and bagels really tasty.","[('beverage selections', None), ('spreads', None), ('bagels', None)]"
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.","[('specials', None)]"
We will be back.,[]
"Also, top the meal with a delicious and perfect slice of tiramisu.","[('meal', None), ('slice', None)]"
It seems like this is a place the locals like and the people working here liked it too.,[]
Check out the secret back room.,"[('secret', None), ('room', None)]"
"It's also attached to Angel's Share, which is a cool, more romantic bar...","[('bar', None)]"
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.","[('door', None), ('service', None), ('food', None)]"
Stick to the gulab jamun.,[]
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.","[('wine list', None), ('area', None), ('reviews', None), ('atmosphere', None), ('service', None), ('prices', None)]"
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,"[('trays', None), ('staff', None), ('diner', None), ('table', None), ('heads', None)]"
With the theater 2 blocks away we had a delicious meal in a beautiful room.,"[('meal', None), ('room', None)]"
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.","[('line', None)]"
We were not dissappointed in the least bit by this little gem.,"[('little gem', None), ('bit', None)]"
Also very inexpensive.,[]
"We've only eaten in the restaurant once, but we have ordered many times for dinner.","[('many times', None)]"
I got enough reasons to keep coming back!!!,"[('reasons', None)]"
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"[('black vinegar', None), ('desserts', None)]"
The food is great and reasonably priced.,"[('food', None)]"
The characters really make for an enjoyable experience.,"[('experience', None), ('characters', None)]"
I would definitely recommend SEA if you like thai cuisine!,"[('sea', None), ('thai cuisine', None)]"
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","[('host', None), ('vittorio', None), ('crew', None), ('visitor', None)]"
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.","[('buck', None), ('several round tables', None), ('restuarant', None)]"
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","[('portion', None), ('french fries', None)]"
You cannot go wrong with this place.,"[('place', None)]"
"It is the type of place to run into old friends and have a late, raucus dinner.","[('old friends', None), ('raucus dinner', None)]"
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","[('fare', None), ('food', None)]"
Prices are in line.,[]
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.","[('dough', None), ('basil', None), ('mozz cheese', None), ('tomato sauce', None), ('combination', None)]"
The food is prepared quickly and efficiently.,"[('food', None)]"
and for this i had to shell out a small fortune?,"[('small fortune', None)]"
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.","[('food', None), ('paneer roll', None)]"
The food looked very appetizing and delicious since it came on a variety of fancy plates.,"[('plates', None), ('food', None)]"
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,"[('mozzerella slices', None), ('plain cheese slice', None)]"
I have tried literally every restaurant on curry row.,[]
"The food is terrible and overall, I would have to say avoid at all costs.","[('costs', None), ('food', None)]"
"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.","[('23rd st', None), ('46th st', None)]"
"Unfortunately, the food was NOT something to get worked up about.","[('food', None)]"
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",[]
I had Filet Mignon with garlic mash.,[]
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","[('roasted tomato soup', None)]"
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.","[('waitstaff', None), ('such close quarters', None)]"
Go inside and you won't want to leave.,[]
I loving bringing friends here - and I do so every chance I get.,[]
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","[('favourite pizza', None), ('prosciutto', None), ('salad', None), ('personal sizes', None), ('margarite pizza', None), ('baby arugula', None), ('bread', None), ('beginning', None)]"
"Yes, the prices are high, but I felt it was worth it.","[('prices', None)]"
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","[('paninis', None), ('large selection', None), ('bruschettas', None)]"
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.","[('way', None), ('lots', None), ('waiters', None), ('fact', None)]"
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.","[('old cuisine', None), ('outs', None), ('new life', None)]"
The owner truly caters to all your needs.,"[('owner', None)]"
He takes real pride in his food and his business.,"[('real pride', None)]"
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,"[('restaurant saul', None), ('smith street', None)]"
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,"[('boyfriend', None), ('birthday', None)]"
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.","[('montparnasse', None), ('meal', None), ('fixe', None)]"
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.","[('quality food', None), ('dining experience', None), ('wine', None)]"
I would go back tho.,[]
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.","[('touch', None), ('photobook menu', None)]"
too large for just two people but nothing was left.,"[('people', None)]"
I cannot imagine better Indian food in all of the city.,"[('food', None)]"
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,"[('place', None), ('corner booth table', None), ('little privacy', None), ('date', None)]"
A pleasant surprise.,"[('surprise', None)]"
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"[('manager', None), ('business', None), ('open faced cheese sandwich', None)]"
If you don't mind all that noise then go to the Chart House.,"[('chart house', None)]"
We got most of it back at home with us.,"[('home', None)]"
Get there before 7pm.,"[('pm', None)]"
very good breads as well.,"[('breads', None)]"
"if this happens, just ask for real naan.","[('real naan', None)]"
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,"[('price saturday night option', None), ('recent visit', None), ('inedible squid', None)]"
"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.","[('yo', None)]"
"Pizza is terrific, as is homemade pasta.","[('homemade pasta', None), ('pizza', None)]"
Definitely a neighborhood favorite.,[]
This is a wonderful place on all stand points especially value ofr money.,"[('points', None), ('place', None)]"
My first encounter happened one friday evening with a friend.,"[('first encounter', None)]"
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,[]
"Service is not exactly five star, but thats not really a big deal.","[('service', None)]"
There are other people waiting!,"[('other people', None)]"
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.","[('taste sensations', None), ('appetizers', None), ('chocolate souffle', None), ('scallops', None)]"
OU MUST TRY THIS RESTAURANT.,"[('restaurant', None), ('ou', None)]"
"We left, never to return.",[]
Consistently good Japanese Tapas.,[]
No apologies during restaurant week.,[]
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",[]
"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).","[('indian restaurants', None), ('nyc', None), ('place', None)]"
They also do a great job for restaurant week.,"[('restaurant week', None), ('job', None)]"
I went to this restaurant with a woman that I met recently.,[]
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","[('large whole shrimp', None), ('pistachio ice cream', None), ('lamb sausages', None)]"
This is where the aforementioned line was.,"[('aforementioned line', None)]"
The food is reliable and the price is moderate.,"[('price', None), ('food', None)]"
"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....","[('courdoroy blazer professor type', None), ('mix', None), ('hipsters', None), ('frat boys', None)]"
"While the ambiance and atmosphere were great, the food and service could have been a lot better.","[('atmosphere', None), ('ambiance', None)]"
We always go there on the weekends and leave extremely full and satisfied.,[]
i dont how this place is still running.,"[('place', None)]"
The server was really cool and served us our food and drinks with a smile.,"[('server', None)]"
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,"[('east sixth street', None), ('block', None)]"
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","[('thai food', None)]"
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.","[('term chef jason narone', None)]"
Excellent experience.,"[('experience', None)]"
"Well worth the trip, close to City Hall and downtown subway stops.","[('trip', None), ('city hall', None), ('downtown subway', None)]"
I had to share my table with a loud group of kids and the service was rude an unattentive.,"[('group', None), ('service', None), ('table', None)]"
What more could you want?,[]
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",[]
"All in all, I don't see how you can go wrong.",[]
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"[('sauce', None), ('garlic', None), ('pizza', None), ('tomatoes', None)]"
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","[('location', None), ('outdoor seating', None)]"
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",[]
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,[]
The food is usually good but it certainly isn't a relaxing place to go.,"[('food', None)]"
I'm told that it is open 24hrs which is good.,"[('hrs', None)]"
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","[('chilaquiles', None), ('knowledgable staff', None), ('bistro fare', None), ('jazz brunch', None)]"
The prices were fantastic.,"[('prices', None)]"
What a great place!,"[('place', None)]"
