text,labs
"toshiba is a great brand, even though i haven't had it for a long time, i am very happy with it!","[('brand', None), ('toshiba', None), ('long time', None)]"
i need graphic power to run my adobe creative apps efficiently.,"[('graphic power', None), ('graphic', None), ('apps', None), ('adobe creative apps', None)]"
the programs are esay to use and are quick to process this computer works like a charm.,"[('programs', None), ('esay', None), ('charm', None), ('computer', None)]"
the materials that came with the computer did not include the right # anywhere.,"[('computer', None), ('materials', None), ('#', None)]"
so when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,"[('hunk', None), ('hunk of metal', None), ('speaking', None)]"
that day!,"[('day', None)]"
""" for one, i noticed that from turning on my mac to logging on only took about 25 seconds.","[('mac', None), ('seconds', None)]"
it does not even have the software to play a dvd now.,"[('software', None), ('dvd', None)]"
my brother is a computer wiz and would laugh at me because he used an apple.,"[('computer', None), ('apple', None)]"
tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,"[('power supply problem', None), ('latter problem', None), ('power supply', None), ('tech', None)]"
"since i never really got to use this, i can't comment on anything except what went wrong after trying 2 of them.","[('comment', None), ('anything', None), ('i', None)]"
buyers beware.,"[('e-mail', None), ('buyers', None)]"
how does the power supply not work!!!,"[('power', None), ('power supply', None)]"
sells for the same as a netbook without sacrificing size.,"[('sells', None), ('netbook', None), ('size', None)]"
i'll rather be out of date then spend more money on toshiba.,"[('money', None), ('toshiba', None)]"
"upon giving them the serial number the first thing i was told, was that it was out of warranty and i could pay to have it repaired.","[('serial', None), ('first thing', None), ('serial number', None), ('warranty', None)]"
"windows xp sp2 caused many problems on the computer, so i had to remove it.","[('many problems', None), ('windows xp sp2', None), ('computer', None)]"
love it.,"[('m', None), ('he', None)]"
"i reloaded with windows 7 ultimate, and the bluetooth and fingerprint reader (software) would not load.","[('software', None), ('windows 7 ultimate', None), ('bluetooth and fingerprint reader (software)', None)]"
none of the techs at hp knew what they were doing.,"[('techs', None), ('hp', None)]"
"oh, it is such a great piece of equipment.","[('piece', None), ('s', None), ('equipment', None)]"
"i use that alot on my desktop, so i am adjusting to not having it.","[('desktop', None), ('app', None)]"
"with awesome graphics and assuring security, it's perfect!","[('graphics', None), ('security', None)]"
"laptop was in new condition and operational, but for the audio problem when 1st sent for repair.","[('audio problem', None), ('laptop', None), ('audio', None), ('new condition', None)]"
i was disappointed when i realized that the keyboard doesn't light up on this model.,"[('keyboard', None), ('model', None)]"
this machine was a horrible experience.,"[('machine', None), ('experience', None)]"
it runs perfectly.,[]
"very dissappointed becase i have had toshibas for years, and never a issue.","[('toshibas', None), ('issue', None)]"
if you have any creativity in you do yourself a favor and get a mac!,"[('mac', None), ('creativity', None)]"
the laptop was very easy to set up.,"[('setup', None), ('laptop', None)]"
congratulations asus for creating one big piece of dump which is my laptop.,"[('big piece', None), ('asus', None), ('dump', None)]"
sometimes the screen even goes black on this computer.,"[('computer', None), ('screen', None)]"
i would definitely recommend checking out this laptop if you are in the market for one.,"[('market', None), ('laptop', None)]"
i recommend for word processing and internet users.,"[('internet', None), ('word', None)]"
since i've had this computer i've only used the trackpad because it is so nice and smooth.,"[('computer', None), ('trackpad', None)]"
"when the computer has been on for several minutes, it will occasionaly just go off by itself.","[('time', None), ('computer', None), ('several minutes', None)]"
a longer battery life would have been great - but it meets it's spec quite easily.,"[('battery', None), ('battery life', None), ('spec', None)]"
"who couldn't love a dvd burner, 80-gigabyte hd, and fairly new graphics chip? as i soon discovered, though, there is a reason for which similarly-configured sony and toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.","[('reason', None), ('gigabyte hd', None), ('new graphics chip', None), ('dvd burner', None)]"
falls into the case.,"[('drink', None), ('case', None)]"
this is something i would deffinately reccomend to someone.,"[('someone', None)]"
its fast and another thing i like is that it has three usb ports.,"[('usb ports', None)]"
"mac computers automatically ""defrag"" each time you start your computer.","[('defrag', None), ('mac computers', None)]"
that is my only complaint!,"[('only complaint', None)]"
the salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,"[('software', None), ('salesman', None)]"
that system is fixed.,"[('system', None), ('fix', None)]"
"the computer itself was fast, ran smoothly, and had no problems.","[('problems', None), ('computer', None)]"
one of the smartest thing i did was take my time to compare laptops before making my purchase.,"[('time', None), ('laptops', None)]"
like the price and operation.,"[('operation', None), ('price', None)]"
the brand is tarnished in my heart.,"[('brand', None)]"
"this is likely due to poor grounding and isolation between the components, and i'm hoping that it can be fixed with a ground loop isolator, but i still expected better product quality for this price range.","[('price range', None), ('grounding', None)]"
"honestly, this is absolutely wonderful.",[]
i 'have had it for about a 1 1/2 and yes i have had an issue with it one month out of warranty.,"[('car', None), ('warranty', None)]"
i really wish i had done this years ago.,"[('past', None), ('i', None)]"
"well, maybe i was just very unlucky.",[]
"for example, when my husband turns the light out while i'm on the computer.","[('computer', None), ('light', None)]"
"once open, the leading edge is razor sharp.","[('leading edge', None), ('edge', None), ('open', None)]"
loaded with bloatware.,"[('bloatware', None)]"
"if you buy, pray you dont have major prolems.","[('major prolems', None), ('buy', None), ('prolems', None)]"
"don't get me wrong, i am no microsoft hater, i've just managed to turn into a much bigger apple fan because of this machine.","[('microsoft hater', None), ('machine', None), ('apple fan', None), ('apple', None)]"
hp refused to give me a new one and wal mart refused to take it back.,"[('new one', None), ('hp', None), ('wal mart', None)]"
within 3 weeks the same issues started happening again.,"[('issues', None), ('time', None), ('same issues', None)]"
maximum sound isn't nearly as loud as it should be.,"[('sound', None), ('maximum', None)]"
"well, they don't care a bunch.","[('bunch', None), ('err', None)]"
i loaded windows 7 via bootcamp and it works flawlessly!,"[('bootcamp', None), ('windows', None)]"
i have never had to shut down the computer unexpectedly and the computer has never froze on me.,"[('froze', None), ('computer', None)]"
"great laptop for the price, works well with action pack games.","[('action pack', None), ('laptop', None), ('price', None)]"
"although the price is higher then dell laptops, the macbooks are worth the dough.","[('macbooks', None), ('dough', None), ('price', None)]"
recommended to people as their first laptop.,"[('first laptop', None), ('laptop', None), ('recommended', None)]"
i would recomend this acer to parents and grandparents it can really help them in school.,"[('school', None), ('parents', None), ('grandparents', None), ('acer', None)]"
i would not recommend this to anyone wanting a notebook expecting the performance of a desktop it does not meet the expectations.,"[('desktop', None), ('expectations', None), ('performance', None), ('anyone', None)]"
so what if the laptops/mobile phones look chic and cool? the after sales support is terrible.,"[('sales support', None), ('after sales', None), ('mobile phones', None), ('laptops/mobile phones', None)]"
they have not sent a new one nor called.,"[('new one', None), ('called', None)]"
i would easly reccomend this laptop to a friend.,"[('friend', None), ('easly', None), ('laptop', None)]"
i hate the display screen and i have done everything i could do the change it.,"[('change', None), ('display', None)]"
i spent alot of money on this product and its been a nightmare.,"[('money', None), ('product', None)]"
i also like the acer arcade but these were reallythe only two things i liked about this laptop.,"[('acer arcade', None), ('laptop', None)]"
"have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of pc in my opinion.","[('pc', None), ('customer', None)]"
thinking about returning it,"[('returning', None), ('re', None)]"
"i gave it to my daughter because i just hated the screen, hated that it had no cd drive to at least play cd's when i wanted to listen to music and do schoolwork.","[('music', None), ('screen', None)]"
it runs very quiet too which is a plus.,"[('noise', None), ('a plus', None)]"
"i took the laptop home and not even a month later, i began to have problems with it.","[('problems', None), ('laptop', None)]"
"it was heavy,bulky, and hard to carry because of the size.","[('size', None), ('carry', None)]"
that was my first apple product and since then i have been incredibly happy with every product of theirs i have bought.,"[('first apple product', None), ('apple', None)]"
i tried turning it done but it did nothing.,"[('turn', None), ('i', None)]"
"it is super fast, and always loads.",[]
the games included are very good games.,"[('included', None), ('games', None)]"
"this computer will last you at least 7 years, thats an amazing life spanned an electronic.","[('computer', None), ('electronic', None), ('life', None)]"
i bought mine from apple store the day it was released as amazon didn't have it yet.,"[('day', None), ('sale', None), ('amazon', None), ('apple', None)]"
i had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,"[('working order', None), ('warranty', None)]"
the whole experiece is horrible so save up and buy a better laptop.,"[('laptop', None), ('whole experiece', None), ('experiece', None)]"
i just bought this laptop 3 days ago.,"[('laptop', None), ('i', None)]"
i am very pleased with my purchase!,"[('purchase', None), ('i', None)]"
sometimes you really have to tap the pad to get it to worki,"[('worki', None), ('work', None), ('pad', None)]"
it's super fast and a great value for the price!,"[('value', None), ('price', None)]"
"three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.","[('pcs', None), ('system performance', None), ('mac book', None)]"
a mac is very easy to use and it simply makes sense.,"[('mac', None), ('use', None)]"
"of course, emachines cannot be made entirely to blame for this computer's woes;","[('woes', None), ('computer', None), ('emachines', None)]"
"however, i may have inadvertently thrown out one of the batteries with the shipping carton.","[('shipping carton', None), ('batteries', None)]"
love it so far.,[]
it is so much easier to use,[]
there is no need to open a program first and the cliick open or import.,"[('open', None), ('cliick', None), ('program', None)]"
"in short, you could say your mac could become your best friend (no intention of replacing rover your dog).","[('dog', None), ('mac', None), ('friend', None)]"
it was a bad experience but i played down its importance.,"[('experience', None), ('food', None)]"
meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,"[('arthritis', None), ('senior', None)]"
it is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on pc's.,"[('expense', None), ('necessary virus protection', None), ('extra expense', None), ('virus', None), ('pc', None)]"
"the notebook pc,toshiba qosmio is the best gift my father could have ever gotten me.","[('toshiba qosmio', None), ('notebook pc', None)]"
"three weeks after i bought the netbook, the screen quit working.","[('netbook', None), ('screen', None)]"
"the processor screams, and because of the unique way that apple osx 16 functions, most of the graphics are routed through the hardware rather than the software.","[('processor', None), ('graphics', None), ('apple osx', None), ('processor screams', None), ('unique way', None)]"
i am currently out of town and called to inform them the broken part would be returned when i got back in town.,"[('part', None), ('returned', None)]"
returned laptop for a 4th repair and it came back but now would lock up and randomly reboot frequently making the laptop unusable.,"[('returned laptop', None), ('reboot', None), ('a', None), ('4th repair', None), ('repair', None)]"
i wanted something that had a new intel core processors and hdmi port so that we could hook it up directly to our tv.,"[('hdmi port', None), ('new intel core processors', None), ('tv', None)]"
"the apple will run internet explorer, but at an amazingly slow rate.","[('internet explorer', None), ('apple', None), ('rate', None)]"
"with today's company fighting over marketshare, its a shame that asus can get away with the inept staff answering thephone.","[('staff', None), ('asus', None), ('marketshare', None)]"
other than that i don't have one complaint in the world!,"[('world', None), ('complaint', None)]"
"the computer is so slow, even after paying staples the extra money to speed it up.","[('staples', None), ('extra money', None), ('money', None), ('computer', None)]"
i feel that enough people have macs these days and that companies need to start making things more compatable than they used to be.,"[('people', None), ('companies', None), ('macs', None), ('things', None)]"
"the price premium is a little much, but when you start looking at the features it is worth the added cash.","[('price premium', None), ('cash', None), ('features', None)]"
*5 weeks after giving the computer for repair*-apple offers to send replacement after they receive the old computer.,"[('replacement', None), ('apple', None)]"
i can't say enough of how satisfied i am with their product and help aftermarket.,"[('product', None), ('aftermarket', None)]"
my computer was one of the best in the school compared to my fellow classmates.,"[('school', None), ('computer', None)]"
i bought for my son in the 2nd grade.,"[('grade', None), ('2nd grade', None), ('i', None)]"
this has happened three times so far.,"[('three', None)]"
"i'm a professional consultant, and a client needed work on her machine.","[('machine', None), ('consultant', None), ('client', None), ('professional consultant', None)]"
compresses itself and you can't use it.,"[('compresses itself', None)]"
microsoft word was not on it andi had to buy it seperately.,"[('microsoft word', None), ('seperately', None), ('andi', None)]"
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.","[('sd memory card reader', None), ('usb ports', None)]"
"i connect a lacie 2big external drive via the firewire 800 interface, which is useful for time machine.","[('external drive', None), ('lacie 2big external drive', None), ('time machine', None), ('firewire 800', None)]"
"if you already own a 2009, 2010, or early 2011 model, you should wait until the next update.","[('next update', None), ('model', None)]"
"my toshiba did not have sound on everything, just certain things.","[('sound', None), ('toshiba', None), ('everything', None), ('certain things', None)]"
"i am overall very pleased with my toshiba satellite, i like the extra features, i love the windows 7 home premium.","[('windows 7 home premium', None), ('extra features', None), ('toshiba satellite', None)]"
"so, i must say i am not a happy camper.","[('camper', None), ('summer', None)]"
"-called machouse amsterdam to ask for a temporary replacement, no answer.","[('temporary replacement', None), ('replacement', None), ('machouse', None)]"
the aspire wont even boot past the acer screen with a droid (i have tried both motorola and htc) plugged into the usb port.,"[('wont', None), ('acer', None), ('droid', None)]"
i bought it during the recent comex it show.,"[('show', None), ('recent comex it show', None), ('comex', None)]"
the battery life was shorter than expected.,"[('battery', None)]"
it fires up in the morning in less than 30 seconds and i have never had any issues with it freezing.,"[('freezing', None), ('lunch', None)]"
it doesnt overheat or make any loud noises.,"[('noises', None)]"
look up recipes and keep it on the kitchen counter while i cook.,"[('recipes', None), ('recipe', None), ('kitchen counter', None)]"
the keyboard is top notch.,"[('notch', None), ('keyboard', None)]"
do you think the shop will give me a new set?? it will not!,"[('shop', None), ('new set', None)]"
i have had nothing but problems since the day i took it out of the box!,"[('box', None), ('problems', None)]"
my macbook was worth (after 3 years of use!) $375.,"[('macbook', None), ('time', None), ('years', None)]"
it drives me crazy when i want to download a game or something of that nature and i can't play it because its not compatable with the software.,"[('software', None), ('game', None), ('something', None)]"
the online tutorial videos make it super easy to learn if you have always used a pc.,"[('online tutorial videos', None), ('pc', None)]"
bought this gateway m-50 or 150 early 2007.,"[('late 2007.', None), ('gateway', None)]"
"the image is great, and the soud is excelent.","[('image', None), ('sod', None), ('soud', None)]"
with a mac computer i have more free time as i don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,"[('viruses', None), ('time', None), ('windows', None), ('mac computer', None)]"
it was very easy to just pick up and use-- it did not take long to get used to the mac os.,"[('pick', None), ('mac os', None)]"
"this netbook is a perfect supplementary computer to another laptop or desktop (my wife and i have another laptop), or if you are a user who uses the computer for simple tasks.","[('supplementary computer', None), ('desktop', None), ('netbook', None), ('laptop', None), ('simple tasks', None)]"
"with all the goodies inside this machine, it is a value.","[('machine', None), ('goodies', None)]"
i took it back for a full refund.,"[('place', None), ('full refund', None), ('refund', None)]"
"it is well worth the money it cost, very good investment.","[('investment', None), ('money', None), ('cost', None)]"
"upgrading from windows 7 starter, thru windows 7 home premium, to windows 7 professional was a snap;","[('windows 7 home premium', None), ('windows 7 professional', None)]"
this computer had exactly the specifications i needed.,"[('computer', None), ('specifications', None)]"
"overall, still a very nice machine.","[('machine', None)]"
"where you click and hold and drag it picture, link, etc to where you want it.","[('place', None), ('picture', None), ('link', None)]"
my kids (and dogs) destroyed two power cords by pulling on them.,"[('dogs', None), ('power', None)]"
"i had upgraded my old macbook to lion, so i kind of knew what i was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.","[('macbook', None), ('old macbook', None), ('new multi-touch features', None)]"
i had this computer for one month and had to send it in for repair.,"[('computer', None), ('repair', None)]"
"the screen is a little glary, and i hated the clicking buttons, but i got used to them.","[('clicking buttons', None), ('screen', None)]"
"not to mention, the battery life is absolutely amazing.","[('battery', None), ('battery life', None)]"
"i realize that not every unit has this issue, but the ones that do cannot be repaired.","[('fix', None), ('unit', None)]"
i have had a mac for 6 years and won't go back to pc.,"[('mac', None), ('pc', None)]"
i love to use it it is esay and light.,"[('light', None), ('esay', None)]"
windows also shuts the computer down for no reason without warning.,"[('computer', None), ('windows', None)]"
not using wired lan not sure what thats about.,"[('lan', None), ('wired', None)]"
after about another month i had to send it in again to acer for repairs.,"[('acer', None), ('month', None), ('again', None), ('repairs', None)]"
the macbook rarely requires a hard reboot.,"[('macbook', None), ('reboot', None)]"
the #1 reason that is always repeated.,"[('reason', None)]"
now for the hardware problems.,"[('problems', None), ('hardware', None), ('hardware problems', None)]"
"unfortunately, that is not the case.","[('that', None), ('a', None)]"
anyways i bought this two months ago and when i first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,"[('drive', None), ('noise', None), ('zone', None)]"
it's fast and has excellent battery life.,"[('battery', None), ('battery life', None), ('life', None)]"
it's face and depanable.,"[('face', None)]"
no viruses!,"[('viruses', None)]"
"i'm just really happy that i waited to buy, because this thing kicks a$$!","[('wait', None), ('money', None)]"
"the hewitt packard pavillion dv6700 was my first laptop, before this i had a dell desktop that i loved.","[('dell desktop', None), ('first laptop', None), ('hewitt packard pavillion dv6700', None)]"
apple care included.,"[('apple care', None), ('apple', None)]"
it was an all around waste of money for me.,"[('money', None)]"
i worked in it retail sales before.,"[('sales', None), ('retail sales', None), ('retail', None)]"
features like the font are very block-like and old school.,"[('school', None), ('font', None), ('features', None)]"
it has everything you need to get the job done.,"[('job', None), ('food', None)]"
"it is loaded with programs that is of no good for the average user, that makes it run way to slow.","[('average user', None), ('apps', None), ('user', None), ('way', None)]"
it cant fuction well with lots of webpages open at once.,"[('open', None), ('webpages', None)]"
"finally, i should note that i took the 2gb ram stick from my old eeepc and installed it before i even powered on for the first time.","[('old eeepc', None), ('eeepc', None), ('ram', None), ('first time', None)]"
this laptop has left me with a horrible taste in my mouth for acer brand products.,"[('acer', None), ('acer brand products', None), ('products', None), ('taste', None), ('mouth', None)]"
its not bad just very very annoying.,[]
"well, maybe more like week one.","[('week', None), ('one', None)]"
windows is also rather unsteady on its feet and is susceptible to many bugs.,"[('bugs', None), ('many bugs', None), ('windows', None), ('feet', None)]"
"after sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, i broke down and spent another $100 to get microsoft word for mac.","[('recipients', None), ('microsoft word', None)]"
"i believe i purchased this in dec 09 for my primary work laptop which is used 5-10 hours a day, 4-6 days a week.","[('laptop', None), ('a day', None), ('primary work laptop', None)]"
do not buy gateway computers they are junk and the warranty company is horrible.,"[('warranty company', None), ('warranty', None), ('gateway computers', None)]"
then on top of it all their cusromer service center is in the middle east.,"[('cusromer service center', None), ('middle east', None), ('service', None)]"
the only bad part is the size/weight.,"[('part', None), ('size/weight', None), ('weight', None)]"
the little battery that it did have would only last about an hour while just having it on the desktop.,"[('desktop', None), ('battery', None), ('little battery', None), ('hour', None)]"
i liked the aluminum body.,"[('aluminum body', None)]"
also it is light weight compared to others.,"[('others', None), ('weight', None)]"
its good for playing my apps on facebook or watching movies.,"[('apps', None), ('movies', None)]"
"from the build quality to the performance, everything about it has been sub-par from what i would have expected from apple.","[('build quality', None), ('performance', None), ('everything', None), ('apple', None)]"
"i love the dock where i can simply drop a file ontop of a particular program, and the program will simply open that file.","[('file ontop', None), ('file', None), ('dock', None), ('particular program', None)]"
"sorry, newegg.","[('newegg', None), ('egg', None)]"
be safe buy a sony.,"[('buy', None), ('sony', None)]"
pretty much everything else about the computer is good it just stops working out of no were.,"[('was', None), ('computer', None)]"
originally bought it for my wife.,"[('item', None), ('wife', None)]"
it was truly a great computer costing less than one thousand bucks before tax.,"[('tax', None), ('cost', None)]"
"waiting for the i7 was well worth it, great value for the price.","[('waiting', None), ('value', None), ('price', None)]"
i bought this laptop on saturday and am completely in love with it!,"[('day', None), ('laptop', None)]"
"now,,,,,my monitor has been acting up for about 2 months.","[('time', None), ('monitor', None)]"
"also, the extended warranty was a problem.","[('extended warranty', None), ('problem', None)]"
boots up fast and runs great!,"[('runs', None), ('boots', None)]"
lightweight and the screen is beautiful!,"[('light', None), ('screen', None)]"
"buy it, love it, and i promise you won't regret it.",[]
i needed a driver for my hp and they would not help me with out me paying over $50 for it.,"[('hp', None), ('driver', None)]"
"if you don't like fingerprints, this might not be the laptop for you.","[('laptop', None), ('fingerprints', None)]"
"call tech support, standard email the form and fax it back in to us.","[('standard email', None), ('fax', None), ('tech', None), ('tech support', None)]"
"just a month and a half or two months ago, my vaio crashed again.","[('half', None), ('vaio', None)]"
they sent it back with a huge crack in it and it still didn't work.,"[('crack', None), ('huge crack', None), ('et', None)]"
"a coupla months later, they change my hard drive.","[('drive', None), ('change', None)]"
i did contact hp and share how unhappy i am.,"[('hp', None), ('a', None)]"
"the macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","[('macbook', None), ('twin packing', None), ('functions', None)]"
"the 13"" macbook pro is portable, durable, and very capable.","[('macbook', None), ('portable', None), ('macbook pro', None)]"
i should have spent an extra hundred bucks and got a full sized computer.,"[('bucks', None), ('full sized computer', None), ('sized computer', None), ('money', None)]"
great overall.,"[('overall', None), ('pizza', None)]"
my smart phone is faster!,"[('phone', None), ('faster', None)]"
they say sorry out of warranty.,"[('people', None), ('warranty', None)]"
i have full control at all times of what is going on - there is no control+alt+delete business anymore.,"[('control', None), ('business', None), ('delete business', None), ('full control', None)]"
i bought this laptop because of the performance to price ratio.,"[('performance to price ratio', None), ('laptop', None)]"
pc never worked right even after bios fixed.,"[('bios', None), ('pc', None)]"
"after having two pc laptops die with in the past 3 years, i was led to the apple display at best buy by the sleek design and promise of less tech issues.","[('design', None), ('apple display', None), ('years', None)]"
"i have a laptop as my regular computer, but found that disconnecting it and lugging it around was a drag.","[('lugging', None), ('regular computer', None)]"
this is my second macbook.,"[('macbook', None), ('second macbook', None)]"
the size is perfect and i do not recomend anything bigger except for any person who can exceed the limited space it gives you.,"[('anything', None), ('size', None), ('space', None)]"
the service i received from toshiba went above and beyond the call of duty.,"[('toshiba', None), ('service', None)]"
"have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.","[('priced computers', None), ('computers crash', None), ('memory', None), ('speed', None)]"
i would recommend it just because of the internet speed probably because thats the only thing i really care about.,"[('internet speed', None), ('internet', None), ('only thing', None), ('time', None)]"
i own other macs but always find myself navigation to the macbook pro to get my work done.,"[('macbook', None), ('other macs', None), ('work', None)]"
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.","[('making', None), ('iphoto', None), ('booth', None), ('music', None), ('school', None), ('ivideo', None), ('editing', None), ('several programs', None), ('office use', None), ('photo management', None)]"
this is my 3rd apple laptop and first macbook pro.,"[('apple laptop', None), ('3rd apple laptop', None), ('first macbook pro', None), ('macbook pro', None)]"
i have had this laptop for a few months now and i would say im pretty satisfied.,"[('few months', None), ('im', None), ('laptop', None)]"
the love part of my relationship with this laptop doesn't take very long.,"[('time', None), ('laptop', None), ('part', None), ('relationship', None)]"
not enough time for me to give it 5 stars!,"[('stars', None), ('time', None), ('food', None)]"
the screen shows great colors.,"[('colors', None), ('screen', None)]"
"reason why? it's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if apple does decides to change mode, your laptop value will only drop 10-20%, unlike pc laptops which drop more than 80%.","[('pc laptops', None), ('next year', None), ('mode', None), ('first thing', None), ('value', None), ('apple', None), ('%', None), ('laptop value', None), ('price', None)]"
that's a huge difference.,"[('huge difference', None), ('difference', None)]"
"dells are ok, hps aren't that good, but macs or fantastic.","[('macs', None), ('dells', None), ('hps', None)]"
"so, buyers beware!","[('e-commerce', None), ('buyers', None)]"
i am totally satisfied with my little toshie!,"[('toshie', None), ('little toshie', None)]"
"i have no idea how to burn cd's or to use the web cam, just for starters.","[('webcam', None), ('cd', None), ('web cam', None)]"
"again, i sent it off to acer, by this time they were paying for me to send it to them and everything, but it was still inconvienent because of my classes and my communication with my fiance.","[('classes', None), ('acer', None), ('communication', None)]"
definitely recommended!!!,"[('recommended', None)]"
it is extremely user friendly and intuitive.,[]
let me start with the good:so awesome.,[]
i had finally reached my limit and broke down.,"[('limit', None)]"
"the 17 inch screen is very large, but the computer is very light.","[('inch screen', None), ('computer', None), ('7 inch screen', None)]"
"my opinion of sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.","[('machine', None), ('support', None), ('opinion', None)]"
"do i like the computer? well, other than not getting viruses, i guess it is ok.","[('computer', None), ('viruses', None)]"
"for the bluetooth to work properly, you must install the launch manager on the drivers/applications dvd, or it will not show after the reload.","[('dvd', None), ('bluetooth', None), ('applications dvd', None), ('reload', None), ('launch manager', None)]"
i waited and waited and no laptop.,"[('waited', None), ('laptop', None)]"
everything is falling apart internally and externally.,"[('everything', None)]"
i also liked the glass screen.,"[('glass screen', None), ('person', None)]"
the switchable graphic card is pretty sweet when you want gaming on the laptop.,"[('gaming', None), ('switchable graphic card', None)]"
"it super shiny, so you can see the fingerprints easily.","[('fingerprints', None)]"
"it's not a wear-and-tear issue, not due to user carelessness and most importantly, they can't guarantee the problem will be solved if it is sent for service and i have to accept the outcome.","[('outcome', None), ('service', None)]"
"the battery life has not decreased since i bought it, so i'm thrilled with that.","[('battery', None), ('time', None), ('battery life', None)]"
its a dog plain and simple.,"[('dog', None)]"
"when i called toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.","[('phone call', None), ('anything', None), ('toshiba', None), ('technical support', None)]"
my hp is very heavy.,"[('hp', None), ('a', None)]"
i bought this notebook and only had it for 3 months if it is overload with updates the boot mgr.,"[('notebook', None), ('boot', None)]"
oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,"[('thats', None), ('cost', None), ('recovery cd', None), ('cd', None)]"
the price and features more than met my needs.,"[('features', None), ('price', None)]"
they refuse.,"[('they', None), ('rebuff', None)]"
big mistake!,"[('mistake', None), ('big mistake', None)]"
best buy was great as always and accepted the return and gave me another model 1764.,"[('buy', None), ('return', None), ('model', None)]"
and dell and best buy both refused to take it back after i only had it for 1 hour....,"[('dell', None), ('hour', None)]"
my friends or children use that when they need to borrow the net =) when i out grow this meaning when its old and my oldest child is ready for one she will get this one and i will be buying only toshiba!,"[('the net', None), ('child', None), ('net', None), ('toshiba', None)]"
"first of all, i've been dell fan for more than fifteen years.","[('fan', None), ('dell', None)]"
great investment!,"[('investment', None), ('money', None)]"
i am just amazed.,"[('amaze', None), ('i', None)]"
"i burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so i can place it there.","[('desk', None), ('coffee table', None)]"
i thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and i wouldn't have the same problems because it was updated.,"[('wireless network', None), ('new computer', None), ('wireless', None), ('old computer', None)]"
skype is just so dang cool with this machine too.,"[('machine', None), ('skype', None)]"
i would buy this lap top over and over again!,"[('lap top', None)]"
the mouse buttons are hard to push.,"[('mouse', None), ('mouse buttons', None)]"
"i can actually get work done with this mac, and not fight with it like my tired old pc laptop.","[('mac', None), ('old pc laptop', None), ('pc laptop', None)]"
"also, hdd secures inside using rails, and there is only one set on the main hard drive.","[('hdd', None), ('rails', None), ('main hard drive', None)]"
"if you're not wanting to be mobile, this is a good laptop to sit on a desk.","[('laptop', None), ('desk', None)]"
i also travel with it and it never gives me any problems.,"[('problems', None)]"
just don't waste your time and money on this.,"[('time', None), ('money', None)]"
all i will say now is that it was over two grand less expensive and so much better quality than my hunk of crap vaio.,"[('quality', None), ('vaio', None)]"
"(beware, their staff could send you back making you feel that only they know what a computer is.","[('staff', None), ('computer', None)]"
"and i'm still paying the bloody financing, for a product which didn't last me at least three years !","[('financing', None), ('product', None)]"
games being the main issue.,"[('main issue', None), ('main', None), ('games', None)]"
"no problems, no lock ups, no disappointments.","[('disappointments', None), ('lock ups', None)]"
"while the computer seems to be set up in a common sense way rather than in geek-speak, there are certain quirks that can drive you crazy trying to deal with the pc world.","[('speak', None), ('certain quirks', None), ('common sense way', None), ('pc world', None), ('computer', None)]"
"i am definitely sold, and not going back to pcs for home use!","[('pcs', None), ('home', None)]"
"i have a lapdesk which i can use, but i can still feel the heat through the foam and plastic.","[('heat', None), ('lapdesk', None), ('foam', None), ('plastic', None)]"
and its really cheap and you wont regret buying it.,[]
it was over rated!,"[('rated', None), ('food', None)]"
i dont understand how anyone can think this is a great product worth purchasing.,"[('anyone', None), ('purchasing', None), ('product', None)]"
my sister has the same mac as me and she is in a band and uses garageband to record and edit.,"[('mac', None), ('band', None), ('same mac', None)]"
i wasn't really sure i wanted to spend that kind of money!,"[('kind', None), ('money', None)]"
other thoughts: do not purchase this product.,"[('product', None)]"
