text,terms
"May, the owner always has a smile on her and will warmly greet you.","[('owner', '14', '9', 'positive')]"
I've lived in NY for 5 years and this place has it all.,[]
I just read Mocaramel's review and felt compelled to respond.,[]
The sides were ok and incredibly salty.,"[('sides', '9', '4', 'negative')]"
It hits the spot every time,[]
"For some reason, all the seafood on the menu was unavailable except for the Salmon.","[('seafood', '32', '25', 'negative'), ('menu', '44', '40', 'negative'), ('Salmon', '82', '76', 'neutral')]"
"Not a large place, but it's cute and cozy.","[('place', '17', '12', 'conflict')]"
Don't be fooled by crowds of people.,[]
and there's no way out.,[]
"The beverages were excellent, and the dessert was good.","[('beverages', '13', '4', 'positive'), ('dessert', '45', '38', 'positive')]"
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,"[('hostess', '11', '4', 'negative'), ('waitress', '28', '20', 'negative')]"
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.","[('Asian appetizers', '90', '74', 'positive'), ('drinks', '101', '95', 'positive')]"
"Please if your thinking about it go, and stay the wait you won't be disappointed.","[('wait', '54', '50', 'negative')]"
I must say the view of NYC is so beautiful!,"[('view', '19', '15', 'positive')]"
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.","[('meal', '39', '35', 'positive')]"
"When going out for a nice dinner, I like a nice ambiance as well as very good food.","[('dinner', '32', '26', 'positive'), ('ambiance', '56', '48', 'positive'), ('food', '82', '78', 'positive')]"
"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",[]
"Otherwise, this place has great service and prices and a nice friendly atmosphere.","[('service', '39', '32', 'positive'), ('prices', '50', '44', 'positive'), ('atmosphere', '81', '71', 'positive')]"
Highly recommend this as great value for excellent sushi and service.,"[('sushi', '56', '51', 'positive'), ('service', '68', '61', 'positive'), ('value', '36', '31', 'positive')]"
This place would be so much better served by being run by a group that actually understands customer service.,"[('service', '108', '101', 'negative'), ('served', '41', '35', 'negative')]"
A++   The service was good to excellent along with the attitude.,"[('service', '17', '10', 'positive'), ('attitude', '63', '55', 'positive')]"
"This is my fourth try over a two year period, and I'm done.",[]
The food is awesome - definitely try the striped bass.,"[('food', '8', '4', 'positive'), ('striped bass', '53', '41', 'positive')]"
"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.","[('music', '9', '4', 'conflict'), ('corriander', '146', '136', 'neutral')]"
black white shakes came out good also.,"[('black white shakes', '18', '0', 'positive')]"
It's simply the best meal in NYC.,"[('meal', '25', '21', 'positive')]"
Probably would not go again...,[]
After passing by this restaurant for sometime I finally decided to go in and have dinner.,"[('dinner', '88', '82', 'neutral')]"
"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.","[('seating', '11', '4', 'negative')]"
I ordered the chu chu curry and my friend ordered the pad thai chicken.,"[('chu chu curry', '27', '14', 'neutral'), ('pad thai chicken', '70', '54', 'neutral')]"
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,"[('food', '67', '63', 'neutral'), ('prix fixe', '34', '25', 'neutral')]"
Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,[]
"However, they've got the most amazing pastrami and the soups hit the spot.","[('pastrami', '46', '38', 'positive'), ('soups', '60', '55', 'positive')]"
Great bagels made the old-fashioned way.,"[('bagels', '12', '6', 'positive')]"
"This is some really good, inexpensive sushi.","[('sushi', '43', '38', 'positive')]"
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.","[('bagel with lox spread', '59', '38', 'positive'), ('bagles', '79', '73', 'positive')]"
"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.","[('food', '50', '46', 'negative'), ('quality of food', '95', '80', 'negative')]"
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,"[('lobby area', '63', '53', 'negative'), ('seated', '162', '156', 'negative')]"
The pizza is delicious and the proprietor is one of the nicest in NYC.,"[('pizza', '9', '4', 'positive'), ('proprietor', '41', '31', 'positive')]"
"Also good for client lunch meetings, esp.","[('lunch meetings', '35', '21', 'neutral')]"
For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,[]
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.","[('decor', '9', '4', 'positive'), ('prices', '110', '104', 'positive'), (""food's presentation"", '67', '48', 'positive')]"
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,"[('Waitstaff', '13', '4', 'positive'), ('swordfish', '52', '43', 'positive'), ('meal', '87', '83', 'positive')]"
The setting is casual and romantic.,"[('setting', '11', '4', 'positive')]"
IT WAS HORRIBLE.,[]
"Terrible, terrible management - deserves to be shut-down.","[('management', '29', '19', 'negative')]"
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","[('service', '22', '15', 'positive'), ('seating', '36', '29', 'positive'), ('Delivery', '51', '43', 'positive'), ('sushi', '68', '63', 'positive')]"
The desserts are more appealing then stuffy overpriced French restaurants.,"[('desserts', '12', '4', 'positive')]"
"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...","[('Italian food', '16', '4', 'positive'), ('service', '88', '81', 'conflict')]"
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",[]
"I found the food to be outstanding, particulary the salmon dish I had.","[('food', '16', '12', 'positive'), ('salmon dish', '63', '52', 'positive')]"
Mizu is home to creative and unique rolls not to found anywhere else.,"[('rolls', '41', '36', 'positive')]"
"The New York Times has reviewed this place three times already, you know it's going to be good.",[]
Baluchi's has solid food and a nice decor at reasonable prices.,"[('food', '24', '20', 'positive'), ('decor', '41', '36', 'positive'), ('prices', '62', '56', 'positive')]"
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.","[('owner', '17', '12', 'positive')]"
I have been to spice three times- twice during lunch and once at dinner.,"[('lunch', '52', '47', 'neutral'), ('dinner', '71', '65', 'neutral')]"
"Moules were excellent, lobster ravioli was VERY salty!","[('Moules', '6', '0', 'positive'), ('lobster ravioli', '38', '23', 'negative')]"
I came to this restaurant expecting to be surprised but left bored and overcharged.,[]
"A cheap eat for NYC, but not for dosa.","[('dosa', '37', '33', 'negative'), ('eat', '11', '8', 'positive')]"
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"[('atmosphere', '14', '4', 'negative'), ('waiters', '39', '32', 'conflict')]"
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","[('seafood', '11', '4', 'positive'), ('wine list', '48', '39', 'positive'), ('menu', '76', '72', 'positive')]"
i don't usually order wine with indian so i can't comment on their wine list or their wines.,"[('wine', '26', '22', 'neutral'), ('indian', '38', '32', 'neutral'), ('wine list', '76', '67', 'neutral'), ('wines', '91', '86', 'neutral')]"
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,"[('Pastrami or corned beef', '23', '0', 'positive'), ('rye bread', '73', '64', 'positive')]"
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).","[('glasses of champagne', '32', '12', 'negative'), ('bottle of wine', '66', '52', 'negative'), ('after dinner drinks', '92', '73', 'negative')]"
"Really though, where's the seasoning?","[('seasoning', '36', '27', 'negative')]"
"The food was just OK, at least for what food was available.","[('food', '8', '4', 'neutral'), ('food', '44', '40', 'negative')]"
"by dinner time, they turn it around and mount a huge comeback!!",[]
The waitress was very patient with us and the food is phenomenal!,"[('waitress', '12', '4', 'positive'), ('food', '50', '46', 'positive')]"
"The ambience was nice, but service wasn't so great.","[('ambience', '12', '4', 'positive'), ('service', '34', '27', 'negative')]"
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.","[('wine list', '15', '6', 'positive'), ('staff', '36', '31', 'positive'), ('owners', '53', '47', 'positive'), ('menu', '92', '88', 'positive')]"
The people that work there are always so friendly you forget you are in New York sometimes.,"[('people', '10', '4', 'positive')]"
"We didn't even see a menu, as our waiter described both the specials and the main dishes.","[('menu', '25', '21', 'neutral'), ('main dishes', '88', '77', 'neutral'), ('waiter', '40', '34', 'positive'), ('specials', '68', '60', 'neutral')]"
The location and ambience is Ok but the food is what makes up for it.,"[('location', '12', '4', 'neutral'), ('ambience', '25', '17', 'neutral'), ('food', '44', '40', 'positive')]"
"otherwise, good stuff for late nite eats.","[('stuff', '21', '16', 'positive'), ('eats', '40', '36', 'positive')]"
"The dinner was ok, nothing I would have again.","[('dinner', '10', '4', 'negative')]"
It is thick and slightly soggy.,[]
Its not the same if you have to sit inside.,[]
I love and I know gourmet food by excellence!,"[('gourmet food', '30', '18', 'positive')]"
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....","[('bruschetta', '83', '73', 'positive'), ('panini', '91', '85', 'positive')]"
Great people watching as others do the same to you.,[]
Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,[]
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.","[('dishes', '102', '96', 'positive'), ('menu', '138', '134', 'neutral')]"
He offers subpar service and has no personality.,"[('service', '24', '17', 'negative')]"
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.","[('waitress', '12', '4', 'positive'), ('fried mini buns with the condensed milk and the assorted fruits on beancurd', '167', '92', 'positive')]"
I'm going back.,[]
Diner food at bistro prices is a bummer....,"[('food', '10', '6', 'negative'), ('prices', '27', '21', 'negative')]"
My friends and I have been going here regularly for two years.,[]
"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",[]
"Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see.",[]
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.","[('food', '36', '32', 'positive')]"
Me and my girls will definitely go back.,[]
"The first time the sushi was outstanding, the second time it was a little bland.","[('sushi', '24', '19', 'conflict')]"
The portions are large and the servers always surprise us with a different starter.,"[('portions', '12', '4', 'positive'), ('servers', '38', '31', 'positive'), ('starter', '82', '75', 'positive')]"
"delicious bagels, especially when right out of the oven.","[('bagels', '16', '10', 'positive')]"
Ive passed by the spot tons of times always wanting to go in.,[]
All the food was hot tasty.,"[('food', '12', '8', 'positive')]"
Have been several times and it never dissapoints.,[]
This is one great place to eat pizza more out but not a good place for take-out pizza.,"[('pizza', '36', '31', 'positive'), ('take-out pizza', '85', '71', 'negative')]"
Our server was very helpful and friendly.,"[('server', '10', '4', 'positive')]"
Try green curry with vegetables.,"[('green curry with vegetables', '31', '4', 'positive')]"
Would recommend this place as a good date spot if you don't want to drop a ton of cash.,[]
While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,[]
This place was not ALL THAT!,[]
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.","[('place', '24', '19', 'negative')]"
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.","[('door', '53', '49', 'neutral')]"
Much more reasonably priced too!,"[('priced', '27', '21', 'positive')]"
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",[]
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.","[('food', '8', '4', 'negative'), ('portioins', '42', '33', 'negative')]"
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,[]
Others have to go to other restaurants and feel sad until they're eaten.,[]
Why make a reservation if you aren't going to keep it?,"[('reservation', '22', '11', 'negative')]"
"The Pad Thai is excellent here, as well.","[('Pad Thai', '12', '4', 'positive')]"
Big and gawky on the outside.,[]
I have been to Mary's many times and I like it.,[]
"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.",[]
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,"[('lunch specials', '33', '19', 'negative')]"
HIGHLY RECOMMENDED!!!!!,[]
This is the best thing in Soho.,[]
Went here last night and had a pleasant experience.,[]
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.","[('place', '42', '37', 'positive'), ('pizzas', '99', '93', 'positive')]"
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,[]
"For $760 for 2 people, it's a once in a lifetime experience.",[]
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.","[('food', '8', '4', 'neutral')]"
We had the pot-stickers which were great and a tempura dish that was great.,"[('pot-stickers', '23', '11', 'positive'), ('tempura dis', '58', '47', 'positive')]"
I think the stuff was better than Disney.,"[('stuff', '17', '12', 'positive')]"
"After reading the good reviews of this restaurant, I decided to give it a try with two friends.",[]
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.","[('food', '101', '97', 'negative'), ('atmosphere', '164', '154', 'positive'), ('entree range', '26', '14', 'positive')]"
"Orsay, is without a doubt one of the best values for authentic French food in NYC.","[('French food', '74', '63', 'positive')]"
I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,[]
It's definately not a place to go if you want to impress someone.,[]
"Well, their deliveries take for ever and the food is usually cold.","[('deliveries', '22', '12', 'negative'), ('food', '49', '45', 'negative')]"
The staff is no nonsense.,"[('staff', '9', '4', 'positive')]"
Chinese Desserts are known for healthful benefits in addition to the sweetness.,[]
Wonderful at holiday time.,[]
And really large portions.,"[('portions', '25', '17', 'positive')]"
The place is a lot of fun.,[]
This is a great Thai restaurant with a very friendly staff.,"[('staff', '58', '53', 'positive')]"
"Have eaten at Ginger House several times, and it's always good.",[]
I ordered the smoked salmon and roe appetizer and it was off flavor.,"[('smoked salmon and roe appetizer', '45', '14', 'negative')]"
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","[('lunch', '22', '17', 'neutral'), ('food', '104', '100', 'positive')]"
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.","[('garlic shrimp', '29', '16', 'positive'), ('lamb', '67', '63', 'positive'), ('okra (bindi)', '43', '31', 'positive')]"
"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",[]
"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!",[]
"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.","[('waiter', '74', '68', 'neutral')]"
"The menu was impressive with selections ranging from a burger, to steak, to escargot.","[('menu', '8', '4', 'positive'), ('burger', '61', '55', 'neutral'), ('steak', '71', '66', 'neutral'), ('escargot', '84', '76', 'neutral')]"
"In fact, two people could really share one plate.","[('plate', '48', '43', 'positive')]"
The food is great and authentic.,"[('food', '8', '4', 'positive')]"
This was a repeat visit and we'll definitely be back again.,[]
during happy hour!,[]
Good for casual dinner with jeans and sneakers.,"[('casual dinner', '22', '9', 'positive')]"
Love YUKA.,[]
"Anyway, the food is good, the price is right and they have a decent wine list.","[('food', '16', '12', 'positive'), ('price', '35', '30', 'positive'), ('wine list', '77', '68', 'positive')]"
"Go, go, hurry, before everyone finds out about it.",[]
Prices are higher to dine in and their chicken tikka marsala is quite good.,"[('Prices', '6', '0', 'negative'), ('chicken tikka marsala', '60', '39', 'positive')]"
I am bringing my whole family back next time.,[]
This place has many different styles of pizza and they are all amazing.,"[('styles of pizza', '45', '30', 'positive')]"
The photos of the restaurant in its web site are way better than the real look.,"[('look', '78', '74', 'negative')]"
The food was lousy - too sweet or too salty and the portions tiny.,"[('food', '8', '4', 'negative'), ('portions', '60', '52', 'negative')]"
But the coconut rice was good.,"[('coconut rice', '20', '8', 'positive')]"
It took them 25 minutes to bring our appetizer.,"[('appetizer', '46', '37', 'neutral')]"
A guaranteeed delight!,[]
I have been coming to this neighborhood spot for years.,[]
Overall I would recommend it and go back again.,[]
The food was great.,"[('food', '8', '4', 'positive')]"
Pair you food with the excellent beers on tap or their well priced wine list.,"[('food', '13', '9', 'neutral'), ('beers on tap', '45', '33', 'positive'), ('wine list', '76', '67', 'positive'), ('priced', '66', '60', 'positive')]"
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"[('music', '22', '17', 'negative'), ('bottle minimun', '119', '105', 'negative')]"
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,"[('food', '41', '37', 'positive')]"
"Anyway, this is the last time I cross the williamsburg.",[]
Metrazur has a beautiful spot overlooking the main terminal.,"[('spot', '29', '25', 'positive')]"
Friendly staff that actually lets you enjoy your meal and the company you're with.,"[('staff', '14', '9', 'positive'), ('meal', '53', '49', 'positive')]"
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",[]
Guess the 555Soul ads didn't launch her big modeling career.,[]
The restaurant is rather small but we were lucky to get a table quickly.,"[('table', '63', '58', 'positive')]"
"Besides, we were on vacation!",[]
I love this cozy around the way Rest.,[]
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.","[('Quality of food', '15', '0', 'positive'), ('price', '38', '33', 'positive'), ('pork', '62', '58', 'positive'), ('fish', '68', '64', 'positive'), ('chicken', '77', '70', 'positive'), ('lamb', '83', '79', 'positive'), ('vegetables', '98', '88', 'positive')]"
Don't leave without trying One Night in Tokyo.,[]
Save yourself the time and trouble and skip this one!,[]
This is my favorite Italian restaurant in all of New York City.,[]
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.","[('seating', '58', '51', 'negative'), ('place', '9', '4', 'negative')]"
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,"[('appetizing', '14', '4', 'positive'), ('price', '92', '87', 'positive')]"
"But, they were too big for the bun.","[('bun', '34', '31', 'neutral')]"
"The food is fresh, delicious, and reasonably priced.","[('food', '8', '4', 'positive'), ('priced', '51', '45', 'positive')]"
Raga stands out with an interesting fusion of French and Indian cooking.,"[('fusion of French and Indian cooking', '71', '36', 'positive')]"
"A few tips: skip the turnip cake, roast pork buns and egg custards.","[('turnip cake', '32', '21', 'negative'), ('roast pork buns', '49', '34', 'negative'), ('egg custards', '66', '54', 'negative')]"
The bagels are fabulous.,"[('bagels', '10', '4', 'positive')]"
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.","[('seating in the garden', '75', '54', 'neutral'), ('seats', '101', '96', 'neutral')]"
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"[('service', '84', '77', 'positive'), ('place', '128', '123', 'positive'), ('water', '47', '42', 'neutral')]"
"The food was very good, a great deal, and the place its self was great.","[('food', '8', '4', 'positive'), ('place', '51', '46', 'positive')]"
The food options rule.,"[('food options', '16', '4', 'positive')]"
A great choice at any cost and a great deal.,"[('cost', '26', '22', 'positive')]"
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",[]
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.","[('pre-theatre 3-course dinner', '70', '43', 'neutral'), ('wine flight', '87', '76', 'neutral')]"
Definately check it out!!!,[]
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).","[('lunch', '30', '25', 'neutral'), ('dinner', '62', '56', 'neutral')]"
"Their calzones are horrific, bad, vomit-inducing, YUCK.","[('calzones', '14', '6', 'negative')]"
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,"[('drink', '31', '26', 'neutral')]"
The place itself is beautiful the bar scene seems to be happening.,"[('place', '9', '4', 'positive'), ('bar scene', '43', '34', 'positive')]"
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.","[('staff', '85', '80', 'positive')]"
"Good spreads, great beverage selections and bagels really tasty.","[('spreads', '12', '5', 'positive'), ('beverage selections', '39', '20', 'positive'), ('bagels', '50', '44', 'positive')]"
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.","[('waiter', '17', '11', 'negative'), ('specials', '71', '63', 'positive'), ('served', '28', '22', 'negative')]"
We will be back.,[]
"Also, top the meal with a delicious and perfect slice of tiramisu.","[('tiramisu', '65', '57', 'positive'), ('meal', '18', '14', 'neutral')]"
It seems like this is a place the locals like and the people working here liked it too.,[]
Check out the secret back room.,"[('secret back room', '30', '14', 'positive')]"
"It's also attached to Angel's Share, which is a cool, more romantic bar...","[('bar', '71', '68', 'positive')]"
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.","[('food', '14', '10', 'positive'), ('service', '41', '34', 'positive')]"
Stick to the gulab jamun.,"[('gulab jamun', '24', '13', 'positive')]"
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.","[('prices', '119', '113', 'positive'), ('atmosphere', '137', '127', 'positive'), ('service', '151', '144', 'positive'), ('wine list', '177', '168', 'positive')]"
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,"[('diner', '33', '28', 'neutral'), ('wait staff', '71', '61', 'negative'), ('table', '46', '41', 'negative')]"
With the theater 2 blocks away we had a delicious meal in a beautiful room.,"[('meal', '54', '50', 'positive'), ('room', '74', '70', 'positive')]"
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",[]
We were not dissappointed in the least bit by this little gem.,[]
Also very inexpensive.,[]
"We've only eaten in the restaurant once, but we have ordered many times for dinner.","[('dinner', '82', '76', 'neutral')]"
I got enough reasons to keep coming back!!!,[]
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"[('pig feet ginger simmered in black vinegar', '213', '172', 'positive'), ('desserts with frog jelly', '142', '118', 'positive')]"
The food is great and reasonably priced.,"[('food', '8', '4', 'positive'), ('priced', '39', '33', 'positive')]"
The characters really make for an enjoyable experience.,[]
I would definitely recommend SEA if you like thai cuisine!,"[('thai cuisine', '57', '45', 'positive')]"
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","[('crew', '47', '43', 'positive'), ('host', '23', '19', 'positive')]"
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.","[('round tables', '74', '62', 'positive'), ('Taiwanese', '150', '141', 'positive')]"
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","[('portion', '59', '52', 'conflict'), ('french fries', '115', '103', 'positive')]"
You cannot go wrong with this place.,[]
"It is the type of place to run into old friends and have a late, raucus dinner.","[('dinner', '78', '72', 'positive')]"
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","[('food', '8', '4', 'positive'), ('dishes', '78', '72', 'positive'), ('specials', '41', '33', 'positive'), ('regular menu-fare', '66', '49', 'positive')]"
Prices are in line.,"[('Prices', '6', '0', 'neutral')]"
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.","[('fresh tomato sauce', '37', '19', 'positive'), ('fresh mozz cheese', '56', '39', 'positive'), ('basil', '63', '58', 'positive'), ('dough', '77', '72', 'positive'), ('pizza', '146', '141', 'positive'), ('flour', '107', '102', 'positive')]"
The food is prepared quickly and efficiently.,"[('food', '8', '4', 'positive')]"
and for this i had to shell out a small fortune?,[]
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.","[('Indian food', '33', '22', 'positive'), ('Paneer Roll', '54', '43', 'positive')]"
The food looked very appetizing and delicious since it came on a variety of fancy plates.,"[('food', '8', '4', 'positive'), ('plates', '88', '82', 'positive')]"
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,"[('fresh mozzerella slices', '32', '9', 'positive'), ('Plain Cheese slice', '59', '41', 'positive')]"
I have tried literally every restaurant on curry row.,[]
"The food is terrible and overall, I would have to say avoid at all costs.","[('food', '8', '4', 'negative')]"
"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",[]
"Unfortunately, the food was NOT something to get worked up about.","[('food', '23', '19', 'negative')]"
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).","[('food', '118', '114', 'positive')]"
I had Filet Mignon with garlic mash.,"[('Filet Mignon with garlic mash', '35', '6', 'neutral')]"
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","[('pre-theater menu', '55', '39', 'positive'), ('roasted tomato soup with chevre', '99', '68', 'positive'), ('steak frites', '113', '101', 'positive'), ('creme brulee', '127', '115', 'positive')]"
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.","[('waitstaff', '13', '4', 'positive')]"
Go inside and you won't want to leave.,[]
I loving bringing friends here - and I do so every chance I get.,[]
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","[('bread', '11', '6', 'positive'), ('pizza', '79', '74', 'positive'), ('margarite pizza with cold prosciutto and baby arugula on top', '280', '220', 'neutral'), ('salad', '294', '289', 'neutral'), (""Peter's Favourite pizza with prosciutto and baby arugula"", '205', '149', 'neutral')]"
"Yes, the prices are high, but I felt it was worth it.","[('prices', '15', '9', 'conflict')]"
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","[('bruschettas', '34', '23', 'positive'), ('paninis', '43', '36', 'positive'), ('tramezzinis', '56', '45', 'positive')]"
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.","[('waiters', '34', '27', 'positive'), ('diners', '131', '125', 'neutral')]"
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.","[('chef', '52', '48', 'positive'), ('dishes', '134', '128', 'positive'), ('cuisine', '89', '82', 'neutral'), ('Indian', '160', '154', 'positive')]"
The owner truly caters to all your needs.,"[('owner', '9', '4', 'positive')]"
He takes real pride in his food and his business.,"[('food', '31', '27', 'positive')]"
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,[]
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,[]
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.","[('meal', '37', '33', 'positive'), ('pre-theater prix-fixe', '93', '72', 'positive')]"
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.","[('food', '88', '84', 'positive'), ('wine', '97', '93', 'positive'), ('dining', '59', '53', 'positive')]"
I would go back tho.,[]
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.","[('menu', '18', '14', 'positive'), ('fried chicken', '91', '78', 'neutral'), ('pork chop', '102', '93', 'neutral'), ('noodle dishes', '121', '108', 'neutral')]"
too large for just two people but nothing was left.,[]
I cannot imagine better Indian food in all of the city.,"[('Indian food', '35', '24', 'positive')]"
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,"[('privacy', '87', '80', 'positive'), ('corner booth table', '66', '48', 'positive'), ('place', '20', '15', 'positive')]"
A pleasant surprise.,[]
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"[('manager', '57', '50', 'negative'), ('open faced cheese sandwich', '41', '15', 'neutral')]"
If you don't mind all that noise then go to the Chart House.,[]
We got most of it back at home with us.,[]
Get there before 7pm.,[]
very good breads as well.,"[('breads', '16', '10', 'positive')]"
"if this happens, just ask for real naan.","[('naan', '39', '35', 'neutral')]"
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,"[('squid', '78', '73', 'negative'), ('half-price Saturday night option', '52', '20', 'positive')]"
"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.",[]
